,Ahmedabad,Bengaluru,Chennai,Delhi,Lucknow,Mumbai,Hyderabad,Patna,Gurugram,Visakhapatnam,Amritsar,Jorapokhar,Jaipur,Thiruvananthapuram,Amaravati,Brajrajnagar,Talcher,Kolkata,Guwahati,Coimbatore,Shillong,Chandigarh,Bhopal,Ernakulam,Kochi,Aizawl
2015-05-22,,,,235.99,,,,,,,,,,,,,,,,,,,,,,
2015-05-23,,,,313.73,,,,,,,,,,,,,,,,,,,,,,
2015-05-24,,,,251.52,,,,,,,,,,,,,,,,,,,,,,
2015-05-25,,,,340.66,,,,,,,,,,,,,,,,,,,,,,
2015-05-26,,,,311.08,,,,,,,,,,,,,,,,,,,,,,
2015-05-27,,,,231.35,,,,,,,,,,,,,,,,,,,,,,
2015-05-28,,,,436.17,,,,,,,,,,,,,,,,,,,,,,
2015-05-29,,,,275.6,,,,,,,,,,,,,,,,,,,,,,
2015-05-30,,,,239.12,,,,,,,,,,,,,,,,,,,,,,
2015-05-31,,,,236.8,,,,,,,,,,,,,,,,,,,,,,
2015-06-01,,,,175.39,,,,,,,,,,,,,,,,,,,,,,
2015-06-02,,,,117.86,,,,,,,,,,,,,,,,,,,,,,
2015-06-03,,,,137.7,,,,,,,,,,,,,,,,,,,,,,
2015-06-04,,,,170.55,,,,,,,,,,,,,,,,,,,,,,
2015-06-05,,,,241.67,,,,,,,,,,,,,,,,,,,,,,
2015-06-06,,,,119.29,,,,,,,,,,,,,,,,,,,,,,
2015-06-07,,,,186.2,,,,,,,,,,,,,,,,,,,,,,
2015-06-08,,,,269.3,,,,,,,,,,,,,,,,,,,,,,
2015-06-09,,,,393.7,,,,,,,,,,,,,,,,,,,,,,
2015-06-10,,,,166.31,,,,,,,,,,,,,,,,,,,,,,
2015-06-11,,,,259.73,,,,,,,,,,,,,,,,,,,,,,
2015-06-12,,,,180.06,,,,,,,,,,,,,,,,,,,,,,
2015-06-13,,,,158.24,,,,,,,,,,,,,,,,,,,,,,
2015-06-14,,,,121.44,,,,,,,,,,,,,,,,,,,,,,
2015-06-15,,,,206.42,,,,,,,,,,,,,,,,,,,,,,
2015-06-16,,,,282.05,,,,,,,,,,,,,,,,,,,,,,
2015-06-17,,,,271.79,,,,,,,,,,,,,,,,,,,,,,
2015-06-18,,,,268.84,,,,,,,,,,,,,,,,,,,,,,
2015-06-19,,,,216.46,,,,,,,,,,,,,,,,,,,,,,
2015-06-20,,,,160.22,,,,,,,,,,,,,,,,,,,,,,
2015-06-21,,,,82.7,,,,,,,,,,,,,,,,,,,,,,
