Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Visakhapatnam,Amritsar,Jaipur,Thiruvananthapuram,Amaravati
2020-01-13,15.06,61.12,53.64,41.06,17.95,14.55,12.06,47.18,13.4,20.95
2020-01-14,15.71,72.09,46.34,40.18,23.48,22.01,11.99,29.08,12.97,19.57
2020-01-15,13.94,44.99,41.76,40.33,20.92,11.56,12.02,24.94,13.8,19.03
2020-01-16,13.75,44.81,43.54,34.82,18.35,11.9,12.0,31.23,13.92,21.41
2020-01-17,13.59,39.79,40.15,19.96,15.93,10.51,12.06,46.24,14.39,15.1
2020-01-18,14.38,39.0,39.56,19.93,14.58,10.84,12.01,40.58,17.61,12.88
2020-01-19,13.36,42.27,38.38,19.94,14.75,9.84,11.94,35.19,17.17,13.99
2020-01-20,14.44,50.68,39.27,20.06,16.02,9.71,11.96,47.78,15.22,14.42
2020-01-21,14.19,50.0,48.02,14.85,17.04,9.29,12.0,29.34,12.71,16.82
2020-01-22,14.77,58.36,45.17,5.77,17.7,11.91,11.92,28.79,12.35,17.54
2020-01-23,14.45,54.57,36.32,5.77,18.33,11.62,11.99,31.32,11.63,18.24
2020-01-24,13.91,47.63,34.23,5.95,19.87,12.04,12.01,30.49,11.88,18.05
2020-01-25,14.99,53.49,41.37,5.5,22.15,10.94,11.96,55.47,11.39,18.53
2020-01-26,16.11,50.09,48.8,5.98,22.36,13.41,11.83,68.58,9.91,16.55
2020-01-27,17.79,44.6,53.66,6.5,22.01,11.62,12.31,31.09,10.35,17.89
2020-01-28,17.5,42.72,42.76,7.92,22.99,11.3,11.96,27.44,11.06,16.7
2020-01-29,13.87,42.76,38.01,9.95,27.52,11.53,11.84,25.95,10.71,17.48
2020-01-30,14.17,45.74,36.77,20.06,24.9,11.03,11.8,29.43,11.9,15.9
2020-01-31,14.39,46.62,34.03,19.99,31.58,12.49,12.09,32.35,14.26,15.51
2020-02-01,14.51,46.18,35.95,16.46,44.44,9.91,15.196666666666667,31.61,14.53,13.05
2020-02-02,13.05,44.32,36.46,20.38,20.47,9.68,18.30333333333333,29.45,14.34,13.25
2020-02-03,12.29,43.9,37.5,22.34,19.85,10.25,21.41,30.15,14.4,14.49
2020-02-04,12.05,39.7,43.09,24.97,18.8,10.19,14.74,27.64,14.86,14.24
2020-02-05,12.86,38.35,40.07,22.44,18.89,11.21,12.12,29.5,13.96,15.08
2020-02-06,13.82,34.32,36.16,0.1,19.47,10.67,12.04,34.79,13.32,14.0
2020-02-07,14.44,35.67,38.38,21.38,16.24,10.44,12.09,30.67,12.38,14.69
2020-02-08,13.5,36.46,40.72,19.08,16.84,10.41,12.4,32.83,13.06,15.98
2020-02-09,15.42,40.54,40.04,6.17,16.83,10.42,11.99,42.11,11.37,15.89
2020-02-10,15.84,40.52,39.99,10.26,15.89,11.27,12.03,60.94,19.45,18.78
2020-02-11,12.4,39.59,39.73,11.12,15.85,12.85,12.02,55.93,12.64,18.61
2020-02-12,12.02,37.32,40.92,9.13,16.47,12.64,12.36,51.48,12.89,19.76
2020-02-13,12.15,38.99,36.91,11.8,17.28,14.85,12.13,56.15,14.09,20.39
2020-02-14,14.09,39.09,34.06,1.28,20.31,14.3,11.82,32.63,10.73,18.22
2020-02-15,14.89,43.92,32.48,3.24,22.58,13.53,11.92,38.26,8.17,21.25
2020-02-16,13.44,42.36,38.77,6.78,25.29,12.92,12.04,43.24,9.31,21.98
2020-02-17,13.41,39.88,42.77,5.3,24.82,11.41,12.09,57.28,11.5,18.64
2020-02-18,15.06,48.53,37.01,2.11,23.78,11.36,12.19,56.33,8.31,18.14
2020-02-19,15.25,91.73,44.11,9.8,26.32,12.27,11.95,44.52,8.77,19.11
2020-02-20,13.9,88.0,39.61,4.92,19.79,11.92,12.12,23.28,9.11,17.4
2020-02-21,12.05,73.98,35.81,0.04,17.45,12.96,12.0,25.68,10.67,13.53
2020-02-22,13.04,109.55,33.46,0.6266666666666667,16.2,12.41,16.9,25.4,11.39,10.6
2020-02-23,12.61,104.04,38.33,1.2133333333333334,15.89,13.76,14.03,24.34,8.9,12.6
2020-02-24,11.92,97.04,33.19,1.8,16.28,13.5,12.57,31.16,10.46,14.42
2020-02-25,12.39,78.04,39.61,1.65,20.99,11.7,12.23,36.36,9.83,12.94
2020-02-26,12.47,39.97,42.7,4.66,21.99,12.82,12.55,25.95,8.65,15.78
2020-02-27,12.63,41.23,43.64,8.96,16.36,11.08,12.37,25.62,10.11,14.82
2020-02-28,12.35,39.86,41.44,12.93,21.13,11.64,12.18,22.04,9.67,14.0
2020-02-29,12.22,44.53,34.88,12.63,21.76,11.58,12.12,22.34,9.92,13.49
2020-03-01,14.37,34.2,31.4,15.5,20.04,11.01,12.16,22.55,8.65,12.67
2020-03-02,14.37,33.25,39.78,14.87,20.01,17.49,12.02,32.67,9.85,12.86
2020-03-03,14.47,32.11,37.02,15.3,17.38,18.98,11.77,41.76,12.44,12.84
2020-03-04,15.46,37.45,37.32,11.65,20.08,16.24,11.8,31.07,13.9,12.21
2020-03-05,14.39,40.5,32.27,12.64,22.86,13.68,11.84,32.29,13.63,10.82
2020-03-06,13.61,41.88,29.56,15.18,20.08,13.59,12.0,38.47,11.85,10.31
2020-03-07,15.57,65.59,29.01,16.95,17.74,13.02,12.16,53.93,8.02,10.4
2020-03-08,14.03,89.9,31.51,16.71,16.43,11.79,12.1,42.4,9.36,8.47
2020-03-09,13.54,90.66,29.29,18.02,11.49,11.88,12.14,42.83,7.42,9.65
2020-03-10,12.71,80.22,30.99,16.31,11.85,11.3,12.29,25.15,8.27,9.32
2020-03-11,11.31,38.99,32.88,14.84,14.8,10.97,11.88,27.4,7.97,8.81
2020-03-12,10.85,40.37,35.31,16.04,13.76,12.05,12.21,38.84,7.33,10.53
2020-03-13,10.94,44.03,31.36,16.86,13.03,11.74,11.8,55.36,7.22,9.23
2020-03-14,10.8,42.2,34.29,16.44,14.14,11.66,11.71,36.05,7.63,9.98
2020-03-15,11.55,36.49,31.09,19.62,13.87,12.49,12.15,35.97,10.8,9.82
2020-03-16,11.07,41.14,31.07,22.2,18.46,12.88,11.97,36.64,9.49,10.82
2020-03-17,10.48,40.46,32.31,19.38,12.91,11.4,12.02,45.22,7.25,10.09
2020-03-18,11.06,43.97,32.99,20.11,11.78,10.82,11.93,55.9,7.09,9.35
2020-03-19,12.13,47.47,36.15,18.74,14.85,10.04,11.98,46.08,7.78,9.31
2020-03-20,13.53,42.16,34.3,20.46,11.25,11.38,12.0,29.6,6.93,10.07
2020-03-21,13.76,54.98,36.61,21.94,10.92,10.11,12.03,30.64,6.37,8.51
2020-03-22,12.95,55.35,32.61,29.94,11.33,10.84,11.98,22.51,6.42,10.08
2020-03-23,13.99,60.26,30.31,28.56,11.63,9.44,11.93,23.11,5.09,8.62
2020-03-24,14.92,55.45,31.91,28.31,10.04,8.1525,12.09,26.06,5.09,7.58
2020-03-25,11.91,51.89,34.43,32.24,11.26,6.865,11.96,21.49,4.87,7.58
2020-03-26,11.25,49.77,33.68,37.42,9.25,5.577500000000001,11.84,21.49,4.91,7.93
2020-03-27,11.09,44.96,27.4,30.36,9.0,4.29,12.79,23.28,3.86,8.2
2020-03-28,10.13,46.53,25.22,31.79,10.69,5.33,12.33,24.09,4.26,7.88
2020-03-29,10.41,45.68,23.98,34.24,11.83,5.55,12.19,17.71,6.06,7.91
2020-03-30,11.12,52.9,23.21,35.48,9.62,5.4,12.07,16.02,7.48,8.01
2020-03-31,10.45,54.33,26.5,35.37,10.08,5.64,11.97,24.67,7.1,8.81
2020-04-01,10.18,50.1,26.73,33.27,11.07,5.35,12.1,16.13,7.32,9.07
2020-04-02,10.92,50.32,22.22,34.96,11.34,6.14,11.74,15.93,8.01,8.71
2020-04-03,11.13,51.8,21.54,36.08,10.45,6.71,12.16,15.35,6.64,8.95
2020-04-04,11.25,46.61,23.06,37.7,10.48,7.56,12.01,22.44,5.46,8.16
2020-04-05,11.08,46.39,25.14,36.13,11.57,7.6,11.93,18.27,5.33,7.68
2020-04-06,11.69,43.97,26.41,37.59,14.86,7.86,11.738333333333332,18.84,5.55,7.66
2020-04-07,16.57,47.13,25.53,38.46,20.62,7.87,11.546666666666669,18.45,4.97,7.63
2020-04-08,13.03,45.69,23.41,34.95,18.78,7.55,11.355,17.55,4.39,7.28
2020-04-09,13.62,60.1,23.84,38.71,15.14,8.39,11.163333333333334,17.25,4.37,7.74
2020-04-10,13.71,61.87,27.71,38.32,14.41,7.32,10.971666666666668,19.72,4.08,6.25
2020-04-11,16.25,55.7,28.33,34.8,13.54,7.86,10.78,18.61,4.2,6.74
2020-04-12,13.94,47.11,26.99,33.83,13.12,7.42,12.03,17.73,4.12,6.79
2020-04-13,11.61,49.54,27.95,35.08,13.2,6.94,12.12,30.66,4.0,7.17
2020-04-14,10.46,47.7,28.76,15.29,14.34,6.95,12.09,24.03,4.02,7.23
2020-04-15,10.86,49.01,28.36,5.98,11.99,5.36,15.16,25.6,4.04,6.92
2020-04-16,9.91,53.62,30.36,5.71,12.6,6.46,14.86,17.82,6.14,6.84
2020-04-17,10.46,52.33,26.06,5.43,16.41,7.52,12.66,17.38,6.7,7.29
2020-04-18,10.25,51.15,27.18,38.46,16.54,7.49,12.4,20.42,5.66,6.49
2020-04-19,9.42,45.24,29.94,37.37,17.69,8.47,12.74,17.23,4.97,6.17
2020-04-20,9.03,34.89,31.57,42.2,15.19,8.35,11.95,18.62,6.01,6.17
2020-04-21,7.96,42.58,29.75,43.96,22.58,8.48,12.24,19.68,6.16,5.9
2020-04-22,8.33,41.11,29.39,41.15,17.45,8.68,12.69,19.34,5.94,6.56
2020-04-23,8.44,36.07,30.02,37.14,14.74,8.31,12.8,20.03,6.01,6.59
2020-04-24,9.74,27.56,32.62,41.4,14.59,8.166666666666668,12.53,24.62,5.83,6.41
2020-04-25,10.15,28.33,28.65,30.69,13.7,8.023333333333333,13.38,18.51,5.89,6.81
2020-04-26,9.89,32.18,31.61,35.06,15.52,7.88,12.11,22.76,5.54,5.43
2020-04-27,9.21,33.16,29.94,32.95,11.94,6.5,19.36,21.17,5.65,7.0
2020-04-28,10.71,30.45,28.6,33.89,12.67,7.68,14.54,20.34,5.73,5.9
2020-04-29,10.72,28.31,28.86,31.81,10.4,7.96,14.53,18.42,5.93,7.98
2020-04-30,8.07,26.68,32.99,32.67,12.94,8.18,13.57,20.66,5.84,7.86
2020-05-01,8.95,26.85,36.43,33.17,13.87,8.24,12.8,22.81,5.71,9.08
2020-05-02,7.84,28.23,33.93,34.3,11.77,8.82,12.73,21.59,5.78,9.1
2020-05-03,6.94,30.93,32.48,34.11,12.42,8.38,13.06,19.68,5.59,8.33
2020-05-04,6.47,28.36,31.35,30.26,13.31,8.23,12.8,18.74,16.12,8.16
2020-05-05,7.53,27.82,30.86,20.34,13.46,7.87,12.13,17.57,26.08,5.07
2020-05-06,8.56,32.96,29.53,9.1,12.26,8.14,12.35,18.67,26.58,8.57
2020-05-07,8.9,29.93,25.51,8.23,12.1,8.04,18.62,23.66,25.58,8.35
2020-05-08,7.94,28.94,27.98,8.04,12.8,7.79,15.15,23.54,25.69,8.22
2020-05-09,8.26,33.86,30.14,8.07,11.16,7.94,13.86,22.84,26.23,7.79
2020-05-10,8.84,39.18,28.71,8.05,10.57,9.09,12.41,19.76,24.99,7.39
2020-05-11,9.01,41.46,28.13,8.55,13.24,8.43,12.66,19.7,25.61,7.21
2020-05-12,8.98,39.1,29.43,8.77,12.49,10.88,13.27,25.77,16.68,7.31
2020-05-13,9.23,39.06,32.29,8.41,9.87,11.07,12.96,23.21,4.54,6.48
2020-05-14,10.15,37.44,30.82,8.89,10.65,12.04,12.57,19.43,5.94,6.75
2020-05-15,9.42,40.37,27.39,8.48,10.57,11.96,12.76,26.26,6.67,5.54
2020-05-16,10.07,43.92,27.62,7.69,11.9,9.48,12.49,23.09,5.68,6.14
2020-05-17,10.3,45.0,28.76,9.51,12.15,7.4,12.66,27.67,4.69,8.16
2020-05-18,10.52,44.56,28.97,10.84,13.06,6.78,12.49,26.7,6.0,7.88
2020-05-19,9.81,44.83,30.58,9.53,14.39,7.56,12.55,32.22,6.27,8.67
2020-05-20,8.9,45.35,28.73,9.58,30.92,11.85,12.84,24.42,6.47,9.88
2020-05-21,8.87,41.6,25.55,8.37,29.77,12.68,12.53,37.79,5.69,8.65
2020-05-22,8.98,38.67,28.56,10.46,13.84,18.93,12.35,41.55,5.89,11.55
2020-05-23,8.76,41.13,28.82,11.72,16.26,13.57,11.97,27.74,6.1,12.22
2020-05-24,8.97,41.49,26.54,16.12,14.07,10.25,12.15,25.96,4.7,10.29
2020-05-25,9.36,43.04,27.22,15.04,18.83,10.77,12.27,27.07,6.56,11.22
2020-05-26,9.58,44.75,27.06,14.73,12.36,9.8,12.29,28.76,6.18,11.74
2020-05-27,12.06,38.36,25.79,13.64,8.61,8.58,11.95,27.61,6.64,11.7
2020-05-28,9.1,39.58,29.02,9.01,7.0,8.67,12.14,26.85,5.96,12.46
2020-05-29,8.2,40.71,32.19,9.63,12.99,10.62,11.92,23.48,5.98,10.97
2020-05-30,8.7,41.97,36.19,11.72,9.55,9.21,12.57,24.07,5.48,10.98
2020-05-31,7.26,44.57,34.91,10.74,10.88,11.03,14.22,27.27,4.29,10.08
2020-06-01,5.7,39.35,35.0,14.06,14.11,8.25,17.15,26.68,4.89,4.7
2020-06-02,5.13,44.09,35.78,15.72,14.73,9.16,13.99,28.88,7.55,10.11
2020-06-03,4.92,44.45,36.05,18.26,15.97,9.49,12.08,28.59,5.13,7.4
2020-06-04,4.78,42.17,38.85,17.99,13.38,8.82,13.01,30.03,7.86,7.17
2020-06-05,5.64,43.01,35.51,27.53,14.51,10.51,14.25,31.03,7.49,8.01
2020-06-06,5.7,44.39,31.81,21.37,19.79,8.63,13.12,30.96,3.88,6.2
2020-06-07,5.31,43.08,30.79,20.11,22.6,9.85,12.77,26.29,7.24,6.93
2020-06-08,5.22,42.77,31.81,21.85,20.52,9.71,12.57,32.21,6.39,7.12
2020-06-09,5.64,42.45,33.83,26.99,21.26,10.01,12.1,28.89,6.04,6.04
2020-06-10,6.0,51.0,33.27,20.58,15.23,9.34,12.21,29.83,7.44,9.51
2020-06-11,5.76,40.68,36.54,19.48,19.95,9.91,11.99,27.02,7.02,9.96
2020-06-12,5.93,43.45,38.64,12.06,23.05,9.85,12.01,29.25,6.59,8.76
2020-06-13,6.57,34.03,36.62,12.07,10.64,9.24,11.93,27.42,6.37,7.97
2020-06-14,6.7,30.11,40.0,11.83,11.98,9.78,12.06,26.48,5.74,8.67
2020-06-15,6.55,31.52,35.38,11.74,12.69,9.22,12.0,30.1,6.29,8.73
2020-06-16,6.9,36.36,32.62,11.91,9.12,8.81,13.83,27.68,6.84,8.35
2020-06-17,6.48,34.49,29.4,11.71,9.94,6.69,15.21,22.37,8.53,10.3
2020-06-18,6.84,33.65,28.68,11.72,9.71,3.22,13.91,28.6,7.9,12.91
2020-06-19,6.54,34.78,27.96,11.89,18.62,7.51,12.34,24.58,6.91,8.92
2020-06-20,6.59,34.06,26.38,11.69,20.92,15.05,23.22,22.66,7.66,8.6
2020-06-21,6.5,34.42,28.84,11.8,27.63,13.32,17.99,23.07,5.85,9.45
2020-06-22,6.5,35.35,34.32,11.42,20.05,13.7,14.43,25.6,7.19,10.92
2020-06-23,6.76,35.21,33.32,11.8,11.81,13.13,12.64,20.99,7.8,13.53
2020-06-24,7.37,34.89,31.45,11.87,7.3,14.45,12.08,21.54,7.21,11.62
2020-06-25,7.42,33.84,30.48,11.93,8.93,12.27,11.94,24.4,7.3,14.57
2020-06-26,7.32,35.0,32.64,11.9,9.63,11.15,13.71,25.43,6.34,12.46
2020-06-27,6.88,33.2,31.43,11.63,9.34,12.47,14.07,21.82,6.57,8.97
2020-06-28,6.58,35.98,29.27,11.68,11.09,11.99,13.25,20.41,6.09,9.77
2020-06-29,6.8,34.07,27.97,11.63,13.09,10.71,14.94,22.7,5.65,14.3
2020-06-30,6.82,34.17,28.48,11.79,10.8,10.03,13.29,19.79,5.88,13.38
2020-07-01,7.42,33.52,29.06,11.75,9.32,5.2,17.73,17.41,5.62,8.45
