Date,Ahmedabad,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna,Gurugram,Visakhapatnam,Amritsar,Jorapokhar,Jaipur,Thiruvananthapuram,Amaravati
2019-05-15,15.08,7.43,8.96,31.89,5.97,2.31,6.42,16.31,5.28,12.01,7.8,14.29,1.37,1.7
2019-05-16,14.67,12.36,8.24,26.79,7.1,3.4,6.33,18.77,10.51,71.16,7.97,10.77,1.52,1.93
2019-05-17,18.02,14.27,7.03,33.84,5.8,2.41,7.74,26.94,10.53,20.38,7.98,10.88,1.48,2.0
2019-05-18,13.27,13.73,7.13,11.87,6.06,3.83,7.45,22.98,13.36,15.01,7.92,10.79,0.99,0.8
2019-05-19,34.56,8.15,8.03,17.04,5.59,7.38,4.63,19.7,11.59,14.5,8.03,13.78,1.41,0.91
2019-05-20,17.47,8.15,7.78,34.09,6.82,1.7,9.55,19.84,12.45,13.83,7.97,14.34,1.99,1.83
2019-05-21,11.03,5.1,7.32,20.21,7.58,2.23,19.44,19.27,11.57,33.16,7.68,11.25,1.24,1.86
2019-05-22,11.44,9.12,8.1,32.04,9.41,1.8,6.41,19.15,14.11,61.77,7.76,10.51,1.66,2.18
2019-05-23,14.29,12.96,7.92,36.6,11.02,1.73,4.88,20.16,10.78,73.32,7.65,14.63,0.89,1.27
2019-05-24,14.31,6.87,7.39,20.82,10.32,3.72,6.33,20.81,9.9,15.67,7.67,8.3,0.62,1.5
2019-05-25,17.96,6.76,7.43,11.83,10.34,5.68,6.7,22.65,9.88,13.77,8.02,7.88,0.71,1.7
2019-05-26,28.03,5.26,7.39,13.32,10.33,7.15,7.69,21.01,5.22,14.26,8.07,9.78,1.1,0.71
2019-05-27,21.39,8.57,7.4,26.16,10.31,3.57,14.26,24.54,7.55,18.58,8.12,14.56,1.19,1.31
2019-05-28,21.02,7.84,7.89,37.41,10.39,2.92,8.86,23.65,12.21,34.12,8.25,12.42,1.19,1.47
2019-05-29,16.43,5.08,7.94,34.62,11.24,3.2,6.5,32.32,11.21,28.09,7.9,16.68,0.84,1.45
2019-05-30,19.89,5.72,8.7,69.58,9.28,2.69,5.32,58.67,6.99,45.29,7.91,9.69,1.32,2.11
2019-05-31,16.75,6.44,8.19,44.18,7.37,1.69,10.54,34.62,6.56,32.08,7.86,9.05,1.38,0.97
2019-06-01,23.83,9.57,7.97,45.28,7.33,2.3,3.88,35.69,7.38,23.22,7.625,16.03,0.87,1.66
2019-06-02,21.8,5.18,8.69,10.15,7.25,3.35,3.07,12.48,6.03,17.6,7.39,19.73,0.55,0.72
2019-06-03,22.33,6.5,7.38,11.7,7.31,2.01,4.72,7.64,17.14,17.18,12.22,16.94,0.5,1.39
2019-06-04,20.89,9.0,7.45,14.93,7.6,1.65,4.5,5.96,18.3,14.94,,11.59,1.1,1.54
2019-06-05,18.87,7.78,6.71,14.43,7.87,2.79,6.28,15.66,5.74,16.52,,9.19,1.02,0.66
2019-06-06,12.63,7.47,6.63,20.85,7.91,1.72,6.15,21.04,8.69,18.38,,10.01,0.76,1.81
2019-06-07,15.49,8.64,8.12,14.19,8.39,1.8,7.13,5.41,8.4,16.51,,8.13,0.99,1.52
2019-06-08,16.38,6.54,6.02,23.42,8.15,2.93,6.37,10.63,6.51,14.99,,9.12,1.22,2.87
2019-06-09,15.2,5.29,6.05,57.24,8.0,1.98,5.47,49.0,6.45,16.07,,15.78,0.92,0.73
2019-06-10,16.31,6.28,15.1,47.15,9.85,1.79,6.87,27.69,5.79,17.29,,14.4,1.28,2.62
2019-06-11,15.38,5.87,13.97,44.64,12.28,2.03,6.58,38.71,8.34,53.67,,7.9,,3.61
2019-06-12,12.8,6.7,8.55,16.55,8.62,1.64,6.82,6.29,8.97,24.07,,10.76,,5.0
2019-06-13,13.75,7.7,9.96,13.33,8.49,2.12,28.98,32.9,5.57,15.33,,7.61,,4.88
2019-06-14,14.4,7.85,12.23,18.67,6.55,1.83,18.11,14.02,10.88,12.73,,9.06,,3.23
2019-06-15,18.89,9.57,8.42,26.39,5.7,2.25,10.95,7.74,7.87,16.8,,8.4,,1.53
2019-06-16,25.17,6.47,8.41,11.58,7.49,1.62,6.18,7.78,11.35,13.34,,9.71,,0.8
2019-06-17,25.92,8.35,9.34,13.34,6.03,1.95,6.11,7.97,12.51,16.54,,11.99,,3.71
2019-06-18,22.25,6.09,8.86,15.97,6.1,1.87,9.13,7.9,8.07,16.64,,13.35,0.76,7.98
2019-06-19,19.2,7.2,7.44,17.37,6.11,1.98,11.66,6.97,11.49,11.61,,9.44,1.07,2.87
2019-06-20,30.2,5.24,9.37,10.57,6.22,1.96,6.71,10.66,9.24,12.1,,9.55,0.66,3.87
2019-06-21,18.86,5.8,10.71,13.56,6.52,2.89,6.99,13.18,11.94,21.12,,9.98,0.71,2.87
2019-06-22,12.65,4.93,9.28,12.77,6.51,1.95,27.12,13.63,20.05,31.34,,10.7,0.67,1.54
2019-06-23,14.35,4.83,13.85,6.64,6.98,2.34,22.82,13.52,7.26,14.72,,3.61,0.56,1.0
2019-06-24,21.05,6.3,9.46,9.51,6.84,2.43,15.63,13.78,5.17,13.98,,4.25,0.56,1.43
2019-06-25,19.38,6.73,8.2,11.18,7.51,3.58,13.31,13.46,7.14,13.54,,5.93,0.48,2.36
2019-06-26,24.95,7.53,8.72,15.67,8.99,2.21,19.02,24.33,7.75,13.23,,8.54,0.72,4.83
2019-06-27,25.55,7.51,9.49,17.87,9.76,2.18,10.86,18.54,7.6,18.58,,6.28,1.44,3.08
2019-06-28,29.88,7.01,8.11,19.71,12.63,1.94,14.0,16.13,9.54,12.71,,6.4,1.01,2.1
2019-06-29,41.59,6.35,7.98,16.84,14.11,2.15,10.32,17.4,12.85,12.05,,6.76,1.1,1.72
2019-06-30,29.06,5.14,7.81,22.46,13.05,2.28,14.29,16.42,8.26,11.64,,6.15,1.62,1.2
2019-07-01,28.45,6.08,8.08,10.44,13.47,2.64,27.94,16.14,20.57,11.8,,7.29,1.81,4.39
2019-07-02,24.72,6.09,8.13,7.78,14.05,2.93,13.98,17.81,14.88,11.67,,5.97,1.54,6.49
2019-07-03,24.13,5.89,8.28,7.3,18.53,2.08,9.7,14.3,10.19,11.6,,6.84,1.57,7.23
2019-07-04,39.11,6.44,8.43,12.82,11.67,2.08,8.13,15.6,11.72,11.42,,8.62,1.09,11.11
2019-07-05,37.12,6.03,8.54,18.04,9.37,2.18,26.85,9.01,13.64,11.65,,10.48,0.95,8.27
2019-07-06,34.67,6.2,7.84,12.04,8.77,1.88,24.1,10.69,17.5,12.19,,13.16,0.97,2.55
2019-07-07,26.15,5.33,7.02,11.02,7.72,1.61,25.67,16.1,15.7,14.59,,10.58,1.38,0.93
2019-07-08,35.85,5.42,7.68,12.56,8.24,1.98,22.68,11.84,10.06,13.85,,8.2,0.98,2.64
2019-07-09,36.14,5.88,7.42,11.93,8.03,2.34,23.9,9.62,17.47,12.78,,7.4,0.9,4.61
2019-07-10,40.51,6.02,8.02,13.97,7.54,2.39,7.8,9.54,11.42,22.33,,7.78,0.88,5.45
2019-07-11,37.34,6.71,8.97,15.0,8.85,2.57,11.72,9.25,10.77,49.82,,8.69,1.13,5.24
2019-07-12,30.92,6.06,7.1,14.0,8.85,3.63,19.44,9.42,8.9,41.18,10.16,7.84,0.88,5.28
2019-07-13,36.22,5.27,7.23,11.09,9.26,3.74,17.07,10.97,11.76,25.26,8.44,6.31,0.82,1.25
2019-07-14,24.82,5.39,6.55,11.36,8.07,3.72,5.47,11.63,11.2,40.95,8.45,6.09,0.74,0.74
2019-07-15,32.1,6.14,6.86,11.57,7.97,4.06,10.85,17.0,6.74,35.12,8.75,6.96,0.85,2.92
2019-07-16,31.97,6.8,7.75,8.59,7.92,8.34,19.91,9.07,16.51,17.81,8.64,6.75,1.09,4.68
2019-07-17,30.5,9.37,9.12,11.08,7.7,5.68,9.32,9.24,20.86,16.32,8.34,7.04,1.18,4.74
2019-07-18,26.0,9.88,7.16,19.36,7.87,3.1,10.7,8.93,7.75,31.8,8.76,6.97,0.79,3.29
2019-07-19,25.34,6.92,6.13,29.13,9.28,3.03,9.19,19.95,16.16,17.25,8.49,6.1,1.05,2.14
2019-07-20,27.48,5.09,6.48,14.59,8.39,2.58,10.59,26.12,5.19,13.68,8.65,5.89,1.03,1.11
2019-07-21,17.33,6.43,6.64,23.14,8.78,2.62,6.06,20.24,2.79,11.67,8.53,5.9,1.09,1.25
2019-07-22,13.1,6.7,9.39,31.57,9.26,3.63,8.58,20.76,3.46,14.02,8.58,5.59,0.86,2.53
2019-07-23,17.81,6.94,7.66,26.12,9.26,2.51,20.1,9.32,9.48,7.77,8.62,4.54,1.0,8.56
2019-07-24,27.02,6.44,9.85,22.05,9.2,2.75,7.12,9.0,11.47,7.82,8.58,6.77,0.72,2.09
2019-07-25,35.25,7.12,9.16,16.78,8.4,3.65,4.56,16.38,9.2,8.29,8.52,5.3,0.63,12.82
2019-07-26,34.26,6.92,8.96,13.26,7.63,3.89,13.16,13.17,22.44,9.45,8.71,9.36,1.0,4.57
2019-07-27,26.55,5.66,8.22,11.98,8.12,2.56,11.42,11.55,21.73,9.94,8.85,9.81,0.94,1.4
2019-07-28,32.36,7.2,6.21,9.12,7.7,2.38,8.07,9.88,22.79,13.19,8.745000000000001,6.01,0.92,0.65
2019-07-29,33.11,5.18,6.98,10.8,7.72,2.31,9.59,12.35,18.77,12.49,8.64,6.55,0.73,5.81
2019-07-30,31.74,5.84,8.77,10.37,7.49,2.8,7.3,9.18,13.3,16.38,8.65,6.37,0.96,5.36
2019-07-31,32.52,5.7,8.91,10.23,8.14,3.45,6.02,9.14,14.67,9.36,8.76,6.16,0.85,2.17
2019-08-01,59.19,5.12,8.25,10.07,7.34,3.84,7.17,10.25,13.03,8.83,8.71,6.36,1.14,1.77
2019-08-02,45.45,6.62,10.65,11.86,11.53,3.38,7.76,9.61,17.24,9.06,8.59,8.73,0.92,1.61
2019-08-03,36.56,6.99,14.55,16.87,6.88,2.95,6.91,13.39,32.58,9.15,8.49,8.06,0.94,1.48
2019-08-04,25.9,9.14,24.1,17.79,7.62,2.92,5.45,18.18,20.07,7.75,8.47,7.02,0.85,1.68
2019-08-05,29.34,9.97,13.07,20.62,7.15,3.65,31.73,13.7,17.1,8.11,8.49,11.66,1.11,2.74
2019-08-06,38.94,10.3,10.88,19.57,7.35,3.66,31.65,6.22,26.53,8.78,8.81,9.42,1.02,2.96
2019-08-07,40.91,10.1,5.9,22.98,9.22,4.1,16.8,4.57,27.97,7.85,8.59,13.95,0.75,3.22
2019-08-08,35.46,9.42,7.25,15.06,5.5,3.46,31.98,5.18,21.6,8.85,8.65,11.34,1.31,3.47
2019-08-09,26.54,9.06,7.91,9.54,7.89,2.33,35.62,6.61,11.38,8.6,8.71,7.05,0.9,3.17
2019-08-10,28.38,8.61,6.04,9.02,8.92,2.51,27.48,7.99,14.67,8.25,8.87,6.77,1.08,2.45
2019-08-11,33.04,8.35,5.21,11.45,9.74,3.48,23.31,5.43,11.2,8.47,8.51,7.27,0.9,2.07
2019-08-12,40.24,12.49,5.37,13.19,8.46,3.75,14.42,5.21,23.83,7.63,8.78,9.8,0.89,1.89
2019-08-13,28.77,12.63,6.15,17.85,9.3,6.46,21.78,5.78,11.89,9.32,8.72,13.3,1.03,3.13
2019-08-14,33.11,10.13,5.67,16.96,5.67,6.59,25.79,5.54,7.43,12.23,8.66,17.96,0.91,4.37
2019-08-15,31.12,8.64,5.35,18.56,5.93,4.92,12.27,6.01,5.18,13.5,8.62,10.36,0.93,2.23
2019-08-16,33.81,8.64,5.54,13.71,5.95,7.61,12.3,5.56,9.98,13.5,8.68,12.11,0.91,2.8
2019-08-17,30.09,10.77,13.91,14.08,5.61,6.0,8.71,9.81,13.25,13.5,8.61,16.3,0.96,2.74
2019-08-18,36.78,12.4,7.36,17.56,6.12,8.22,9.99,7.76,9.41,13.5,8.67,15.54,0.86,
2019-08-19,34.38,12.5,5.77,26.99,6.27,7.42,9.86,8.27,11.17,13.46,8.78,14.51,0.97,
2019-08-20,26.7,9.79,5.55,19.92,6.83,10.74,11.44,5.54,6.45,13.5,8.78,10.84,0.85,
2019-08-21,24.36,12.94,9.5,15.16,14.01,5.89,9.25,5.09,7.58,13.3,8.64,8.95,0.73,
2019-08-22,24.41,9.03,8.15,23.36,7.12,3.97,10.61,6.31,9.73,12.91,8.69,10.06,1.37,
2019-08-23,25.81,7.84,7.35,37.04,6.27,3.87,4.95,7.61,15.13,13.1,8.73,7.1,0.84,
2019-08-24,18.93,8.07,7.96,41.65,7.27,5.14,32.29,7.45,9.69,13.17,8.72,6.12,1.16,
2019-08-25,21.13,5.28,6.8,11.09,7.32,4.84,23.71,7.28,6.68,13.7,8.67,5.55,1.11,
2019-08-26,36.07,5.95,5.63,15.89,7.64,4.2,35.98,10.02,7.11,14.23,8.79,9.62,1.22,
2019-08-27,46.11,7.18,6.12,21.99,6.56,3.16,25.05,6.18,4.73,14.22,8.67,10.36,0.9,6.39
2019-08-28,27.22,6.49,6.72,19.01,7.09,2.99,11.78,5.7,5.44,13.1,8.75,7.79,0.9,3.71
2019-08-29,37.89,5.15,7.9,11.52,5.49,3.32,17.67,5.35,,14.53,8.79,8.47,0.92,4.5
2019-08-30,36.0,5.76,7.53,12.89,9.79,4.06,12.05,5.43,,22.98,8.78,8.99,0.87,23.03
2019-08-31,30.71,7.24,6.19,18.34,9.19,7.38,6.39,5.36,,21.96,8.66,12.03,0.88,
2019-09-01,24.16,5.73,7.56,12.03,4.47,3.19,4.94,5.87,,13.2,8.92,10.83,0.88,
2019-09-02,25.23,3.7,4.93,10.33,6.08,3.76,59.67,5.26,,13.17,8.82,9.96,1.11,
2019-09-03,29.4,6.38,8.46,13.02,7.59,4.15,30.6,5.96,,13.23,8.89,11.97,0.97,
2019-09-04,16.72,7.04,9.12,10.62,7.65,3.48,33.2,5.49,,13.25,8.88,12.16,0.96,
2019-09-05,20.81,7.56,10.23,9.99,7.86,3.19,39.71,5.37,21.6,13.25,8.89,8.97,1.21,
2019-09-06,22.28,8.05,7.44,12.15,8.65,3.32,28.89,5.61,19.18,13.24,8.8,10.18,0.94,
2019-09-07,25.02,7.3,6.35,14.46,8.51,3.35,23.48,5.39,19.62,13.26,8.87,11.48,0.89,
2019-09-08,18.87,6.0,5.66,10.61,8.11,2.43,18.34,5.35,11.34,16.3,8.86,7.15,0.75,
2019-09-09,21.33,6.98,5.03,13.78,7.87,3.16,27.76,5.73,12.63,22.78,8.64,7.42,0.77,
2019-09-10,23.33,5.4,3.93,16.24,8.21,2.63,19.31,5.71,17.0,14.89,8.67,9.41,0.77,
2019-09-11,45.92,6.57,4.34,15.86,8.59,3.7,43.03,5.01,21.98,13.16,8.59,8.87,0.54,
2019-09-12,49.78,9.86,4.03,9.71,8.53,3.51,23.31,6.35,15.98,13.75,8.97,6.58,0.58,
2019-09-13,51.32,10.46,3.76,9.52,9.15,2.78,32.53,13.52,21.38,13.54,8.75,7.03,0.62,
2019-09-14,40.14,6.61,4.37,7.91,8.7,3.62,28.02,7.36,8.6,17.74,8.92,6.75,0.72,
2019-09-15,37.54,7.52,4.21,10.34,8.75,5.84,22.29,6.87,6.65,16.53,8.87,10.54,0.96,
2019-09-16,23.87,8.0,4.05,19.02,9.25,5.04,27.63,11.58,7.28,18.8,8.7,10.34,1.02,
2019-09-17,36.34,8.98,4.24,14.08,8.29,4.28,25.13,6.18,4.12,15.01,8.87,12.13,0.81,
2019-09-18,25.45,6.7,4.53,7.76,7.94,3.95,37.39,7.1,14.42,13.95,9.04,12.37,1.08,
2019-09-19,31.7,6.04,5.48,7.22,8.11,5.58,38.5,7.34,3.26,14.64,9.07,8.54,0.94,
2019-09-20,11.26,11.37,5.32,13.55,7.97,6.52,32.86,8.85,9.46,14.0,9.1,7.75,0.96,
2019-09-21,17.41,7.27,7.34,17.26,7.34,8.43,38.97,15.28,24.8,13.95,8.74,8.58,0.88,
2019-09-22,13.26,14.84,12.1,17.88,7.34,3.81,24.98,8.39,8.82,13.6,8.56,6.98,0.78,
2019-09-23,19.33,17.22,5.94,11.33,6.59,7.41,27.85,6.38,8.07,13.39,8.96,9.32,0.92,
2019-09-24,18.72,11.88,4.45,16.67,7.4,5.77,23.78,7.01,25.95,13.75,8.7,12.53,1.43,
2019-09-25,23.56,7.39,5.34,11.53,7.22,3.79,22.0,7.18,25.39,13.29,9.06,5.19,1.12,
2019-09-26,18.91,10.63,4.7,12.62,7.97,3.86,16.55,10.3,67.93,13.34,8.85,6.99,1.07,
2019-09-27,18.36,10.14,4.84,9.94,8.84,4.02,13.44,15.14,90.84,13.04,8.83,6.45,0.89,
2019-09-28,24.72,7.34,6.51,11.93,8.89,2.88,7.44,18.57,18.31,13.42,8.79,5.82,0.96,
2019-09-29,14.94,4.7,6.15,8.13,8.86,5.55,5.49,22.17,34.87,12.94,8.78,8.25,0.95,
2019-09-30,11.62,5.23,6.55,12.1,8.96,15.6,7.43,17.09,32.53,13.12,8.68,10.98,1.32,
2019-10-01,11.85,11.17,5.71,12.82,12.49,14.7,33.68,19.53,31.47,13.16,8.706666666666667,5.76,0.96,
2019-10-02,21.47,13.18,4.54,17.97,7.96,3.54,18.73,34.84,39.38,13.38,8.733333333333334,10.12,0.77,
2019-10-03,18.9,12.09,5.67,30.13,12.64,6.61,16.28,34.57,77.73,12.93,8.76,12.25,0.67,
2019-10-04,25.05,18.78,5.71,17.87,20.62,6.64,32.08,22.17,34.08,13.19,8.91,6.87,0.84,
2019-10-05,49.58,18.64,4.85,20.52,11.39,5.22,28.39,27.1,23.87,12.51,8.89,6.63,0.7,
2019-10-06,55.22,14.73,5.4,18.29,14.47,5.95,13.4,42.37,14.96,11.96,8.7,6.94,0.81,
2019-10-07,36.34,26.1,16.41,13.36,12.71,6.8,5.21,19.58,23.38,10.57,8.75,18.15,0.85,2.21
2019-10-08,45.99,8.65,13.22,17.58,11.93,3.72,7.365,19.41,30.91,12.29,8.64,17.46,0.64,2.21
2019-10-09,82.73,31.34,8.28,40.81,14.22,3.46,9.52,40.46,16.3,27.37,8.9,19.65,1.0,3.3
2019-10-10,59.24,12.43,8.86,34.75,11.76,5.7,14.19,72.45,23.95,10.5,9.18,18.11,0.98,5.93
2019-10-11,34.88,12.32,10.48,35.13,20.52,5.84,14.61,13.67,26.21,12.37,9.14,10.01,0.7,5.09
2019-10-12,68.52,10.61,7.62,35.55,17.6,5.38,11.03,11.48,22.29,10.82,8.84,9.7,0.94,2.65
2019-10-13,119.3,11.38,6.92,43.72,17.91,4.95,6.5,12.81,24.9,12.1,8.86,8.87,0.66,3.19
2019-10-14,45.18,16.56,8.67,52.78,20.04,4.48,23.56,40.51,1.95,12.66,8.92,9.57,0.85,3.35
2019-10-15,57.78,16.25,10.05,67.74,10.76,4.1,26.73,40.22,2.26,11.17,9.09,22.71,0.85,2.67
2019-10-16,51.18,15.17,8.48,39.0,17.62,4.49,26.33,12.97,5.98,11.89,8.98,10.18,1.04,3.08
2019-10-17,39.85,17.76,10.97,18.94,22.35,5.5,16.0,6.17,7.31,12.25,9.17,6.05,0.76,5.32
2019-10-18,40.53,11.2,9.54,13.39,20.19,4.01,48.0,4.92,5.42,11.12,8.57,5.94,0.77,3.47
2019-10-19,6.94,9.17,9.22,31.61,20.73,3.64,12.1,9.39,17.22,11.13,8.94,7.61,0.94,3.08
2019-10-20,5.69,6.82,9.87,35.0,11.25,4.17,7.45,8.99,6.04,11.16,8.76,10.18,0.85,1.93
2019-10-21,1.7,15.04,8.77,34.79,13.22,3.98,5.12,6.46,4.96,11.15,8.73,25.3,0.88,3.25
2019-10-22,3.67,13.68,10.28,34.86,39.25,8.21,4.61,14.18,21.98,11.27,9.05,50.83,0.84,8.72
2019-10-23,6.05,7.89,10.76,56.07,36.51,7.97,7.94,29.55,13.55,11.63,8.94,67.61,1.09,3.84
2019-10-24,4.79,4.34,10.86,84.08,26.38,5.57,9.14,69.24,14.13,11.04,8.86,14.57,0.59,4.15
2019-10-25,7.26,5.68,15.09,42.42,9.07,9.25,9.26,16.07,22.91,12.5,8.62,5.6,0.65,3.75
2019-10-26,1.41,6.8,15.05,61.19,35.9,4.68,7.07,14.87,25.55,11.28,8.86,5.93,0.52,3.59
2019-10-27,7.32,7.74,16.89,46.63,19.51,4.6,7.21,10.52,32.3,13.78,9.1,23.49,0.53,3.0
2019-10-28,7.95,10.63,11.23,35.11,31.7,5.52,11.24,7.63,6.39,43.34,8.94,31.8,0.52,3.85
2019-10-29,7.42,11.34,24.12,58.36,27.21,5.84,18.22,23.91,3.28,29.45,8.89,30.88,0.52,3.98
2019-10-30,16.72,11.91,12.43,87.7,18.63,7.5,21.07,32.57,7.2,17.07,8.7,20.4,0.53,6.02
2019-10-31,22.31,7.39,16.69,99.58,24.34,4.76,15.18,51.0,25.5,17.01,8.63,23.04,0.63,7.47
2019-11-01,9.85,12.02,33.32,62.6,26.51,6.53,16.92,22.92,22.21,17.73,8.69,13.61,0.67,6.0
2019-11-02,10.87,12.02,14.04,34.23,40.71,7.92,20.09,7.01,25.08,17.66,8.69,5.67,0.58,7.8
2019-11-03,23.59,11.18,10.82,28.98,13.93,5.0,12.6,6.4,11.94,17.13,8.79,7.93,0.88,5.08
2019-11-04,28.8,20.78,8.53,29.75,14.55,5.3,11.56,8.14,24.05,18.27,8.77,13.34,0.93,4.62
2019-11-05,17.04,31.44,9.5,32.28,16.36,6.75,14.75,12.67,25.48,41.45,8.72,37.42,0.97,6.19
2019-11-06,28.47,26.51,8.85,57.56,19.35,8.64,14.68,27.64,11.14,16.97,8.81,13.89,0.92,4.0
2019-11-07,15.77,28.33,10.6,29.02,45.51,4.46,22.69,10.19,6.25,17.16,9.0,6.41,0.9,4.35
2019-11-08,14.87,17.73,9.56,51.48,42.16,8.51,28.08,14.41,44.7,17.21,8.81,5.4,0.96,3.06
2019-11-09,14.05,12.78,10.06,35.56,33.33,4.9,45.64,6.12,30.38,17.28,8.73,5.47,0.88,2.23
2019-11-10,9.16,11.34,11.81,30.88,22.75,3.52,49.57,5.42,14.13,17.28,8.7,6.01,0.94,1.84
2019-11-11,17.69,8.64,10.51,45.96,9.48,5.61,25.06,16.44,22.24,17.16,8.65,7.47,0.92,2.81
2019-11-12,47.92,7.02,9.95,51.47,21.72,4.11,67.77,41.37,14.02,17.19,8.91,5.68,0.92,4.33
2019-11-13,18.8,10.37,8.54,62.74,35.97,4.36,79.64,33.53,3.02,17.22,8.84,8.79,0.94,2.6
2019-11-14,20.01,11.88,7.31,77.46,51.87,4.17,77.88,43.29,2.94,17.22,8.74,6.03,1.09,3.02
2019-11-15,10.3,15.95,9.57,44.06,36.92,4.1,58.07,9.76,2.79,17.23,8.86,11.23,0.93,2.41
2019-11-16,28.74,12.03,9.8,23.38,31.51,4.52,47.3,5.96,3.63,17.17,8.73,13.45,0.57,2.5
2019-11-17,29.52,10.09,5.21,14.48,24.41,3.95,37.59,5.39,2.95,17.22,8.93,12.05,0.88,2.43
2019-11-18,42.34,12.69,6.88,29.18,17.21,3.46,38.84,11.62,2.89,17.24,8.75,12.92,0.52,2.7
2019-11-19,39.43,12.61,9.62,52.44,21.65,3.29,72.99,37.66,2.47,17.23,8.59,31.62,5.19,2.51
2019-11-20,34.48,13.06,6.89,79.63,14.97,3.88,82.15,90.48,2.69,17.22,9.09,23.61,10.09,2.34
2019-11-21,17.98,14.45,6.71,104.83,24.64,5.37,38.35,89.84,2.88,13.18,8.78,11.38,12.3,2.34
2019-11-22,17.1,11.39,5.94,83.99,15.23,5.09,81.71,77.76,2.99,9.51,8.86,13.49,10.12,2.74
2019-11-23,19.45,9.67,5.71,33.69,15.13,7.29,52.63,6.72,3.06,9.5,8.72,20.67,15.77,2.4
2019-11-24,17.72,4.45,6.8,19.82,14.21,6.13,28.59,4.21,3.55,9.5,9.07,11.09,8.13,1.96
2019-11-25,20.3,6.37,5.93,44.39,13.09,3.74,50.25,33.61,3.15,9.5,8.96,8.78,10.11,2.75
2019-11-26,16.8,14.25,7.52,49.17,39.48,3.03,35.16,46.51,2.69,9.53,8.84,15.15,12.82,2.61
2019-11-27,11.11,15.29,7.46,19.37,12.66,4.68,45.18,11.56,2.87,9.51,8.64,10.22,11.52,2.82
2019-11-28,7.78,13.08,5.67,10.57,8.7,8.62,94.66,5.5,3.12,9.52,8.74,9.37,12.94,2.46
2019-11-29,5.55,14.39,10.53,29.65,23.39,7.57,96.24,12.61,3.13,9.83,8.49,14.17,10.07,2.11
2019-11-30,8.07,11.74,6.3,34.59,15.05,6.0,26.18,9.83,2.9,9.6,8.61,10.98,11.01,2.55
2019-12-01,5.26,9.63,6.9,38.19,10.32,7.3,28.19,36.11,2.49,9.54,8.57,10.82,7.47,2.68
2019-12-02,4.02,10.32,8.03,50.45,13.97,7.03,68.77,21.34,2.82,9.65,8.62,18.17,10.56,2.85
2019-12-03,3.87,14.0,6.03,53.47,12.56,7.56,55.38,11.95,2.71,9.51,8.57,34.45,17.12,2.93
2019-12-04,4.32,9.9,3.91,77.61,37.45,7.67,95.41,55.95,3.29,10.45,8.66,46.88,17.56,3.06
2019-12-05,7.8,12.88,3.78,115.56,40.71,10.1,67.51,78.22,2.7,11.81,8.53,8.36,12.38,3.15
2019-12-06,14.15,9.71,5.35,73.76,45.23,11.81,34.33,44.43,3.46,10.47,9.08,9.49,8.9,3.23
2019-12-07,9.08,12.01,3.65,79.28,67.22,10.13,40.56,37.09,3.03,10.88,9.31,11.18,8.0,3.05
2019-12-08,12.09,8.0,6.05,109.28,38.92,10.2,40.99,56.66,3.66,11.94,8.5,20.13,8.27,2.46
2019-12-09,12.83,10.79,5.52,87.59,20.55,9.93,39.64,74.23,6.63,14.29,8.58,20.96,10.73,4.02
2019-12-10,26.73,9.34,5.6,85.62,41.42,12.36,30.79,83.85,29.64,11.96,8.68,35.78,10.02,5.93
2019-12-11,26.27,9.43,10.25,106.35,40.01,14.33,49.5,80.09,29.83,11.49,8.59,33.06,10.47,4.9
2019-12-12,14.39,8.12,6.04,46.67,31.42,10.17,22.68,14.04,39.06,11.17,8.54,5.07,9.75,3.95
2019-12-13,6.92,8.24,7.61,13.29,9.75,8.63,8.84,6.09,11.7,12.59,8.57,9.81,8.91,3.3
2019-12-14,4.66,9.79,12.14,26.2,12.93,8.88,10.06,7.69,4.09,12.76,8.5,8.25,8.57,2.22
2019-12-15,2.56,7.47,11.43,26.19,12.97,7.88,15.85,8.16,3.71,10.88,8.6,7.14,12.46,2.62
2019-12-16,5.2,11.19,7.9,21.68,9.35,8.91,10.9,4.75,3.45,12.58,8.44,8.82,12.38,4.18
2019-12-17,5.67,11.23,5.08,27.2,10.48,13.06,8.46,8.91,2.95,13.29,8.25,16.6,6.96,4.36
2019-12-18,8.84,11.5,7.44,29.59,9.02,16.08,8.53,13.45,3.12,13.08,8.42,22.7,8.7,2.43
2019-12-19,28.91,12.17,4.47,51.02,10.0,12.24,14.65,49.39,2.82,12.08,8.49,17.9,11.13,2.51
2019-12-20,29.17,13.62,4.19,40.57,16.12,15.73,13.444,20.29,2.94,11.99,8.64,21.06,10.27,2.56
2019-12-21,10.97,7.89,7.46,37.13,28.06,14.3,12.238,16.87,10.87,13.13,8.85,15.29,15.45,1.83
2019-12-22,3.75,6.3,6.65,19.33,11.75,9.68,11.032000000000002,5.38,2.8,11.19,8.71,11.58,9.09,1.6
2019-12-23,2.2,8.39,7.23,26.86,9.51,8.99,9.826000000000002,10.76,3.15,12.78,8.6,26.85,9.91,1.88
2019-12-24,1.89,9.2,5.61,38.02,9.03,8.67,8.62,21.55,3.06,9.53,8.51,6.21,19.87,1.87
2019-12-25,4.07,7.38,5.54,22.4,11.27,8.46,21.11,7.16,9.55,10.3,8.51,19.2,8.72,1.73
