Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna,Jaipur,Thiruvananthapuram
26-02-2018,2.61,12.92,9.64,11.36,9.89,27.21,10.13,8.59
27-02-2018,3.87,10.04,10.72,13.5,14.95,35.57,11.47,7.94
28-02-2018,3.4,9.39,14.52,13.53,12.91,33.35,8.37,8.48
01-03-2018,3.09,10.14,14.9,12.12,11.14,42.83,12,6.84
02-03-2018,3.53,9.72,11.52,13.04,10.18,33.4,8.08,7.48
03-03-2018,3.14,10.37,12.93,12.7,9.79,39.98,6.62,10.33
04-03-2018,4.2,9.28,12.95,11.9,9.17,39.26,8.31,8.62
05-03-2018,3.71,7.71,12.7,11.02,8.88,35.41,8.22,8.75
06-03-2018,3.85,8.42,12.99,12.26,9.83,36.22,10.76,7.85
07-03-2018,3.83,5.79,13.23,13.33,7.58,35.5,9.78,7.87
08-03-2018,3.66,9.39,16.98,15.43,7.22,37.06,9.88,5.89
09-03-2018,4.07,7.73,18.68,15.73,6.03,42.15,10.32,8.26
10-03-2018,4.18,7.81,14.8,14.59,7.24,38.04,12.32,9.76
11-03-2018,3.7,12.98,15.41,18.02,6.94,34.89,9.72,14.94
12-03-2018,4.01,12.55,17.48,15.34,5.14,37.91,7.8,10.69
13-03-2018,4.08,7.09,17.22,15.46,5.62,36.91,9.81,4.27
14-03-2018,4.17,7.06,17.39,18.86,7.43,45.05,10.37,5.86
15-03-2018,3.95,7.31,16.08,20.64,8.79,44.85,8.84,4.85
16-03-2018,3.88,5.73,16.61,15.59,14.59,41.25,10.57,4.3
17-03-2018,4.27,8.57,13.63,13.7,5.86,48.51,11.16,5.38
18-03-2018,3.39,20.78,17.22,11.51,4.84,51.35,11.81,4.79
19-03-2018,3.33,10.23,16.95,11.29,5.87,50.18,11.13,6.05
20-03-2018,3.26,11.81,20.52,10.77,7.01,49.53,9.02,5.52
21-03-2018,3.02,9.22,24.36,13.27,11.32,46.51,8.62,5.64
22-03-2018,3.78,7.46,17.14,10.09,13.35,50.87,9.33,6.17
23-03-2018,3.89,3.84,12.75,10.34,16.25,48,7.61,5.32
24-03-2018,3.61,5.9,14.56,11.63,16.63,47.24,8.77,5.45
25-03-2018,3.59,3.54,15.57,9.9,10.47,48.42,10.05,4.98
26-03-2018,5.17,9.39,16.28,10.38,7.69,45.13,10.06,5.59
27-03-2018,6.99,7.14,18.5,10.63,9.57,54.47,10.24,5.05
28-03-2018,4.245,4.51,16.27,13.93,9.65,49.48,11.31,10.06
29-03-2018,1.5,5.95,16.53,13.36,9.33,49.89,10.16,5.43
30-03-2018,1.48,6.74,15.95,11.53,7.54,47.22,11.24,4.5
31-03-2018,2.58,6.34,16.59,10.29,7.47,45.8,11.76,5.8
01-04-2018,2.83,7.76,14.13,10.62,5.79,45.56,9.94,8.77
