Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna,Gurugram,Amritsar,Jaipur,Thiruvananthapuram
27-02-2020,31.61,8.7,46.15,35.33,33.43,42.21,31.91,13.89,44.11,24.81
28-02-2020,26.77,11.08,33.92,44.43,29.75,46.36,27.01,11.73,37.13,28.39
29-02-2020,27.79,14.62,33.98,40.11,25.56,47.86,23,12.31,38.31,24.9
01-03-2020,21.91,9.2,40.73,34.18,27.41,53.17,26.97,12.55,27.16,17.26
02-03-2020,29.55,13.01,50.23,41.53,31.95,60.4,35.93,11.96,36.84,23.26
03-03-2020,32.33,16.26,46.6,41.29,27.73,59.54,40.4,11.38,39.03,24.1
04-03-2020,33.05,15.71,45.62,45.89,29.56,50.6,35.37,10.82,33.16,24.17
05-03-2020,28.68,14.04,32.97,33.11,37.61,46.42,28.84,11.96,26.74,27.82
06-03-2020,23.14,9.72,33.71,23.29,23.4,40.42,27.15,11.14,34.55,19.07
07-03-2020,26.8,10.66,35.53,20.67,25.4,48.29,27.52,11.2,48.35,15.07
08-03-2020,21.71,6.21,37.14,24.5,22.05,57.21,28.16,11.41,37.4,10.35
09-03-2020,23.26,8.54,32.29,25.74,22.79,60.63,23.13,11.81,38.51,15.07
10-03-2020,22.84,10.56,30.22,27.43,21.21,56.39,25.83,12.66,21.76,18.15
11-03-2020,25.62,7.98,29.76,31.13,26.85,56.35,25.06,13.18,25.34,17.57
12-03-2020,28.58,8.75,36.74,30.62,30.61,57.59,30.02,10.99,40.09,17.69
13-03-2020,27.42,16.97,40.53,20.47,25.71,48.93,30.6,11.62,47.23,19.15
14-03-2020,27.04,15.67,34.59,21.79,28.19,37.39,25.9,11.98,32.01,15.33
15-03-2020,22.19,10.34,41.09,19.24,27.55,40.56,27.24,12.99,33.42,11.74
16-03-2020,21.45,10.44,41.52,24.55,28.5,40.05,24.94,12.39,34.31,16.04
17-03-2020,19.78,9.17,43.5,32.31,29.65,46.86,25.66,10.31,45.87,15.24
18-03-2020,24.72,8.1,45.86,29.84,31.53,68.05,30.5,10.48,48.04,16.74
19-03-2020,26.49,10.09,45.67,30.95,33.52,71.81,28.31,10.28,43.78,15.12
20-03-2020,23.38,8.56,51.26,40.02,25.04,61.85,18.07,10.97,28.08,16.67
21-03-2020,31.05,8.49,46.04,23.66,24.68,60.87,16.63,11.47,30.67,13.65
22-03-2020,13.39,5.39,29.85,16.31,20.45,47.26,19.83,11.39,17.33,10.02
23-03-2020,20.12,7.85,25.96,13.21,14.21,44.45,15.96,10.34,19.51,11.21
24-03-2020,15.65,6.91,27.07,16.12,12.33,48.75,17.61,10.94,21.98,8.39
25-03-2020,9.73,4.38,21.11,13.21,12.7,47.99,15.06,10.79,15.39,7.82
26-03-2020,8.99,7.22,16.58,8.3,12.23,46.63,15.96,11.82,11.37,8.44
27-03-2020,9.44,4.85,15.32,8.91,12.16,45.25,14.19,13.83,11.22,8.37
28-03-2020,10.58,4.91,17.52,10.39,11.67,43.29,14.65,12.76,13.15,8.43
29-03-2020,12.22,7.21,16.6,8.84,19.37,50.82,13.75,11.56,12.12,9.41
30-03-2020,11.09,9.78,17.52,8.8,19.35,55.75,12.76,11.05,11.93,8.49
31-03-2020,10.09,8.57,18.03,8.99,19.9,46.23,13.39,10.68,18.7,7.91
01-04-2020,10.37,10.39,19.17,18.07,19.98,47.14,14.94,10.29,10.56,7.98
02-04-2020,9.58,8.54,17.18,10.05,19.75,43.73,16,10.82,10.65,7.13
03-04-2020,9.69,7.25,20.07,11.08,18.95,47.11,12.75,10.69,10.58,7.28
04-04-2020,9.23,7.11,22.38,10.56,21.26,48.52,12.52,10.84,16.92,8.15
05-04-2020,9.81,7.27,24.42,12.55,16.71,49.1,15.9,10.78,12.82,9.01
06-04-2020,11.52,9.43,24.37,11.21,18.52,48.99,14.5,11.17666667,12.75,10.18
07-04-2020,13.48,9.57,19.27,12.09,22.67,48.88,11.95,11.57333333,11.6,9.56
08-04-2020,13.73,7.9,18.56,17.44,20.46,52.98,10.94,11.97,11.44,8.86
09-04-2020,12.38,12.74,21.37,12.21,25.74,52.66,12.14,12.36666667,11.82,7.91
10-04-2020,11.5,12.87,27.12,15.51,31.96,37.04,18.33,12.76333333,13.66,7.61
11-04-2020,10.63,11.18,23.64,21.42,27.24,17.67,18.3,13.16,12.9,7.52
12-04-2020,11.74,10.38,17.59,17.93,21.68,18.86,16.41,11.21,11.97,6.32
13-04-2020,15.57,12.1,23.4,21.13,18.03,17.36,17.19,11.55,22.47,7.3
14-04-2020,15.73,9.58,25.71,25.73,19.72,18.38,19.88,10.67,17.77,6.46
15-04-2020,13.81,8.34,24.55,20.53,18.3,17.61,18.25,18.96,18.99,5.66
16-04-2020,12.73,8.1,25.01,21.96,18.82,20.4,17.1,17.01,12.04,6.31
17-04-2020,12.28,5.33,15.83,25.3,21.35,15.28,12.66,11.4,11.34,6.76
18-04-2020,11.74,7.29,15.45,16.42,25.01,14.91,12.87,11.43,14.52,6.13
19-04-2020,10.48,5.34,19.72,19.31,24.42,14.6,15.3,11.33,11.22,6.07
20-04-2020,10.76,4.08,24.56,14.48,25.39,15.49,19.64,12.25,12.31,7.99
21-04-2020,13.02,4.48,19.64,13.5,29.99,15.59,14.88,13.03,13.17,8.41
22-04-2020,10.17,8.04,24.79,16.38,26.18,16.04,18.46,14.02,13.76,8.4
23-04-2020,11.41,11.64,24.83,23.71,24.7,16.92,18.33,16.84,13.41,8.08
24-04-2020,13.05,10.61,25.62,15.6,22.09,17.02,15.69,16.25,17.09,7.8
25-04-2020,13.04,11.07,18.68,16.97,24.4,12.84,12.23,16.48,11.82,8.36
26-04-2020,11.76,12.01,17.45,10.89,20.64,11.95,13.94,15.44,15.25,6.97
27-04-2020,11.69,6.92,14.8,12.94,21.98,14.17,10.35,32.33,13.63,8.98
28-04-2020,11.24,5.65,17.35,12.78,19.73,11.68,11.32,21.57,13.61,10.01
29-04-2020,12.02,6.85,20.11,13.74,22.21,13.5,13.84,19.19,11.16,9.67
30-04-2020,15.27,11.18,17.61,15.08,24.27,14.46,12.84,17.26,14.2,9.52
01-05-2020,12.6,5.39,18.46,11.85,22.43,20.58,12.69,14.93,16.95,8.01
02-05-2020,14.26,4.25,14.36,11.21,25.22,15.85,10.69,16.36,15.91,7.73
03-05-2020,17.28,3.73,15.14,11.84,26.32,14.56,10.84,18.66,11.67,5.68
04-05-2020,18.88,4.1,16.95,15.63,22.57,33.4,11.12,16.05,12.06,8.81
05-05-2020,18.26,4.13,21.36,13.75,24.86,13.39,13.71,14.69,12.5,9.57
06-05-2020,17.4,5.59,21.88,14.18,21.51,15.13,14.5,12.39,13.02,11.07
07-05-2020,18.2,5.48,17.97,13.8,21.67,23.41,13.66,26.95,17.72,11.05
08-05-2020,16.86,5.17,21.66,14.74,22.97,13.42,14.09,24.27,17.34,10.21
09-05-2020,14.05,4.57,17.65,12.32,21.1,14.78,13.16,18.78,16.94,11.5
10-05-2020,13.18,5.09,16.46,8.97,26.08,12.11,11.14,13.69,14.02,7.09
11-05-2020,14.23,5.29,19.53,12.38,30.29,13.75,12.79,15.65,13.38,10.53
12-05-2020,14.13,5.42,18.49,12.95,27.82,18.8,13.56,16.79,18.54,11.7
13-05-2020,13.82,5.26,21.34,16.64,24.07,34.22,16.23,15.63,17.89,10.69
14-05-2020,15.82,7.32,25.12,14.28,21.85,31.61,27.73,15.84,15.29,11
15-05-2020,16.79,10.11,23.45,19.73,23.33,19.62,36.56,15.94,16.51,11.74
16-05-2020,18.22,5.45,26.17,18.53,26.37,32.81,44.32,14.83,15.52,10.75
17-05-2020,13.24,8.16,31.96,22.86,28.5,34.71,37.52,15.98,20.03,6.28
18-05-2020,12.91,8.74,34.76,22.77,27.66,29.8,34.85,17.48,19.85,10.31
19-05-2020,13.11,15.18,42.67,23.51,30.17,17.54,35.58,14.96,23.42,9.92
20-05-2020,13.77,14.36,32.8,15.03,31.45,17.76,27.33,15,18.13,10.53
21-05-2020,14.59,12.19,31.36,13.77,33.69,22.42,24.81,15.55,27.91,11.68
22-05-2020,15.13,11.32,45.36,14.57,38.9,18.36,24.42,13.29,28.88,11.6
23-05-2020,15.05,10.08,42.43,9.61,35.83,17.72,19.3,12.8,18.83,10.08
24-05-2020,13.03,9.37,27.35,17.58,26.38,10.88,21.9,11.41,17.7,6.67
25-05-2020,16.82,9.59,30.92,18.61,22.72,14.4,18.16,10.6,18.97,11.59
26-05-2020,16.47,8.96,37.79,18.97,23.19,13.53,22.71,10.31,20.71,12.74
27-05-2020,18.54,9.65,26.95,14.3,24.26,11.38,25.72,10.97,17.91,12.73
28-05-2020,14.85,10.58,17.1,8.42,26.37,10.58,16.27,10.33,17.37,12.44
29-05-2020,15.72,13.54,19.02,9.2,24.05,11.81,15.43,11.22,13.87,12.63
30-05-2020,18.27,9.69,18.51,11.29,23.9,20.22,13.94,14.87,13.46,11.45
31-05-2020,11.58,7.97,17.05,12.38,27.75,12.85,16.09,22.14,14.04,5.53
01-06-2020,9.72,10.07,22.99,14.45,30.48,13.91,20.5,39.8,16.26,9.5
02-06-2020,9.76,9.24,24.78,16.23,23.75,30.65,14.95,21.62,18.81,13.1
03-06-2020,9.78,9.41,28.02,18.09,20.72,32.15,14.13,12.54,18.46,9.15
04-06-2020,11.51,8.64,34.11,10.59,18.89,29.04,17.88,15.08,19.4,10.73
05-06-2020,19.65,9.51,25.87,16.4,22.78,15.72,15.71,21.48,16.42,12.68
06-06-2020,17.1,10.97,21.25,14.54,20.88,13.74,13.55,15.84,17.78,12.19
07-06-2020,13.32,12.19,22.65,13.52,18,15.32,14.17,15.1,14.66,4.65
08-06-2020,15.31,12.62,25.81,16.9,19.5,19.35,15.24,13.52,19.97,13.05
09-06-2020,15.48,16.08,32.01,22.28,19.43,23.81,18.55,11.23,18.84,8.09
10-06-2020,15.98,13.97,34.31,15.44,21.57,23.9,19,10.65,20.01,11.56
11-06-2020,14.7,11.45,30.94,15.07,23.97,29.06,15.17,9.4,16.68,15.02
12-06-2020,13.83,13.24,30.05,10.4,21.01,24.21,24,9.17,19.05,15.66
13-06-2020,14.67,11.16,25.46,10.32,19.35,11.2,13.94,8.31,16.79,11.41
14-06-2020,12.31,14.53,26.01,9.22,19.97,6.91,10.48,8.01,15.52,7.41
15-06-2020,13.01,11.06,25.95,11.68,19.95,16.17,12.44,7.97,21.05,13.69
16-06-2020,13.32,12.26,24.58,9.35,17.7,37.94,13.67,16.04,19.13,12.67
17-06-2020,14.1,15.03,16.94,12.42,18.86,37.94,11.29,26.2,15.93,12.51
18-06-2020,13.98,17.22,18.32,9.99,18.92,25.77,8.86,18.43,19.32,12.01
19-06-2020,13.87,15.56,17.78,8.1,20.73,17.66,9,12.63,15.28,11.08
20-06-2020,13.62,14.48,20.37,7.85,19.96,15.51,8.09,53.34,13.56,11.77
21-06-2020,12.45,13.11,23.7,7.92,21.8,15.13,8.75,33.92,13,7.52
22-06-2020,14.45,8.94,20.61,7.97,21.71,25.06,8.8,18.72,16.12,10.63
23-06-2020,14.6,11.11,16.39,11.73,22.45,26.84,8.95,12.03,14.5,14.36
24-06-2020,14.61,9.57,16.84,23.96,24.72,25.52,7.9,9.97,14.37,12.35
25-06-2020,17.67,10.74,21.41,28.99,25.42,26.48,8.14,10.71,16.88,13.57
26-06-2020,14.29,7.94,22.06,20.1,21.78,25.68,10.07,18.01,18.81,11.17
27-06-2020,13.68,12.96,21.46,19.22,22.64,23.01,8.05,20.8,14.72,9.5
28-06-2020,10.33,10,21.6,17.67,22.73,18.13,9.65,17.9,14.05,7.38
29-06-2020,12.12,9.69,21.57,18.47,27.59,20.51,8.97,19.83,16.63,10.75
30-06-2020,12.69,12.38,17.96,11.94,24.58,27.5,10.38,15.97,13.77,9.93
01-07-2020,13.25,10.72,21.05,14.44,27.18,31.15,10.58,15.11,10.88,2.3
