Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna,Gurugram,Visakhapatnam,Jaipur,Thiruvananthapuram
28-02-2020,5.36,5.5,8.21,8.88,4.75,83.94,4.91,2.73,6.78,8.74
29-02-2020,5.79,9.01,9.66,8.74,3.45,126.93,5.93,2.54,9.51,9.29
01-03-2020,3.51,5.7,20.57,7.19,4.18,105.03,18.49,2.34,4.88,6.52
02-03-2020,6.52,6,64.58,9.64,4.74,67.76,39.81,3.24,6.92,8.8
03-03-2020,8.97,9.25,50.52,5.88,3.4,87.68,50.59,2.64,6.06,11.74
04-03-2020,12.1,8.03,40.18,9.13,10.5,65.98,55.3,2.36,5.62,12.81
05-03-2020,6.09,10.95,11.78,5.23,11.81,41.1,6.49,2,6.66,13.16
06-03-2020,5.52,10.19,12.55,4.84,9.46,23.99,6.56,2.04,7.72,10.1
07-03-2020,5.26,11.16,17.41,5.93,11,42.04,10.48,1.94,13.14,8.31
08-03-2020,3.91,7.54,45.65,4.58,9.05,50.82,31.82,2.32,8.68,7.83
09-03-2020,4.74,10.69,18.86,4.91,10.27,32.94,6.75,2.11,10.32,7.45
10-03-2020,3.92,10.26,14.46,3.5,9.91,29.94,6.63,1.86,3.58,7.18
11-03-2020,4.86,9.69,10.1,4.5,9.77,33.52,4.09,2.12,4.71,6.12
12-03-2020,6.45,8.6,21.91,5.99,10.01,55.63,8.29,2.22,7.65,6.37
13-03-2020,6.76,11.59,29.31,6.73,9.16,61.82,13.32,2.17,16.42,5.68
14-03-2020,5.47,9.57,14.67,18,10.07,49.37,6.43,3.61,5.82,5.34
15-03-2020,4.07,9.33,26.33,22.6,10.48,62.01,9.08,2.44,4.56,7.55
16-03-2020,4.54,9.19,21.37,27.17,10.8,50.95,7.21,2.37,4.42,5.67
17-03-2020,4.75,9.98,26.05,38.86,10.63,57.11,8.85,1.96,7.64,5.32
18-03-2020,4.54,9.46,29.29,37.05,11.32,62.75,19.96,7.6,18.39,6.42
19-03-2020,4.96,9.42,37.81,22.96,9.2,60.09,24.1,21.71,15.7,7.94
20-03-2020,3.79,9.26,30.21,29.1,7.05,68.65,18.22,11.37,4.35,6.1
21-03-2020,6.2,8.1,31.58,17.01,8.88,79.46,13.97,8.58,4.06,5.83
22-03-2020,4.2,6.14,14.49,11.33,9.58,61.67,15.15,12.32,2.81,11.34
23-03-2020,4.01,7.97,11.75,11.28,8,57.01,7.66,7.82,3.11,4.9
24-03-2020,3.45,6.82,12.3,11.93,7.76,69.45,8.08,14.83,3.77,6.99
25-03-2020,2.62,5.78,13.09,9.75,7.76,52.49,8.13,8.56,3.25,7.27
26-03-2020,2.55,7.27,9.02,7.12,7.92,51.67,6.32,6.26,3.11,5.59
27-03-2020,3.22,5.71,8.34,10.59,7.7,51.61,5.31,7.78,3.22,3.34
28-03-2020,2.63,5.52,9.87,11.3,3.67,47.07,5.82,7.15,3.22,3.34
29-03-2020,2.99,6.97,8.74,8.42,2.85,9.94,5.3,7.03,2.89,3.57
30-03-2020,3.02,9.82,8.29,9.02,3.05,7.69,4.84,6.23,2.68,7.66
31-03-2020,2.9,5.54,9.36,8.17,5.47,54.07,5.26,6.65,3.27,7.39
01-04-2020,2.51,6.25,10.4,12.71,3.72,55.33,6.31,9.9,2.77,7.47
02-04-2020,2.43,5.72,9.91,6.84,3.48,50.2,12.23,13.42,2.64,7.49
03-04-2020,2.43,5.23,9.29,5.85,3.8,36.73,5.33,14.76,2.65,5.27
04-04-2020,2.43,5.99,10.07,4.98,3.78,48.09,5.55,12.62,3.36,5.38
05-04-2020,2.48,5.9,10.99,4.78,5.19,55.6,7.51,13.75,2.92,5.46
06-04-2020,2.34,7.28,11.05,4.23,6.26,46.35,5.54,15.71,3.07,4.32
07-04-2020,3.05,6.29,8.5,3.98,20.04,43.36,5.26,15.8,3.32,5.7
08-04-2020,2.74,5.78,8.38,4.27,16.92,47.49,5.04,16.1,3.14,5.44
09-04-2020,2.51,6.43,8.49,3.42,23.69,39.83,4.98,9.67,2.97,3.37
10-04-2020,3.98,9.64,9.8,3.07,9.39,43.93,8.54,11.17,3.25,5.35
11-04-2020,2.35,8.81,9.54,3.15,10.56,66.61,10.44,12.22,3.15,5.58
12-04-2020,2.68,7.23,5.48,3.41,5.55,58.33,5.49,13.28,3.06,3.16
13-04-2020,3.74,6.84,7.16,4.78,6.95,66.58,6.16,13.86,5.69,5.43
14-04-2020,3.61,6.14,8.83,4.96,5.4,53.48,6.89,14.74,3.7,5.5
15-04-2020,2.76,6.87,10.37,4.66,5.55,74.44,7.03,13.85,4.27,5.47
16-04-2020,2.65,7.12,11.86,3.66,5.58,65.96,7.98,13.77,2.97,5.9
17-04-2020,2.62,6.4,8.12,5.3,6.43,69.71,5.4,12.65,3.22,5.08
18-04-2020,2.53,7.43,8.45,3.53,6.99,64.46,4.98,11.69,3.38,5
19-04-2020,2.61,6.86,10.13,5.06,7.75,51.52,5.28,15.55,3.4,5.07
20-04-2020,2.57,6.36,12.38,2.34,7.86,68.61,10.18,16.21,3.4,3.25
21-04-2020,3.12,5.98,8.89,2.35,8.29,65.76,4.95,18.55,3.28,5.61
22-04-2020,2.71,6.24,10.78,2.63,7.57,63.42,5.91,8.19,3.1,5.53
23-04-2020,2.9,7.55,9.42,2.95,7.51,54.14,8.65,10.88,3.3,5.62
24-04-2020,3.38,5.11,11,2.42,6.92,75.71,5.01,8.803333333,4.46,3.5
25-04-2020,3.67,5.23,9.6,2.46,6.91,61.52,4.25,6.726666667,3.28,7.02
26-04-2020,3.03,6.05,8.42,2.31,6.85,79.59,11.76,4.65,4.34,5.3
27-04-2020,3.17,6.7,8.28,2.09,6.72,77.24,4.24,3.4,3.62,5.6
28-04-2020,2.71,6.22,10.32,2.31,7.68,66.2,4.48,0.73,3.07,6.27
29-04-2020,2.68,5.23,12.66,2.19,7.11,79.67,4.39,1.73,3.26,6.17
30-04-2020,4.21,6.91,12.73,2.16,5.11,69.32,4.47,1.68,3.39,6.28
01-05-2020,3.34,4.3,11.8,2.26,5.72,114.38,4.28,2.52,3.58,5.67
02-05-2020,3.13,4.08,12.81,2.12,8.06,118.53,4.12,0.73,3.43,5.75
03-05-2020,3.02,4.35,12.72,2.13,6.32,115.29,4.02,3.03,3.61,3.01
04-05-2020,2.7,4.21,12.86,2.81,4.34,130.91,4.49,1.23,3.15,16.54
05-05-2020,3.09,4.47,13.93,2.14,6.48,95.96,4.16,2.07,2.55,26.19
06-05-2020,2.81,4.4,13.75,2.05,5.47,71.43,4.27,2.72,3.45,26.29
07-05-2020,2.9,4.15,10.31,2.97,5.48,114.83,4.18,1.56,3.99,27.93
08-05-2020,3,3.96,10.02,4.36,5.31,67.07,4.24,2.83,3.9,26.05
09-05-2020,3.05,3.81,9.47,4.57,5.26,60.69,3.93,1.39,4.68,26.69
10-05-2020,3.02,4.87,5.21,4.36,6.13,60.17,4.07,0.85,4.33,25.59
11-05-2020,3.08,4.7,4.8,7.17,7.1,69.66,4.56,1.59,4.52,26.22
12-05-2020,3.19,4.9,4.42,6.05,6.66,68.7,4.16,2.35,5.25,17.16
13-05-2020,3.27,4.24,5.09,6.82,6.12,75.09,4.76,2.09,4.73,4.93
14-05-2020,3.9,5.81,9.04,5.84,5.74,48.91,12.17,2.73,3.54,4.45
15-05-2020,4.43,11.19,6.76,6.54,6.46,37.32,52.57,3.17,3.14,6.48
16-05-2020,3.89,7.87,6.11,6.87,6.83,59.34,43.42,1.29,2.84,6.23
17-05-2020,3.12,8.53,9.24,8.12,6.68,56.99,8.38,1.09,3.39,5.27
18-05-2020,7.57,9.73,11.31,9.97,4.88,53.76,9.85,1.47,3.24,6.32
19-05-2020,3.75,8.39,16.68,8.1,5.65,50.13,14.08,2,5.12,6.86
20-05-2020,4.3,7.25,8.79,8.94,5.97,56.35,11.33,11.97,2.75,7.83
21-05-2020,4.38,6.7,9.67,8.36,7.65,56.98,15.32,3.5,5.21,6.75
22-05-2020,4.32,6.7,17.16,6.17,7.64,56.62,17.2,4.34,8.67,7.22
23-05-2020,3.49,6.9,16.74,5.22,6.29,63.49,7.49,3.27,3.54,7.33
24-05-2020,3.28,7.5,8.13,6.49,5.05,46.96,3.81,1.38,3.51,5.73
25-05-2020,3.88,7.42,9.3,7.09,5.23,42.88,3.83,2.76,3.61,8.22
26-05-2020,4.18,7.95,19.09,6.95,5.32,19.13,14.91,1.74,4.32,7.76
27-05-2020,4.73,9.17,7.58,6.48,4.95,14.95,4.82,1.69,5.62,8.02
28-05-2020,4.48,8.98,4.89,4.79,5.11,9.77,3.45,1.63,5.33,7.21
29-05-2020,5.1,9.04,5.14,5.07,4.82,15.25,4.17,2.6,4.94,6.63
30-05-2020,4.12,7.45,5.04,5.93,4.6,27.16,3.89,7.43,5.28,8.67
31-05-2020,2.39,6.8,5.02,7.98,8.9,18.76,9.54,2.38,5.79,4.85
01-06-2020,2.64,8.28,5.87,7.5,8.17,15.54,6.9,1.91,5.16,6.81
02-06-2020,3.09,10.66,7.25,10.32,7.23,38.19,5.19,2.81,5.13,7.57
03-06-2020,4.22,8.01,7.07,12.34,4.76,35.99,5.52,5.6,5.09,4.73
04-06-2020,7.19,7.75,11.87,11.51,5.38,80.08,5.26,4.12,5.37,7.87
05-06-2020,3.88,10.03,7.6,6.16,4.86,80.95,5.18,2.98,5.42,8.15
06-06-2020,4.61,8.42,5.85,8.3,5.54,78.07,5.64,3.38,8.05,5.12
07-06-2020,3.45,8.59,6.5,7.15,7.56,65.21,5.37,2.84,6.2,6.64
08-06-2020,4.64,10.77,7.94,7.15,7.27,56.15,5.61,6.55,7.22,10.48
09-06-2020,4.65,8.69,11.04,6.29,6.01,78.44,6.12,4.69,5.64,4.86
10-06-2020,11.1,9.47,16.38,6.11,7.09,72.04,6.56,4.78,5.52,6.4
11-06-2020,5.74,11.65,12.37,5.06,7.54,59.8,6.12,9.97,5.72,13.87
12-06-2020,5.17,10.61,12.41,5.42,5.99,82.57,6.78,12.17,5.2,12.96
13-06-2020,5.42,10.37,8.9,5.87,5.26,50.79,6.15,3.85,5.93,7.89
14-06-2020,4.77,8.98,8.19,5.57,5.45,19.32,5.72,2.81,5.37,7.95
15-06-2020,5.15,8.35,7.8,5.99,5.84,25.09,5.12,3.66,4.68,10.3
16-06-2020,5.16,9.39,7.35,5.23,5.49,25.75,5.75,6.67,3.96,13.27
17-06-2020,5.9,9.63,5.47,7.56,5.89,27.08,4.51,6.08,3.58,10.42
18-06-2020,5.57,11.16,6.02,5.84,5.66,39.74,4.66,4.94,5.33,9.26
19-06-2020,4.82,8.8,6.58,6.23,7.31,36.11,4.95,6.22,4.8,6.52
20-06-2020,4.48,8.8,6.53,6.83,5.78,21.9,5.51,3.78,4.75,8.88
21-06-2020,4.6,8.44,7.21,7.07,6.08,16.83,6.28,5.65,5.32,6.47
22-06-2020,5.59,9.42,5.67,6.49,5.72,20.33,6.49,5.58,5.51,8.19
23-06-2020,5.16,12.3,6.22,7.86,6.71,25.82,5.9,2.76,5.39,8.77
24-06-2020,5.41,7.17,6.63,8.94,7.2,22.42,5.31,1.22,5.83,8.14
25-06-2020,6.01,8.9,9.33,8.68,7.13,16.14,5.22,2.3,6.49,8.43
26-06-2020,4.42,6.83,9.67,7.93,5.71,10.37,2.65,5.91,6.61,8.81
27-06-2020,3.06,7.25,10.88,9.47,6.38,9.47,3.12,7.68,6.15,8.19
28-06-2020,2.69,7.81,12.67,10.39,5.79,30.19,5.62,3.42,5.6,7
29-06-2020,3.62,7.65,10.5,12.14,3.96,42.4,4,3.45,6.21,8.87
30-06-2020,4.61,8.42,5.99,6.14,2.63,42.12,6.29,4.05,5.48,8.65
01-07-2020,3.95,6.22,6.33,8.5,2.94,44.5,5.99,0.4,5.19,1.68
