Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna,Visakhapatnam,Jaipur,Thiruvananthapuram
24-08-2018,34.56,26.86,29.81,25.1,16.98,39.51,30.65,30.28,5.24
25-08-2018,36.32,25.76,26.16,25.05,18.74,34.96,36.85,31.42,4.64
26-08-2018,31.57,25.26,20.16,26.96,17.43,25.81,47.65,27.19,4.81
27-08-2018,36.57,28.39,23.07,27.38,21.01,33.05,58.45,33.68,4.58
28-08-2018,31.9,27.95,27.65,22.8,19.35,31.46,37.14,28.96,3.98
29-08-2018,30.96,31.81,27.86,24.35,18.67,27.94,28.09,26.06,5.06
30-08-2018,32.55,27.15,34.45,28.2,19.13,41.1,20.38,26.83,5.16
31-08-2018,38.66,26.63,26.93,26.38,18.9,40.02,51.37,24.75,5.45
01-09-2018,29.17,30.79,31.54,23.49,18.32,39.83,48.05,28.09,6.16
02-09-2018,26.12,30.72,29.51,23.79,19.12,25.01,29.94,29.64,4.85
03-09-2018,36.16,25.39,30,26.72,18.24,30.47,31.1,33.47,5.87
04-09-2018,37.81,26.57,49.8,26.07,19.27,24.84,31.75,34.79,5.51
05-09-2018,31.97,26.39,37.55,22.51,17.59,37.1,33.36,32.17,5.69
06-09-2018,33.3,26.43,43.56,27.3,17.54,28.93,39.04,31.5,6.08
07-09-2018,32.1,26.31,49.1,23.35,15.82,27.41,36.04,35.47,5.73
08-09-2018,23.04,26.88,31.93,22.8,13.78,28.32,28.72,27.38,4.99
09-09-2018,25.42,24.42,24.12,23.88,20.62,20.23,27.85,20.6,5.18
10-09-2018,28.16,28.9,30.96,23.46,22.32,12.59,27.76,26.34,5.37
11-09-2018,35.58,26.44,32,23.33,26.5,16.07,34.05,30.06,6.83
12-09-2018,42.15,27.1,29.28,26.3,26.63,11.82,28.81,28.13,6.27
13-09-2018,39.47,25.22,30.78,24.72,28.14,22.73,18.28,24.16,6.58
14-09-2018,42.26,24.28,32.01,24.69,23.67,21.13,32.7,26.98,7.34
15-09-2018,41.69,26.14,37.7,21.17,24.05,32.93,38.49,30.7,6.84
16-09-2018,46.22,26.23,31.12,22.25,24.38,24.41,36.23,28.2,6
17-09-2018,41.59,34.16,33.99,18.61,14.98,23.94,25.32,27.23,6.74
18-09-2018,32.53,33.53,28.63,19.82,17.48,27.26,30.44,32.32,6.53
19-09-2018,28.88,33.81,40.98,25.92,20.98,35.36,33.75,35.53,6.6
20-09-2018,54.46,36.47,42.01,26.7,18.92,37.35,40.68,32.55,5.57
21-09-2018,37.62,29.79,24.32,17.31,17.69,22.03,24.52,19.86,5.94
22-09-2018,40.33,29.55,19.92,18.35,14.88,27.93,23.08,21.02,5.87
23-09-2018,39.6,24.07,16.84,20.88,17.34,18.52,29.47,18.27,4.63
24-09-2018,37.99,26.17,25.46,24.75,25.03,19.17,28.26,29.72,6.28
25-09-2018,45.05,27.74,30.35,24.3,28.61,20.64,25.44,41.05,7.28
26-09-2018,32.14,25.69,42.65,19.76,39.13,12.22,34.49,40.12,5.56
27-09-2018,37.06,23.88,73.58,23.93,24.46,26.64,31.55,51.29,5.74
28-09-2018,34.42,24.39,93.15,21.52,29.38,21.99,26.73,56.9,6.2
29-09-2018,33.62,24.44,74.55,23.71,33.21,15.89,31.31,58.5,6.2
30-09-2018,31.12,24.91,35.4,20.42,32.15,9.3,30.9,41.26,6.66
01-10-2018,34.21,24.44,47.61,20.9,24.9,9.23,22.13,47.15,7.53
02-10-2018,26.83,24.73,46.51,18.76,23.67,7.86,27.8,56.61,5.91
03-10-2018,27.91,23.68,56.37,22.99,21.14,11.02,26.65,46.19,7.24
04-10-2018,32.94,29.87,59.34,38.03,22.06,11.07,32.44,38.02,8.16
05-10-2018,29.23,35.69,83.28,33.49,22.39,13.61,40.86,40.68,13.29
06-10-2018,29.19,29.91,61.88,38.52,27.18,10.51,39.58,44.18,6.57
07-10-2018,32.48,26.55,57.51,31.8,25.24,9.23,21.9,39.73,5.38
08-10-2018,34.31,31,63,41.67,25.58,13.44,18.25,47.78,6.42
09-10-2018,41.65,29.99,56.31,29.3,31,17.39,20.39,59.12,7.12
10-10-2018,47.59,34.59,45.93,24.85,31.61,22.25,28.8,45.2,7.47
11-10-2018,63.94,30.12,33.12,22.91,26.79,29.4,46.08,31.45,7.38
12-10-2018,60.98,27.85,47.82,25.83,26.64,31.33,34.83,34.58,7.13
13-10-2018,57.57,22.7,68.66,22.38,34.65,20.99,24.48,37.28,5.97
14-10-2018,28.07,25.64,53.99,22.59,24.31,13.6,37.85,38.31,4.88
15-10-2018,31.68,22.08,68.24,28.72,25.04,17.04,42.3,64,4.71
16-10-2018,31.15,23.42,100.51,39.62,20.97,12.93,26.32,83.77,5.65
17-10-2018,32.79,27.86,81.62,37.01,23.8,34.3,25,77.86,6.03
18-10-2018,37.9,29.65,112.6,48.84,21.6,42.26,51.18,87.19,4.19
19-10-2018,27.29,33.15,61.47,46.77,26.85,30.52,35.02,57.64,4.48
20-10-2018,31.45,35.57,59.64,40.75,31.47,13.44,32.34,54.99,5.5
21-10-2018,38.3,26.02,71.3,42.75,28.44,13.25,45.03,34.6,4.45
22-10-2018,51.26,30.6,71.09,34.18,35.41,15.36,39.99,59.74,6.18
23-10-2018,52.1,31.36,87.65,35.55,28.2,14.12,58,48.23,5.14
24-10-2018,47.8,31.19,129.52,62.44,28.34,11.18,49.75,58.23,6.83
25-10-2018,45.09,31.3,120.26,91.04,30.25,18.94,56.28,53.35,6.54
26-10-2018,46.02,28.88,133.52,81.44,30.17,22.7,25.79,39.16,7.34
27-10-2018,51.24,32.54,143.02,84.15,42.38,37.86,40.79,52.5,8.34
28-10-2018,47.93,29.44,100.04,63.47,33.18,19.96,14.74,49.04,5.81
29-10-2018,65.76,27.9,104.22,111.56,27.61,16.77,13.4,63.9,4.85
30-10-2018,73.78,27.21,119.07,109.83,28.61,14.79,13.53,62.39,4.6
31-10-2018,46.05,30.1,122.87,74.42,32.11,17.61,12.03,59.68,4.48
01-11-2018,37.49,30.91,133.14,93.21,30.38,22.24,10.99,81.51,5.37
02-11-2018,29.12,27.01,86.56,108.27,25.92,15.86,11.38,110.57,8.4
03-11-2018,28.45,23.55,45.59,63.46,22.01,12.67,10.48,81.95,7.58
04-11-2018,25.74,24.03,30.79,35.72,20.14,15.65,8.4,46.16,5.91
05-11-2018,32.92,27.64,48.8,29.36,23.46,45.28,17.57,53.37,6.62
06-11-2018,34.18,30.82,44.84,28.33,25,26.47,46.24,66.09,5.19
07-11-2018,34.22,30.88,52.43,49.28,23.63,26.2,45.85,75.93,8.93
08-11-2018,38.24,31.42,106.68,47.4,21.32,9.18,42.95,53.74,10.13
09-11-2018,32.31,25.77,109.68,56.68,25.9,8.15,26.68,87.8,8.77
10-11-2018,39.15,28.01,127.11,68.35,26.57,8.81,29.59,82.3,6.88
11-11-2018,43.57,25.69,113.81,58.38,27.54,7.4,12.31,80.06,4.35
12-11-2018,65.11,26.84,101.5,84.84,31.73,6,20.8,96.78,5.46
13-11-2018,59.92,30.73,111.18,118.49,37.98,4.68,16.19,118.02,5.83
14-11-2018,77.83,29.59,67.48,60.15,39.93,6.19,14.06,59.62,5.95
15-11-2018,50.94,24.8,51.99,50,35.35,26.86,12.5,76.85,5.54
16-11-2018,31.59,22.92,41.05,25.77,29.83,11.27,12.13,64.28,5.36
17-11-2018,28.53,26.96,61.7,29.4,21.93,8.13,17.34,77.97,3.5
18-11-2018,25.94,27.07,92.64,65.15,20.29,15.36,23.39,44.87,3.9
19-11-2018,28.63,23.22,47.93,83.48,21.29,26.16,10.95,46.87,5.55
20-11-2018,35,23.8,80.38,100.43,27.66,15.47,12.42,68.81,6.63
