Date,Bengaluru,Delhi,Hyderabad,Jaipur,Thiruvananthapuram
29-01-2020,100.44,134.17,132.5,58.37,91.03
30-01-2020,107.2,168.43,149.58,76.94,88.7
31-01-2020,102.88,170.33,131.21,84.15,86.73
01-02-2020,105.15,201.19,83.63,107.15,71.66
02-02-2020,84.84,200.9,86.11,114.62,57.62
03-02-2020,80.75,243.43,79.23,105.2,68.97
04-02-2020,75,340.56,68.94,106.78,53.71
05-02-2020,74.45,255.41,79.91,110.26,62.33
06-02-2020,92.77,205.43,83.58,121.15,60.73
07-02-2020,103.19,253.82,85.67,109.67,56.28
08-02-2020,106.63,238.17,82.42,93.48,61.92
09-02-2020,111.14,247.62,67.47,126.91,60.54
10-02-2020,82.96,292.44,71.1,152.86,134.53
11-02-2020,77.23,306.12,80,129.13,70.15
12-02-2020,72.71,295.05,105.86,151.41,64.86
13-02-2020,86.81,179.78,130.5,170.52,69.38
14-02-2020,120.55,172.28,149.4,130.02,63.63
15-02-2020,129.65,174.78,142.86,121.14,70.41
16-02-2020,89.03,237.81,134.24,128.09,80.15
17-02-2020,94.89,282.84,138.05,150.22,82.96
18-02-2020,105.87,238.91,120.32,154.46,67.89
19-02-2020,97.46,286.39,116.05,153.94,67.59
20-02-2020,95.51,223.69,94.57,105,74.67
21-02-2020,72.85,85.49,76.37,161.44,62.19
22-02-2020,82.03,123.44,77.15,91.06,68.21
23-02-2020,85.26,182.2,64.14,104.68,49.54
24-02-2020,82.42,145.05,77.92,98.54,58.64
25-02-2020,97.01,224.02,107.78,121.82,61.57
26-02-2020,88.67,258.62,134.28,107.89,60.79
27-02-2020,92.84,203.77,108.25,115.08,59.85
28-02-2020,95.58,161.36,103.27,121.08,68.88
29-02-2020,95.45,115.82,94.49,114.53,123.28
01-03-2020,89.66,91.88,93.93,86.33,55.13
02-03-2020,115.89,203.51,98.66,86.35,59.61
03-03-2020,154.34,188.73,101.91,116.32,50.14
04-03-2020,118.07,193.79,109.13,100.89,88.17
05-03-2020,111.38,67.5,135.4,64.82,63.93
06-03-2020,83.19,38.5,85.6,62.79,58.67
07-03-2020,89.88,85.45,92.91,71.4,55.47
08-03-2020,84.01,140.22,68.49,68.45,54.46
09-03-2020,84.66,133.75,75.09,78.51,54.84
10-03-2020,89.64,160.91,60.08,79.9,62.34
11-03-2020,80.31,112.57,75.82,72.28,56.42
12-03-2020,78.55,155.18,86.96,122.98,59.96
13-03-2020,76.68,209.02,78.19,247.19,54.95
14-03-2020,72.04,85.26,83.27,181.04,60.48
15-03-2020,72.17,124.24,81.84,101.22,53.51
16-03-2020,71.05,144.37,68.18,92.2,60.2
17-03-2020,77.96,160.15,69.94,93.03,70.74
18-03-2020,72.55,162.56,68.45,97.43,47.79
19-03-2020,87.04,195.15,97.86,102.61,52.54
20-03-2020,94.45,200.79,72.83,100.6,61.65
21-03-2020,95.67,184.81,103.66,64.36,59.67
22-03-2020,66.88,134.46,85.6,67.6,49.53
23-03-2020,82.77,100.55,72.32,73.5,54.5
24-03-2020,82.89,103.62,59.24,72.85,41.48
25-03-2020,48.81,68.03,59.28,57.46,46.73
26-03-2020,51.53,75.81,60.99,31.24,46.63
27-03-2020,51.79,45.48,67.6,19.14,52.78
28-03-2020,45.75,34.15,67.08,27.54,54.61
29-03-2020,47.23,55.75,75.41,35.04,45.16
30-03-2020,53.57,64.66,65.96,39.81,48.86
31-03-2020,48.55,67.01,72.92,46.95,49.22
01-04-2020,49.89,65.84,83.65,67.35,48.32
02-04-2020,58.49,61.06,80.7,44.31,56.02
03-04-2020,69.87,62.69,69.42,37.37,56.3
04-04-2020,63.83,77.64,72.16,48.46,55.61
05-04-2020,67.3,96.88,57.17,62.17,46.5
06-04-2020,50.53,114.88,64.99,81.56,31.28
07-04-2020,20.84,94.02,39.6,78.6,35.34
08-04-2020,28.13,79.04,43.45,54.61,37.62
09-04-2020,32.12,76.32,61.5,56.49,45.18
10-04-2020,22.69,112.93,36.93,63.6,43.1
11-04-2020,35.92,118.1,43.01,88.94,49.68
12-04-2020,35.49,92.7,59.02,80.61,46.43
13-04-2020,42.98,136.77,66.35,96.61,52.42
14-04-2020,52.51,144.7,78.8,116.07,49.73
15-04-2020,50.11,190.98,68.75,92.25,35.83
16-04-2020,42.7,191.17,68.87,94.49,26.06
17-04-2020,50.83,89.58,75.93,147.95,26.14
18-04-2020,46.7,102.53,63.08,143.5,21.02
19-04-2020,41.6,73.86,61.21,72.79,20.13
20-04-2020,31.92,113.25,57.08,51.02,27.65
21-04-2020,48.52,87.27,42.44,36.53,31.6
22-04-2020,50.26,130.99,46.3,50.6,30.51
23-04-2020,48.49,127.82,62.7,45.72,35.6
24-04-2020,65.58,138.46,54.72,54.55,38.65
25-04-2020,55.47,85.83,72.38,71.1,41.47
26-04-2020,43.11,117.1,59.77,76.78,57.7
27-04-2020,50.33,53.02,56.45,48.21,34.27
28-04-2020,55.81,80.36,53.68,50.57,44.32
29-04-2020,39.31,114.91,37.73,66.25,34.48
30-04-2020,54.56,115.63,54.39,193.04,48.19
01-05-2020,61.29,143.11,53.46,92.73,43.59
02-05-2020,50.84,107.36,51.4,109.34,48.64
03-05-2020,56.07,83.02,80.72,102.62,47.16
04-05-2020,71.6,60.59,69.69,55.48,47.67
05-05-2020,87.56,115.91,75.39,49.15,54.3
06-05-2020,64.54,169.61,59.71,65.09,45.58
07-05-2020,72.07,88.35,58.71,49.74,47.43
08-05-2020,52.32,120.82,66.53,96.85,36.69
09-05-2020,60.98,126.9,61.16,119.29,39.05
10-05-2020,59.49,110.39,47.77,146.77,37.16
11-05-2020,66.73,93.49,82.55,84.08,34.67
12-05-2020,70.53,94.4,62.6,45.03,52.48
13-05-2020,39.32,159.2,54.77,252.96,29.49
14-05-2020,58.72,126.53,53.65,67.1,38.91
15-05-2020,46.71,101.93,56.89,114.11,40.97
16-05-2020,56.99,151.8,61.38,79.61,31.34
17-05-2020,52.69,187.24,72.72,112.29,40.82
18-05-2020,47.84,192.68,71.9,142.31,33.81
19-05-2020,79.02,208.65,122.45,122.71,44.22
20-05-2020,64,155.41,134.25,104.68,39.46
21-05-2020,60.44,163.77,118.03,104.48,29.47
22-05-2020,56.21,213.47,137.19,141.08,30.8
23-05-2020,62.59,209.49,147.59,179.36,37.29
24-05-2020,66.58,179.3,124.09,152.88,35.54
25-05-2020,57.36,162.41,97.27,119.96,47.13
26-05-2020,71.59,190.11,85.85,127.41,35.47
27-05-2020,55.23,161.76,90.2,148.49,41.6
28-05-2020,55.7,229.55,96.67,192.43,40.45
29-05-2020,53.37,66.66,79.56,154.79,32.58
30-05-2020,42.52,53.19,60.6,70.43,29.67
31-05-2020,51.62,40.43,60.07,60,17.71
01-06-2020,22.16,80.47,54.63,59.16,16.64
02-06-2020,19.43,98.32,31.29,59.38,22.06
03-06-2020,19.34,114.01,24.32,68.89,23.91
04-06-2020,30.11,143.79,28.72,57.31,34.41
05-06-2020,48.48,87.05,52.74,38.46,36.22
06-06-2020,50.12,80.49,74.58,59.04,23.4
07-06-2020,45.11,91.17,59.86,74.68,32.1
08-06-2020,48.85,103.27,68.79,76.92,40.8
09-06-2020,52.5,148.67,56.02,80.86,49.5
10-06-2020,73.07,156.29,42.43,89.36,45.57
11-06-2020,39.75,134.36,45.14,89.02,42.51
12-06-2020,35.21,152.7,35.96,94.71,48.84
13-06-2020,42.32,129.33,23.48,97.19,46.15
14-06-2020,35.74,150.28,22.79,78.89,34.44
15-06-2020,36.58,120.23,31.78,80.35,47.31
16-06-2020,45.6,107.99,20.76,113.24,46.31
17-06-2020,56.47,92.58,20.97,105.61,57.72
18-06-2020,63.66,100.62,33.09,121.22,48.74
19-06-2020,57.17,205.56,55.14,103.34,41.01
20-06-2020,47.55,108.73,63.77,134.98,40.99
21-06-2020,42.05,95.63,72.01,81.15,31.24
22-06-2020,40.19,77.48,68.3,67.36,34.27
23-06-2020,49.93,64.12,56.6,56.81,54.74
24-06-2020,52.43,62.61,45.4,51.1,67.22
25-06-2020,40.06,77.76,46.29,202.53,51.15
26-06-2020,28.66,112.08,54.96,118.34,32.5
27-06-2020,29.48,155.94,44.2,76.66,36.04
28-06-2020,26.34,308.65,32.18,67.44,43.97
29-06-2020,29.27,184.12,44.74,77.3,46.71
30-06-2020,24.26,91.98,41.95,64.26,41.53
01-07-2020,30.48,128.66,66.5,103.68,35
