Date,Ahmedabad,Bengaluru,Chennai,Delhi,Lucknow,Mumbai,Hyderabad,Patna,Gurugram,Visakhapatnam,Amritsar,Jorapokhar,Jaipur,Thiruvananthapuram,Amaravati,Brajrajnagar,Talcher,Kolkata,Guwahati,Coimbatore,Shillong,Chandigarh,Bhopal,Ernakulam,Kochi,Aizawl
2015-06-11,0.52,11.59,7.89,6.02,10.69,,8.78,5.69,,,,,,,,,,,,,,,,,,
2015-06-12,1.02,10.35,9.5,5.52,6.47,,8.43,5.83,,,,,,,,,,,,,,,,,,
2015-06-13,0.81,15.0,9.94,5.34,8.09,,8.22,1.74,,,,,,,,,,,,,,,,,,
2015-06-14,1.05,1.96,9.48,5.33,7.83,,4.05,1.56,,,,,,,,,,,,,,,,,,
2015-06-15,0.74,5.04,8.94,6.3,9.43,,7.58,5.3,,,,,,,,,,,,,,,,,,
2015-06-16,0.87,1.58,8.31,6.16,9.41,,8.3,2.22,,,,,,,,,,,,,,,,,,
2015-06-17,2.17,4.12,10.04,6.95,16.53,,8.08,17.51,,,,,,,,,,,,,,,,,,
2015-06-18,4.11,1.35,6.89,9.31,10.54,,8.19,12.88,,,,,,,,,,,,,,,,,,
2015-06-19,4.04,4.34,13.31,7.8,18.63,,8.71,5.53,,,,,,,,,,,,,,,,,,
2015-06-20,4.01,1.95,10.29,10.22,17.75,,9.14,7.12,,,,,,,,,,,,,,,,,,
2015-06-21,5.62,2.02,9.93,6.11,10.35,,7.84,6.31,,,,,,,,,,,,,,,,,,
2015-06-22,4.1,5.53,9.47,6.18,10.52,,7.71,8.39,,,,,,,,,,,,,,,,,,
2015-06-23,4.99,7.51,10.42,7.9,13.09,,7.75,8.08,,,,,,,,,,,,,,,,,,
2015-06-24,10.86,5.41,12.21,8.09,11.06,,7.04,18.69,,,,,,,,,,,,,,,,,,
2015-06-25,12.28,5.49,10.78,7.67,11.23,,7.86,4.41,,,,,,,,,,,,,,,,,,
2015-06-26,11.09,4.41,11.35,6.84,11.25,,8.38,7.98,,,,,,,,,,,,,,,,,,
2015-06-27,12.31,10.62,10.04,7.28,9.73,,8.32,6.51,,,,,,,,,,,,,,,,,,
2015-06-28,13.91,2.53,9.68,7.53,12.89,,8.49,2.79,,,,,,,,,,,,,,,,,,
2015-06-29,5.27,7.62,10.84,7.74,9.9,,8.53,4.18,,,,,,,,,,,,,,,,,,
2015-06-30,8.09,5.94,11.67,9.15,15.69,,8.21,7.87,,,,,,,,,,,,,,,,,,
2015-07-01,7.31,6.28,14.01,8.88,11.34,,8.61,1.15,,,,,,,,,,,,,,,,,,
2015-07-02,5.72,5.12,13.46,6.86,13.63,,9.31,0.92,,,,,,,,,,,,,,,,,,
2015-07-03,6.78,3.69,13.24,8.91,12.53,,7.3,5.62,,,,,,,,,,,,,,,,,,
2015-07-04,9.33,2.76,15.31,7.24,12.44,,9.5,5.31,,,,,,,,,,,,,,,,,,
2015-07-05,7.93,2.29,13.9,6.42,17.99,,8.88,5.12,,,,,,,,,,,,,,,,,,
2015-07-06,10.05,2.54,14.55,7.91,9.22,,2.66,12.11,,,,,,,,,,,,,,,,,,
2015-07-07,10.87,3.36,11.02,7.82,13.94,,6.79,9.63,,,,,,,,,,,,,,,,,,
2015-07-08,10.28,6.25,15.11,7.94,10.63,,6.63,5.97,,,,,,,,,,,,,,,,,,
2015-07-09,10.25,3.89,10.39,7.86,10.76,,6.99,6.31,,,,,,,,,,,,,,,,,,
2015-07-10,12.7,3.25,13.92,8.97,12.16,,9.0,17.68,,,,,,,,,,,,,,,,,,
2015-07-11,10.07,2.39,7.05,8.61,10.03,,8.24,14.23,,,,,,,,,,,,,,,,,,
2015-07-12,11.09,1.86,6.71,7.15,6.69,,9.07,14.94,,,,,,,,,,,,,,,,,,
2015-07-13,7.73,2.84,9.44,8.11,9.39,,8.3,23.57,,,,,,,,,,,,,,,,,,
2015-07-14,7.8,2.78,8.74,8.04,10.0,,8.44,9.61,,,,,,,,,,,,,,,,,,
2015-07-15,10.0,4.49,9.23,9.62,9.6,,7.24,0.57,,,,,,,,,,,,,,,,,,
2015-07-16,16.31,2.98,9.08,10.29,10.29,,2.65,16.13,,,,,,,,,,,,,,,,,,
