Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna
2016-02-01,55.88,14.47,60.12,14.99,2.76,34.36
2016-02-02,55.92,15.9,63.6,14.34,2.9,35.96
2016-02-03,62.78,15.66,61.81,15.06,3.04,34.18
2016-02-04,49.76,12.72,67.45,14.03,8.26,35.0
2016-02-05,49.34,13.25,86.15,13.51,13.49,39.23
2016-02-06,45.84,13.74,85.86,10.93,10.58,36.595
2016-02-07,84.52,12.07,72.61,14.19,8.97,33.96
2016-02-08,46.99,9.92,57.0,16.52,10.01,31.325000000000003
2016-02-09,59.41,12.68,65.45,13.74,11.19,28.69
2016-02-10,46.66,12.5,81.98,11.6,12.15,28.56
2016-02-11,45.44,14.24,70.99,8.03,10.13,32.37
2016-02-12,49.77,16.69,79.43,13.61,10.43,29.52
2016-02-13,56.54,12.56,56.05,13.14,10.25,33.75
2016-02-14,43.41,11.15,61.73,13.6,7.93,32.71
2016-02-15,35.08,11.74,66.8,13.81,9.52,33.11
2016-02-16,23.5,12.43,65.75,12.22,9.96,31.9
2016-02-17,24.34,8.8,80.76,10.89,12.95,27.12
2016-02-18,19.86,13.11,76.11,16.21,11.18,25.19
2016-02-19,26.16,15.12,66.45,16.33,12.82,23.0
2016-02-20,30.94,13.42,47.72,27.77,17.14,23.36
2016-02-21,34.98,10.03,30.51,41.05,19.14,23.81
2016-02-22,32.23,10.28,41.47,39.03,16.83,24.41
2016-02-23,32.14,15.63,56.77,39.06,10.53,28.3
2016-02-24,38.67,13.03,117.04,44.96,9.25,31.58
2016-02-25,37.3,10.99,81.93,35.68,10.41,32.15
2016-02-26,28.51,8.13,76.82,26.25,7.94,27.51
2016-02-27,41.88,11.31,86.59,22.59,8.1,21.68
2016-02-28,47.36,10.8,76.43,19.55,9.6,21.58
2016-02-29,30.64,9.13,76.4,15.05,9.41,31.03
2016-03-01,42.55,12.13,102.02,0.97,8.86,20.05
2016-03-02,33.44,10.84,102.23,12.9,10.22,27.11
2016-03-03,31.09,9.44,100.71,18.53,12.11,30.15
2016-03-04,38.09,12.58,60.47,20.65,12.41,30.56
2016-03-05,31.96,12.49,48.15,13.21,12.36,25.74
2016-03-06,22.73,10.21,55.78,17.37,10.03,18.5
2016-03-07,24.23,9.88,54.69,27.7,8.1,23.43
2016-03-08,41.83,12.17,43.9,15.65,9.64,23.26
2016-03-09,47.14,11.06,49.75,12.33,13.18,19.81
2016-03-10,43.2,10.22,60.19,24.98,15.99,21.9
2016-03-11,36.11,8.99,30.44,46.44,16.48,28.44
2016-03-12,26.64,11.65,15.89,39.66,13.84,28.03
2016-03-13,21.86,8.73,10.63,33.58,8.84,59.54
2016-03-14,33.09,7.78,38.11,35.99,8.98,50.84
2016-03-15,36.46,8.14,34.54,37.32,8.51,2.32
2016-03-16,39.12,8.79,36.61,36.12,13.73,19.89
2016-03-17,25.76,10.7,65.89,37.83,13.46,26.21
2016-03-18,18.32,9.98,64.64,33.51,8.015,26.99
2016-03-19,32.29,11.24,77.89,24.13,2.57,26.08
2016-03-20,14.6,8.57,57.84,30.2,2.69,21.775
2016-03-21,59.53,11.41,36.37,38.62,3.0,17.47
2016-03-22,62.46,18.52,31.12,36.03,3.09,14.03
2016-03-23,46.26,10.38,50.45,35.94,14.08,18.76
2016-03-24,34.43,11.13,88.44,49.13,10.41,20.3
2016-03-25,28.33,10.97,85.91,51.44,11.53,27.77
2016-03-26,29.32,5.2,42.51,41.59,11.4,19.8
2016-03-27,30.19,7.26,37.18,32.51,9.86,15.07
2016-03-28,35.15,8.79,53.01,40.51,9.19,11.5
2016-03-29,23.54,8.2,48.72,48.25,11.1,14.16
2016-03-30,25.51,7.83,46.74,49.12,11.15,13.8
2016-03-31,32.46,7.36,61.21,57.98,10.39,8.48
2016-04-01,35.55,7.16,15.89,41.42,11.52,12.75
2016-04-02,36.29,5.4,18.29,2.36,17.9,14.49
2016-04-03,26.49,5.76,44.98,10.04,24.28,10.42
2016-04-04,39.97,7.21,31.55,46.94,24.81,13.56
2016-04-05,50.15,9.32,20.15,57.12,34.56,12.95
