Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad
2016-02-11,91.95,82.03,150.0,209.99,66.95
2016-02-12,83.66,85.64,146.03,168.23,61.41
2016-02-13,85.96,76.72,110.89,147.08,62.77
2016-02-14,62.08,57.58,103.57,162.7,58.29
2016-02-15,56.57,65.38,115.7,171.76,56.27
2016-02-16,42.58,80.38,123.22,186.0,37.03
2016-02-17,49.6,68.45,135.38,195.12,47.56
2016-02-18,54.56,73.22,148.75,112.33,45.02
2016-02-19,44.26,79.01,207.1,105.53,44.95
2016-02-20,53.12,83.44,150.89,109.4,173.37
2016-02-21,57.32,62.16,76.12,86.47,525.09
2016-02-22,90.07,41.54,88.73,72.62,353.58
2016-02-23,134.69,67.25,86.17,94.93,65.95
2016-02-24,110.05,44.41,177.64,147.59,50.22
2016-02-25,66.98,47.25,131.69,151.15,53.47
2016-02-26,51.96,35.75,129.66,161.14,48.65
2016-02-27,36.28,51.79,144.98,152.14,29.42
2016-02-28,35.63,32.96,163.92,155.6,36.27
2016-02-29,41.64,52.25,170.12,203.51,33.01
2016-03-01,39.21,90.02,213.62,132.24,38.91
2016-03-02,42.17,69.55,175.63,166.73,48.34
2016-03-03,54.91,47.78,165.22,180.27,50.06
2016-03-04,54.04,67.25,115.55,164.73,63.29
2016-03-05,55.72,62.62,53.0,182.82,65.76
2016-03-06,45.98,62.87,47.43,122.08,43.36
2016-03-07,43.69,56.24,98.61,141.32,38.93
2016-03-08,44.74,60.92,84.42,79.23,41.44
2016-03-09,51.06,81.03,109.16,106.54,50.81
2016-03-10,53.1,80.44,129.9,87.27,60.66
2016-03-11,60.7,66.08,85.76,110.24,63.93
2016-03-12,59.53,65.08,60.17,85.74,63.41
2016-03-13,64.29,57.73,58.95,59.85,57.96
2016-03-14,67.65,74.65,51.82,58.33,63.41
2016-03-15,68.48,76.68,81.32,79.82,48.22
2016-03-16,76.33,81.93,67.63,76.06,49.29
2016-03-17,72.22,86.31,70.86,67.43,45.8
2016-03-18,60.58,87.07,72.47,65.14,54.89
2016-03-19,98.29,100.61,103.73,89.05,52.53
2016-03-20,239.54,98.47,95.52,86.68,65.12
2016-03-21,121.43,123.36,58.4,91.67,56.19
2016-03-22,66.36,69.38,47.43,79.28,56.72
2016-03-23,29.73,68.25,80.01,84.62,77.4
2016-03-24,34.49,64.05,156.01,97.75,73.6
2016-03-25,32.59,59.46,137.99,73.09,73.9
2016-03-26,56.05,64.1,72.44,85.56,61.09
2016-03-27,63.5,63.03,61.75,64.82,69.37
2016-03-28,57.92,46.09,81.46,75.89,64.25
2016-03-29,48.28,51.43,89.75,67.0,58.28
2016-03-30,42.65,53.32,88.68,76.98,55.96
2016-03-31,50.78,55.51,127.86,72.23,43.84
2016-04-01,49.33,64.92,130.7,83.71,57.97
2016-04-02,51.78,65.84,118.44,79.49,56.44
2016-04-03,53.54,63.65,148.22,75.75,70.8
2016-04-04,54.8,67.33,132.86,99.67,53.75
2016-04-05,49.84,68.04,97.83,117.04,52.91
2016-04-06,63.16,70.13,91.82,99.19,50.6
2016-04-07,46.24,64.37,129.61,82.81,42.22
2016-04-08,34.18,56.54,89.78,101.32,31.46
2016-04-09,33.01,54.83,166.76,103.59,31.88
2016-04-10,31.3,61.1,107.81,111.2,28.04
2016-04-11,31.68,61.34,81.12,119.16,46.8
2016-04-12,36.98,56.23,74.03,112.53,48.99
2016-04-13,36.88,59.15,74.9,110.04,55.96
2016-04-14,35.46,55.65,94.81,119.51,66.47
2016-04-15,35.31,54.15,137.48,109.97,54.58
2016-04-16,34.85,56.37,124.13,139.58,70.92
2016-04-17,36.9,54.71,102.86,145.96,63.68
2016-04-18,38.81,55.5,102.9,138.17,51.86
2016-04-19,34.65,56.62,129.06,105.97,37.66
2016-04-20,31.89,60.73,124.8,90.36,45.0
2016-04-21,33.61,51.55,92.74,86.79,48.65
2016-04-22,34.83,51.96,113.75,98.82,41.99
2016-04-23,39.01,60.21,89.52,108.68,26.0
2016-04-24,39.53,65.26,123.59,73.52,31.71
2016-04-25,37.17,61.78,104.5,78.87,37.42
2016-04-26,39.88,57.7,139.37,99.92,56.86
2016-04-27,32.59,56.99,162.54,86.41,52.96
2016-04-28,47.42,51.73,161.23,98.31,44.3
2016-04-29,48.78,48.7,181.49,95.0,40.1
2016-04-30,46.6,65.21,142.64,126.96,33.33
2016-05-01,35.86,89.6,124.21,101.39,46.08
2016-05-02,39.87,58.58,119.47,99.74,37.28
2016-05-03,40.79,54.16,125.36,94.7,40.37
2016-05-04,57.96,55.79,103.08,86.62,30.1
2016-05-05,46.0,57.2,65.02,70.07,29.22
2016-05-06,23.99,64.95,54.34,77.91,60.88
2016-05-07,27.21,56.02,77.89,102.44,89.48
2016-05-08,26.43,53.3,90.19,81.73,40.12
2016-05-09,20.46,52.04,77.34,77.87,50.76
2016-05-10,32.5,61.37,73.55,60.81333333333333,30.45
2016-05-11,57.81,59.24,66.49,43.75666666666666,60.7
2016-05-12,31.19,58.43,100.09,26.7,51.09
2016-05-13,34.06,68.42,99.88,,45.67
2016-05-14,33.05,62.47,105.51,,46.24
2016-05-15,28.39,55.77,128.85,,31.02
2016-05-16,27.01,58.8,94.89,,28.39
2016-05-17,36.67,81.06,92.95,,23.03
2016-05-18,27.51,65.17,117.64,,29.65
2016-05-19,28.47,48.59,94.22,,34.57
2016-05-20,22.27,45.05,70.86,,29.56
2016-05-21,42.52,51.6,78.02,,32.82
2016-05-22,152.94,51.67,66.3,,34.45
2016-05-23,28.65,51.11,87.31,,30.51
2016-05-24,25.75,50.24,57.35,,31.95
2016-05-25,27.455,45.89,105.02,,48.62
2016-05-26,29.16,48.61,111.22,64.1,42.25
2016-05-27,30.864999999999995,51.67,180.71,118.85,26.64
2016-05-28,32.56999999999999,50.64,109.82,163.59,25.43
2016-05-29,34.27499999999999,44.88,42.67,46.87,26.04
2016-05-30,35.98,43.41,56.87,55.2,29.5
2016-05-31,27.6,57.32,101.54,77.29,31.88
2016-06-01,17.15,43.52,76.56,138.37,39.88
2016-06-02,17.71,41.29,81.4,143.4,35.64
2016-06-03,,,138.97,42.82,39.59
2016-06-04,,,137.81,60.66,29.21
2016-06-05,,,77.72,45.28,36.13
2016-06-06,,,84.61,65.55,37.4
2016-06-07,,,66.72,45.09,40.65
2016-06-08,,,64.08,52.68,35.65
2016-06-09,,,64.95,62.91,34.02
2016-06-10,,,75.75,56.17,31.34
2016-06-11,,,69.25,70.14,29.75
2016-06-12,,,70.71,94.7,27.26
2016-06-13,,,96.72,64.0,63.07
2016-06-14,,43.16,59.02,84.02,27.86
2016-06-15,,32.64,102.42,64.23,363.14
2016-06-16,,44.73,62.37,59.3,571.02
2016-06-17,33.9,41.29,67.76,63.49,41.17
2016-06-18,31.98,45.76,79.17,94.36,34.72
2016-06-19,26.77,43.38,101.31,246.56,34.07
2016-06-20,27.61,38.93,83.1,59.89,29.26
2016-06-21,28.24,42.3,72.33,151.3,33.96
2016-06-22,29.83,32.8,75.14,35.58,24.56
2016-06-23,19.0,40.78,91.63,33.78,22.38
2016-06-24,15.04,50.94,100.02,25.9,18.01
2016-06-25,15.54,61.985,67.12,49.23,21.54
2016-06-26,16.04,73.03,48.0,72.56,24.5
2016-06-27,16.54,46.17,76.76,95.89,20.94
2016-06-28,27.23,60.36,80.89,180.93,66.04
2016-06-29,115.98,42.8,60.67,45.45,20.5
2016-06-30,13.95,109.5,69.65,89.0,19.67
2016-07-01,25.0,45.6,58.21,53.51,22.42
2016-07-02,31.8,47.91,57.24,49.41,34.0
2016-07-03,17.36,30.43,67.6,69.19,34.0
2016-07-04,19.4,96.65,57.1,65.4,121.18
2016-07-05,18.36,196.81,68.71,48.63,21.64
2016-07-06,17.26,29.09,77.71,76.9,163.16
