Date,DL002,DL021,DL031,DL033,KA003,KA009,TN001,UP012,UP014
2015-12-08,165.22,42.48,193.87,403.94,5.95,1.35,5.27,15.31,7.29
2015-12-09,75.6,36.02,102.23,13.56,6.33,1.26,5.49,71.62,5.976666666666667
2015-12-10,54.97,18.13,108.73,33.63,9.08,9.84,8.14,64.39,4.663333333333333
2015-12-11,131.25,10.29,110.4,31.04,13.02,2.71,5.59,39.08,3.35
2015-12-12,170.68,17.27,48.68,39.09,7.5,3.1,8.25,26.38,1.96
2015-12-13,195.27,39.55,106.3,61.25,5.31,4.46,14.25,15.35,3.83
2015-12-14,195.96,15.25,174.6,51.82,7.67,2.24,8.36,22.9,5.21
2015-12-15,,44.84,,66.21,8.69,2.55,9.94,26.52,5.05
2015-12-16,,36.19,,150.49,6.16,2.32,12.84,31.91,11.83
2015-12-17,,54.41,,92.71,3.64,3.23,11.85,21.13,10.32
2015-12-18,,59.06,,74.92,9.24,21.95,12.0,13.77,3.53
2015-12-19,,48.88,,79.05,6.3,5.77,10.45,57.21,5.62
2015-12-20,,106.81,,162.01,4.89,6.17,32.06,21.86,15.36
2015-12-21,,56.62,,100.92,4.77,7.14,24.25,20.02,20.68
2015-12-22,38.53,111.89,84.15,206.55,9.95,7.62,21.55,19.76,22.28
2015-12-23,178.64,50.93,146.1,93.68,5.05,7.04,17.52,14.17,6.77
2015-12-24,151.55,8.21,145.59,5.21,2.89,13.47,12.05,10.3,2.47
2015-12-25,152.77,8.83,59.09,11.91,1.32,5.4,22.05,8.24,2.24
2015-12-26,176.5,7.38,101.33,13.47,1.38,3.65,9.98,32.63,6.58
2015-12-27,140.0,9.32,54.56,8.38,0.52,3.12,2.44,37.65,2.17
2015-12-28,131.71,4.43,13.51,5.22,4.48,25.07,4.01,10.21,2.28
2015-12-29,170.16,5.54,35.32,9.23,8.72,7.09,11.43,20.630000000000003,2.7
2015-12-30,207.48,26.92,110.17,33.82,11.94,7.34,8.3,31.05,6.71
2015-12-31,186.04,28.56,219.74,32.97,9.02,18.55,9.32,22.72,19.02
2016-01-01,200.24,18.91,173.59,94.92,4.79,5.11,5.87,,11.64
2016-01-02,135.2,21.75,139.66,72.4,13.73,6.7,5.37,,7.22
2016-01-03,195.36,24.3,54.04,68.1,9.65,9.43,4.87,,4.57
2016-01-04,91.86,25.05,210.35,183.97,10.29,5.6,4.37,,8.89
2016-01-05,134.87,23.47,178.37,78.6,9.67,10.71,8.32,9.81,31.7
2016-01-06,200.67,24.05,91.05,82.7,10.11,6.62,8.51,7.57,20.57
2016-01-07,217.24,56.42,242.19,156.78,8.73,18.79,5.55,7.99,7.15
2016-01-08,216.21,16.85,133.37,100.07,12.42,9.6,11.61,5.75,5.72
2016-01-09,148.13,8.15,51.79,18.79,10.96,10.27,9.56,3.98,2.36
2016-01-10,190.23,15.35,82.5,61.68,7.57,3.52,10.2,0.15,3.15
2016-01-11,190.93,55.11,195.11,145.12,12.07,3.53,9.67,0.86,8.16
2016-01-12,112.89,29.31,106.56,75.33,14.46,4.27,10.0,2.3,9.64
2016-01-13,63.54,3.73,46.58,14.31,13.09,3.76,12.92,2.88,10.67
2016-01-14,94.48,2.62,26.93,1.99,11.67,17.2,9.64,0.08,9.59
2016-01-15,105.46,3.8,23.39,4.92,9.24,11.715,5.71,0.68,7.09
2016-01-16,77.21,4.26,16.18,9.1,80.03,6.23,11.83,3.0,2.39
2016-01-17,63.5,9.77,48.01,6.86,325.0,2.65,10.56,3.09,3.59
2016-01-18,172.79,31.69,166.59,1.58,228.12,4.48,12.83,2.87,7.3
2016-01-19,104.72,5.04,29.43,8.88,50.64,6.44,13.1,1.93,5.84
2016-01-20,91.35,12.77,31.95,1.91,7.64,14.97,9.46,2.33,2.43
2016-01-21,81.49,10.22,91.46,8.09,7.28,27.25,8.3,2.61,2.54
2016-01-22,67.69,37.35,139.44,29.75,6.45,6.57,13.23,2.15,2.72
2016-01-23,118.83,18.65,117.96,26.01,3.61,3.15,6.41,0.81,6.97
2016-01-24,105.465,6.94,38.86,13.79,3.57,2.3,5.73,1.85,18.88
2016-01-25,92.1,5.91,53.12,11.7,1.9,4.02,6.91,0.96,11.0
2016-01-26,51.12,11.98,59.68,6.74,2.58,3.2,11.08,1.17,9.34
2016-01-27,154.32,13.89,86.82,3.75,6.22,5.54,10.0,1.22,6.01
2016-01-28,209.85,35.94,205.07,3.91,9.86,35.33,13.66,3.25,7.14
2016-01-29,239.33,30.485,228.15,22.18,7.36,5.08,14.76,2.51,10.51
2016-01-30,198.93,25.03,108.4,49.53,6.61,5.4,14.55,3.89,4.06
2016-01-31,179.245,6.8,69.93,13.41,11.08,11.09,12.63,4.81,2.88
2016-02-01,159.56,7.74,50.34,12.15,10.26,6.17,14.37,5.81,2.47
2016-02-02,139.875,8.85,69.19,16.76,14.88,10.53,17.05,5.96,2.08
2016-02-03,120.19,10.4,41.31,42.05666666666667,12.72,4.59,16.8,5.94,2.27
2016-02-04,156.84,29.84,47.41,67.35333333333334,8.19,4.7,18.45,6.84,2.5
2016-02-05,162.08,68.92,106.61,92.65,11.74,3.83,12.2,2.96,2.37
2016-02-06,130.18,68.95,104.87,147.51,3.57,3.02,11.11,7.09,11.15
2016-02-07,42.26,3.75,49.79,17.16,1.77,4.37,11.8,11.4,2.3
2016-02-08,114.29,13.51,72.02,24.72,1.81,2.51,9.33,11.4,1.68
2016-02-09,152.55,23.44,85.35,20.71,6.79,3.08,15.09,11.4,1.58
2016-02-10,193.87,30.62,156.59,74.94,2.67,3.17,16.8,10.04,2.04
2016-02-11,61.96,13.99,94.37,22.04,3.49,3.08,12.31,1.91,8.13
2016-02-12,99.35,10.76,89.59,1.95,2.69,2.73,19.81,1.39,10.1
2016-02-13,53.43,2.57,37.8,1.95,12.09,2.49,11.03,1.48,10.62
2016-02-14,73.4,6.45,31.3,1.91,140.29,1.74,16.25,1.46,10.78
2016-02-15,67.66,2.7,43.35,1.87,,5.11,18.35,1.37,10.18
2016-02-16,66.84,5.06,43.36,15.49,,3.03,14.93,2.69,9.24
2016-02-17,74.17,7.34,42.19,10.33,,3.13,10.7,7.58,2.54
2016-02-18,103.22,16.33,51.72,17.56,,2.76,11.33,11.7,1.52
2016-02-19,132.49,11.33,69.47,26.98,,2.39,15.61,8.06,2.26
2016-02-20,209.67,13.31,107.86,42.53,,3.22,13.29,3.95,24.8
2016-02-21,68.63,2.68,1.76,0.49,,4.15,7.93,3.755,3.75
2016-02-22,57.69,3.02,14.74,3.02,,3.78,7.56,3.56,3.36
2016-02-23,121.18,3.98,61.98,7.34,,3.25,14.37,7.61,6.47
2016-02-24,184.67,7.57,185.37,18.12,53.7,2.87,7.83,19.38,19.82
2016-02-25,93.03,6.74,135.46,6.71,18.97,2.7,9.66,3.51,9.74
2016-02-26,99.0425,6.25,71.68,6.18,13.42,4.42,8.26,2.81,6.7
2016-02-27,105.055,32.16,162.1,6.24,10.88,5.28,14.59,3.57,9.28
2016-02-28,111.0675,42.16,137.07,6.23,7.66,4.77,6.48,5.3,16.05
2016-02-29,117.08,15.89,172.6,9.53,11.47,4.03,7.81,3.61,9.8
2016-03-01,221.85,55.17,166.3,45.2,129.61,4.02,8.82,3.45,8.27
2016-03-02,334.92,,195.16,95.68,47.38,4.29,11.87,4.33,6.74
2016-03-03,180.82,,181.03,47.7,9.2,4.32,9.18,8.04,37.65
2016-03-04,186.6,,54.75,12.31,15.54,8.43,13.62,1.77,15.0
2016-03-05,109.45,,9.68,5.24,6.5,5.0,10.03,1.62,11.76
2016-03-06,32.3,,15.65,10.04,1.24,3.43,5.15,7.38,10.46
2016-03-07,78.32,5.58,24.38,16.67,2.94,3.9,8.72,10.5,16.25
2016-03-08,81.1,5.25,16.02,6.68,9.92,4.29,7.07,2.81,11.27
2016-03-09,125.58,12.53,81.52,14.62,13.08,5.14,9.16,2.37,10.34
2016-03-10,208.27,17.8,99.53,21.72,14.25,6.87,12.0,2.33,11.44
2016-03-11,,23.29,436.8,38.64,24.18,9.03,8.75,2.17,8.17
2016-03-12,,6.77,324.5133333333333,10.91,6.09,5.34,8.36,2.83,9.24
2016-03-13,,3.57,212.22666666666663,3.84,4.95,3.04,8.14,2.65,8.25
2016-03-14,,6.39,99.94,17.88,5.51,3.48,4.21,6.18,20.35
2016-03-15,,33.6,208.71,44.43,5.89,3.88,6.36,12.06,20.48
2016-03-16,134.9,4.75,9.96,3.72,9.75,7.42,5.77,2.48,7.36
2016-03-17,57.72,5.77,29.26,11.55,9.14,7.16,3.81,2.0,14.54
2016-03-18,52.81666666666666,5.65,59.73,7.67,9.22,4.52,4.78,19.9,19.84
2016-03-19,47.91333333333333,18.79,133.35,36.71,9.886666666666668,5.09,,10.08,13.79
2016-03-20,43.01,13.53,114.07,25.05,10.553333333333333,4.02,,3.71,5.54
2016-03-21,59.83,3.84,6.33,3.59,11.22,4.7,,3.83,8.24
2016-03-22,23.23,3.41,1.79,1.78,9.54,4.2,,40.43,7.84
2016-03-23,79.23,3.61,57.32,11.08,7.11,3.98,,70.17,5.51
2016-03-24,41.775000000000006,4.095,110.72,36.35,9.58,3.57,6.53,17.37,7.05
2016-03-25,4.32,4.58,75.02,21.46,8.65,3.59,6.08,11.34,19.55
2016-03-26,100.43,4.7,22.97,7.17,13.04,3.98,7.35,5.79,18.03
2016-03-27,87.655,3.65,9.44,4.74,9.12,4.49,4.59,2.95,6.24
2016-03-28,74.88,7.11,30.14,10.26,13.18,4.72,5.46,3.88,9.36
2016-03-29,122.07,4.59,8.9,4.17,9.51,3.02,7.13,4.33,7.04
2016-03-30,66.5,5.99,94.73,17.14,10.92,2.82,6.31,4.91,6.04
2016-03-31,68.7175,39.29,208.42,77.16,10.91,2.75,4.83,4.92,6.83
2016-04-01,70.935,4.03,140.94333333333333,4.69,16.41,2.75,5.39,2.0,8.09
2016-04-02,73.1525,6.16,73.46666666666667,20.02,23.15,4.3,6.05,3.82,9.27
2016-04-03,75.37,24.5,5.99,91.36,17.67,4.1,4.14,15.55,10.45
2016-04-04,306.27,9.69,1.55,50.7,25.35,5.48,6.23,10.53,11.63
2016-04-05,180.135,3.5,16.18,7.09,16.86,3.13,5.26,30.65,11.18
2016-04-06,54.0,5.29,52.28,7.44,17.21,4.54,7.71,10.08,14.27
2016-04-07,145.73,9.69,41.89,21.05,8.6,2.56,6.02,15.89,13.06
2016-04-08,53.07,5.07,29.95,12.9,6.95,1.94,5.33,7.22,8.25
2016-04-09,133.52,11.04,132.51,36.96,5.65,2.15,5.33,5.33,6.53
2016-04-10,81.5,4.82,45.45,20.665,5.17,1.59,6.33,9.36,6.81
2016-04-11,53.34,4.44,2.88,4.37,8.27,2.48,6.14,12.22,7.07
2016-04-12,74.21,3.67,2.46,4.48,9.14,2.06,5.33,24.1,6.14
2016-04-13,97.58,5.66,33.02,9.53,6.88,4.3,3.64,6.58,5.67
2016-04-14,87.63,13.71,67.82,24.63,6.79,3.18,2.93,4.37,6.7
2016-04-15,205.95,22.29,125.33,83.3,7.14,3.08,3.73,14.4,6.41
2016-04-16,195.525,16.71,76.12,72.22,7.03,2.49,4.18,6.6,6.03
2016-04-17,185.1,16.46,26.91,31.98,7.63,2.03,4.34,15.25,9.12
2016-04-18,129.48,7.64,44.41,21.4,10.31,2.49,3.38,4.82,14.67
2016-04-19,67.48,10.47,96.6,22.63,8.82,2.46,5.72,30.29,13.45
2016-04-20,119.18,5.6,22.61,10.89,8.23,2.6,6.89,5.95,7.55
2016-04-21,71.37,4.04,9.29,6.05,9.73,2.15,3.51,1.26,5.01
2016-04-22,68.64,6.4,35.57,5.31,10.26,3.07,3.19,2.72,5.0
2016-04-23,65.91,4.7,45.92,12.96,17.54,7.91,2.82,1.56,5.41
2016-04-24,63.18,17.36,139.15,42.05,12.58,5.35,2.61,1.58,5.94
2016-04-25,115.07,6.97,45.31,20.82,9.31,4.72,2.89,2.79,6.8
2016-04-26,189.64,17.32,153.1,38.21,9.29,6.42,3.14,1.84,9.95
2016-04-27,169.59,48.47,202.6,136.09,10.51,4.22,4.79,14.84,21.12
2016-04-28,177.16,16.69,108.46,67.05,52.49,3.87,4.7,12.07,8.01
2016-04-29,164.23,17.4,137.03,30.23,9.62,3.81,4.68,9.74,9.52
2016-04-30,131.72,24.3,105.35,44.7,25.81,3.16,3.89,15.44,29.03
2016-05-01,99.21,21.3,73.66999999999999,78.92,6.24,2.8,5.49,2.04,8.12
2016-05-02,66.70000000000002,7.79,41.98999999999999,34.21,20.11,3.89,3.25,2.79,8.02
2016-05-03,34.19,3.67,10.31,8.41,9.02,6.31,3.96,2.65,10.26
2016-05-04,36.63,4.99,34.68,8.24,7.02,3.8,4.51,2.64,8.3
2016-05-05,31.23,4.5,11.26,8.3,37.69,4.61,5.78,6.38,6.98
2016-05-06,51.39,6.11,33.12,11.64,4.53,3.86,4.72,11.27,12.11
2016-05-07,49.12,5.51,9.95,8.1,29.54,4.13,4.8,0.55,7.03
2016-05-08,10.52,3.42,17.31,3.59,1.48,3.45,5.06,0.72,
2016-05-09,3.5,3.3,3.91,3.47,6.25,3.49,4.69,0.11,
2016-05-10,9.43,3.62,5.97,3.48,8.75,3.22,5.18,2.8400000000000003,
2016-05-11,16.7,3.25,3.81,4.04,7.38,3.55,6.4,5.57,
2016-05-12,38.53,4.55,21.58,4.6,8.27,7.65,4.4,8.3,8.62
2016-05-13,140.71,6.18,26.48,22.28,9.27,2.54,3.95,,
2016-05-14,105.89,6.94,64.16,18.88,12.74,5.44,4.66,,
2016-05-15,111.53,5.33,131.42,,8.0,8.34,3.98,,
2016-05-16,144.15,5.84,52.81,,7.37,11.24,5.72,,
2016-05-17,110.95,,34.0,,6.06,3.71,8.36,,
2016-05-18,120.77,,100.03,,12.35,4.76,9.17,,
2016-05-19,8.99,,18.37,,4.71,1.68,6.68,,
2016-05-20,9.23,,9.39,,5.18,1.13,4.44,,
2016-05-21,5.85,,1.95,,4.32,1.09,4.85,,
2016-05-22,,,2.87,,1.36,1.22,3.85,,
2016-05-23,,,7.33,,2.77,1.09,5.01,,
2016-05-24,,3.8,16.36,,2.77,1.39,4.68,,
2016-05-25,,10.085,32.44,6.01,,2.34,4.81,,
2016-05-26,,16.37,45.08,19.2,,1.97,5.39,2.45,12.56
2016-05-27,,4.32,54.35,18.26,,1.94,3.65,2.86,16.79
2016-05-28,,6.75,16.7,9.64,,2.05,4.63,1.13,10.48
2016-05-29,,6.825,1.81,3.69,,1.79,4.29,0.89,7.99
2016-05-30,117.54,6.9,29.72,9.09,,4.39,3.36,5.42,7.45
2016-05-31,77.47,13.82,26.38,12.52,,8.15,4.6,14.11,13.83
2016-06-01,70.2,5.94,17.21,7.04,,6.61,4.95,8.64,11.82
2016-06-02,115.79,5.97,20.34,8.95,,6.62,6.36,,7.82
2016-06-03,127.93,7.63,99.2,24.42,,,,,5.51
2016-06-04,46.6,15.13,35.02,13.52,,,,,5.86
2016-06-05,6.07,,1.75,3.61,,,,,5.98
2016-06-06,13.82,,6.43,3.62,,,,,5.07
2016-06-07,12.81,,6.08,6.3,,,,,5.48
2016-06-08,7.9,,4.18,5.26,,,,,5.36
2016-06-09,29.58,,12.35,11.98,,,,5.19,6.78
2016-06-10,55.78,,12.17,8.16,,,,7.02,9.13
2016-06-11,70.52,,2.77,6.65,,,,9.68,9.23
2016-06-12,97.77,,1.89,5.44,,,,15.05,9.08
2016-06-13,102.36,,3.94,8.4,,,,8.23,7.98
2016-06-14,94.48,,8.44,8.37,,,8.03,5.33,7.08
2016-06-15,45.4,3.61,7.35,5.12,,,7.04,9.39,8.25
2016-06-16,11.92,3.66,3.57,4.89,,,6.65,6.97,7.32
2016-06-17,32.45,7.34,16.42,12.7,9.55,3.97,5.43,7.64,6.62
2016-06-18,8.83,6.72,4.63,6.2,6.77,6.48,4.24,11.54,5.7
2016-06-19,8.51,6.11,4.45,4.68,4.21,3.79,3.9,8.07,6.56
2016-06-20,20.55,6.78,14.06,6.69,4.29,2.76,4.2,7.87,6.35
2016-06-21,11.72,6.72,5.16,5.01,8.58,3.41,4.99,6.18,5.44
2016-06-22,14.55,6.42,7.83,5.76,12.87,2.9,4.58,4.54,10.22
2016-06-23,38.7,6.74,3.95,5.95,2.18,3.09,7.24,2.12,6.47
2016-06-24,66.88,6.71,5.73,5.62,0.6,2.64,10.65,7.02,6.24
2016-06-25,5.24,6.86,3.21,5.176666666666667,3.1866666666666665,5.3100000000000005,9.283333333333331,5.47,6.01
2016-06-26,5.51,7.010000000000001,3.645,4.733333333333333,5.773333333333333,7.98,7.916666666666666,3.92,5.779999999999999
2016-06-27,8.21,7.16,4.08,4.29,8.36,10.65,6.55,2.37,5.55
2016-06-28,35.33,7.75,13.31,5.93,3.34,2.9,9.83,2.4,6.1
2016-06-29,11.47,6.93,5.79,5.21,2.6,4.67,9.24,12.7,6.27
2016-06-30,23.57,6.66,4.85,5.87,3.13,3.15,6.21,3.72,5.53
2016-07-01,45.79,7.12,2.62,6.66,2.03,2.34,10.19,3.15,5.84
2016-07-02,61.82,6.81,9.18,6.33,3.81,1.51,6.35,3.08,6.99
2016-07-03,31.7,7.35,3.37,6.13,4.16,0.6,5.23,8.12,6.19
2016-07-04,37.99,6.96,13.76,7.03,6.1,1.44,8.16,2.51,5.86
2016-07-05,66.7,6.99,19.74,10.13,2.1,1.91,8.04,2.28,6.06
2016-07-06,38.58,6.65,6.14,6.59,,1.9,7.55,2.35,5.78
2016-07-07,10.63,8.86,2.93,4.51,,3.25,8.82,9.42,13.74
2016-07-08,27.98,6.91,10.06,10.92,,3.03,5.84,2.57,6.65
2016-07-09,22.52,6.71,8.41,12.15,,4.03,8.73,2.11,5.49
2016-07-10,35.93,6.33,7.98,5.99,,3.25,7.69,2.21,5.0
2016-07-11,19.1,23.34,7.55,9.83,,2.7,7.97,1.6,5.35
2016-07-12,49.45,17.23,39.19,33.65,,3.97,7.7,1.86,5.23
2016-07-13,44.67,12.84,77.69,29.23,,3.68,6.42,2.12,6.51
2016-07-14,81.83,25.85,29.98,44.69,,3.17,2.31,11.25,7.84
2016-07-15,118.99,10.8,15.32,23.19,,2.99,3.34,2.59,7.8
2016-07-16,87.24,5.83,7.77,15.74,,2.72,3.77,5.12,8.69
2016-07-17,80.92,5.88,4.3,12.06,,2.45,3.5,2.7,8.73
2016-07-18,81.86,8.19,19.34,18.52,,2.46,5.38,2.03,12.9
2016-07-19,67.87,9.16,8.67,11.35,,4.23,7.27,15.47,19.25
2016-07-20,123.0,7.57,19.86,9.98,8.24,8.02,7.97,4.16,9.59
2016-07-21,114.99,7.36,15.4,9.66,,6.8,13.88,1.78,10.2
2016-07-22,48.05,6.91,8.11,10.25,,7.25,13.84,2.22,9.11
2016-07-23,7.02,6.65,3.7,11.1,,6.675,9.1,2.02,5.1
2016-07-24,26.67,7.9,26.38,11.95,,6.1,7.529999999999999,2.38,7.74
2016-07-25,42.13,9.95,13.95,13.63,7.52,5.14,5.959999999999999,2.37,7.61
2016-07-26,19.93,9.52,7.12,6.85,,4.66,4.389999999999999,6.415000000000001,5.51
2016-07-27,32.03,7.03,29.49,11.24,,6.29,2.82,10.46,10.96
2016-07-28,39.27,6.47,22.29,18.62,,6.68,4.34,25.02,5.33
2016-07-29,59.54,13.71,47.98,21.31,,6.58,7.09,8.02,7.905
2016-07-30,43.64,10.04,32.63,23.87,,5.26,8.86,2.13,10.48
2016-07-31,39.61,10.93,24.69,13.25,,41.86,12.87,2.9,9.915
2016-08-01,21.65,7.18,19.28,10.28,,76.17,8.65,3.54,9.35
2016-08-02,29.51,8.01,28.87,10.89,,6.82,11.62,12.64,11.47
2016-08-03,22.43,7.69,23.61,5.76,,11.63,12.59,14.7,14.08
2016-08-04,20.86,10.46,20.98,4.76,,6.21,11.35,1.95,4.07
2016-08-05,15.29,6.63,7.69,3.76,,,13.43,1.96,2.3
2016-08-06,36.28,6.88,19.43,8.5,,,13.46,2.24,3.01
2016-08-07,18.89,6.28,13.81,8.46,,,5.02,,
2016-08-08,23.27,6.24,9.52,8.98,,,7.27,,
2016-08-09,31.35,6.84,14.7,10.04,,,6.25,,
2016-08-10,17.02,6.55,14.2,7.81,,,5.35,,
2016-08-11,18.82,6.33,16.66,6.26,5.77,3.41,5.27,3.58,12.36
2016-08-12,75.61,9.92,21.14,25.86,7.04,3.43,3.4,3.46,5.19
2016-08-13,76.7,8.57,19.14,18.19,5.99,3.89,5.08,2.59,2.66
2016-08-14,84.88,8.773333333333333,27.65,19.01,6.52,3.65,7.14,5.59,5.69
2016-08-15,85.76,8.976666666666667,8.8,17.88,5.15,3.67,3.6,85.27,5.53
2016-08-16,111.6,9.18,3.59,8.58,6.75,4.16,6.52,,2.65
2016-08-17,76.19,10.01,12.85,7.7,8.1,4.07,7.81,,13.29
2016-08-18,50.83,8.18,18.78,14.17,5.18,3.4,5.84,,3.54
2016-08-19,44.73,7.95,26.15,12.46,8.08,2.45,4.3,,2.54
2016-08-20,13.01,7.47,6.74,5.75,6.18,2.46,2.92,,5.08
2016-08-21,8.18,3.26,3.46,5.3,5.57,3.11,4.22,,5.02
2016-08-22,11.89,7.44,6.09,6.31,7.22,2.97,4.65,,4.3
2016-08-23,10.5,6.5,5.85,6.64,6.4,3.71,5.25,,1.92
2016-08-24,15.96,3.43,9.6,10.12,5.15,2.81,5.17,130.22,7.91
2016-08-25,133.55,3.64,48.99,20.44,2.67,2.06,5.17,,5.75
2016-08-26,106.22,27.17,41.22,38.16,3.22,3.84,5.31,,2.95
2016-08-27,70.785,6.73,22.88,8.0,5.15,2.49,5.33,,1.82
2016-08-28,35.35,5.02,4.54,12.38,470.0,2.85,5.31,,3.23
2016-08-29,46.62,5.0,19.28,7.93,5.77,3.6,5.22,,14.83
2016-08-30,44.41,10.82,13.08,15.27,6.53,3.61,4.41,,18.56
2016-08-31,40.79,8.13,20.71,11.64,4.76,1.76,4.05,,6.23
2016-09-01,68.39,4.62,13.55,15.19,4.41,3.07,6.06,,3.78
2016-09-02,106.7,3.36,8.75,13.1,0.66,3.37,2.75,,3.3
2016-09-03,87.14,11.9,7.6,11.01,0.9,3.75,11.13,,2.22
2016-09-04,107.29,9.44,9.99,8.92,1.27,2.47,8.45,,2.01
2016-09-05,111.46,21.82,7.44,6.83,0.34,2.55,3.44,,5.22
2016-09-06,93.39,17.12,5.53,6.48,2.27,2.91,3.18,,6.11
2016-09-07,89.11,12.420000000000002,13.17,9.39,5.21,2.7,7.28,,4.81
2016-09-08,93.07,7.72,15.98,9.58,45.5,3.01,4.78,,4.92
2016-09-09,105.4,4.72,26.51,9.6,34.32,2.71,4.8,,3.12
2016-09-10,105.34,4.99,21.6,9.15,6.39,2.41,3.87,,2.86
2016-09-11,119.75,6.83,20.94,7.48,2.23,2.3466666666666667,4.26,8.98,3.16
2016-09-12,115.32,5.56,23.52,9.79,6.67,2.283333333333333,6.72,6.85,4.95
2016-09-13,81.72,4.14,40.95,30.12,7.83,2.22,6.68,13.69,3.49
2016-09-14,32.44,3.06,49.25,7.4,3.74,2.11,2.47,20.97,9.86
2016-09-15,36.02,5.22,42.97,10.38,3.68,38.44,3.67,26.02,29.66
2016-09-16,42.75,10.53,18.32,7.48,7.3,11.85,2.99,19.13,22.28
2016-09-17,67.12,10.94,36.36,4.83,9.06,4.38,3.72,29.36,12.77
2016-09-18,33.25,10.19,32.06,4.64,3.83,5.49,3.52,,12.56
2016-09-19,35.13,10.32,31.68,15.67,2.94,6.6,2.94,,13.83
2016-09-20,32.31666666666667,,70.65,16.03,4.79,5.16,5.9975000000000005,,20.39
2016-09-21,29.503333333333337,,54.69,17.03,5.91,3.97,9.055,,3.86
2016-09-22,26.69,,5.73,4.1,7.38,3.17,12.1125,,2.16
2016-09-23,28.17,,6.09,4.97,3.92,9.82,15.17,,3.37
2016-09-24,29.79,,37.53,16.11,5.8,5.59,14.17,,2.51
2016-09-25,35.82,,45.39,18.84,3.0,4.98,13.67,4.87,1.99
2016-09-26,56.78,,81.21,14.24,3.21,4.37,13.8,4.41,4.12
2016-09-27,33.63,,3.79,6.03,5.14,4.545,14.65,17.31,14.56
2016-09-28,55.8,,45.3,8.3,2.69,4.72,13.52,6.79,14.06
2016-09-29,19.16,,9.47,4.69,2.5,6.4,13.79,2.73,6.23
2016-09-30,53.6,,14.67,4.25,3.12,3.31,13.75,2.72,8.72
2016-10-01,52.78,,81.03,8.41,,3.42,13.61,2.79,4.34
2016-10-02,48.75,,55.24,7.48,,3.38,13.56,5.393333333333333,3.39
2016-10-03,37.25,,40.45,11.65,,3.34,13.51,7.996666666666666,9.37
2016-10-04,71.89,,23.44,12.79,,3.3,11.91,10.6,8.66
2016-10-05,129.41,,53.63,26.94,,3.61,6.59,9.77,16.71
2016-10-06,76.76,,37.44,38.63,,3.07,6.54,40.22,10.93
2016-10-07,112.25,,59.27,29.880000000000003,,3.39,6.6,4.85,11.78
2016-10-08,113.47,,116.91,21.130000000000003,3.48,3.17,6.64,,13.48
2016-10-09,121.83,,111.3,12.380000000000004,2.06,3.21,6.58,,3.55
2016-10-10,144.53,,66.35,3.63,1.82,3.45,6.56,,7.24
2016-10-11,125.68,,57.79,4.19,3.85,3.43,6.6,,3.19
2016-10-12,138.75,,65.08,4.75,5.61,3.51,6.6,,2.23
2016-10-13,188.17,,99.59,4.0,16.76,3.74,6.62,,6.33
2016-10-14,172.19,,117.99,12.09,14.55,3.45,6.57,,25.62
2016-10-15,172.09,,116.92,20.06,11.34,3.23,6.62,,49.68
2016-10-16,136.36,,126.08,24.69,7.02,3.345,6.61,,84.99
2016-10-17,196.14,,111.88,49.76,14.3,3.46,6.69,61.3,26.69
2016-10-18,144.26,,100.22,36.95,14.87,3.58,6.67,32.31,39.23
2016-10-19,102.75,,103.51,51.36,18.77,3.49,6.62,27.91,110.66
2016-10-20,242.67,,121.47,157.48,15.29,3.4,6.64,38.38,36.26
2016-10-21,212.71,,106.77,126.72,17.19,3.74,6.56,23.37,18.7
2016-10-22,210.89,,125.91,84.83,12.06,3.95,6.62,35.88,17.26
2016-10-23,169.57,,25.43,14.47,5.63,3.38,6.61,66.81,15.13
2016-10-24,151.66,,66.44,21.89,15.05,4.03,6.61,5.33,7.72
2016-10-25,189.8,,137.18,75.11,9.78,5.99,6.65,10.9,16.14
2016-10-26,201.16,,142.69,103.29,5.77,6.11,6.37,25.6,5.91
2016-10-27,200.21,,145.85,81.34,2.7,3.19,6.84,50.04,122.32
2016-10-28,238.28,,63.64,97.74,6.63,2.21,4.37,95.51,42.01
2016-10-29,192.93,,190.03,167.18,3.63,2.3,6.03,102.43,39.97
2016-10-30,186.68,,138.31,141.03,3.83,2.62,3.7,40.1,12.17
2016-10-31,185.75,,147.17,177.57,6.8,4.1,6.02,37.59,48.01
2016-11-01,196.96,,180.14,120.64,5.01,2.87,3.84,7.12,30.93
2016-11-02,243.19,,121.76,90.15,1.32,2.87,5.25,43.95,61.66
2016-11-03,161.75,,106.11,186.92,1.56,6.85,4.93,46.6,131.48
2016-11-04,149.69,20.2,165.04,26.69,8.06,6.39,3.76,51.19,93.45
2016-11-05,238.08,15.97,124.47,67.185,3.87,4.89,3.89,36.09,37.98
2016-11-06,238.57,18.98,165.45,107.68,1.27,2.87,5.59,11.4,19.67
2016-11-07,251.22,34.01,70.84,101.1,1.99,3.14,5.05,21.64,42.55
2016-11-08,158.67,4.0,64.58,7.0,1.45,4.39,5.35,3.67,55.21
2016-11-09,230.19,4.02,110.88,5.59,1.94,2.72,4.7,89.8,45.36
2016-11-10,191.67,4.0,125.46,,1.64,2.62,4.79,36.23,32.33
2016-11-11,78.91,17.45,181.27,,1.34,4.61,3.91,83.01,105.27
2016-11-12,142.83,25.05,187.97,,0.98,5.72,4.28,121.45,100.03
