Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna
2015-09-15,8.49,17.61,63.58,4.28,16.31,73.24
2015-09-16,8.6,17.13,42.94,4.22,13.81,65.1
2015-09-17,6.94,16.63,73.86,4.22,10.82,59.37
2015-09-18,7.78,16.76,48.2,4.22,13.86,62.3
2015-09-19,8.24,17.88,58.37,4.22,20.96,67.0
2015-09-20,8.69,17.46,62.49,4.22,40.83,72.05
2015-09-21,12.75,17.2,56.18,4.22,14.97,77.1
2015-09-22,18.49,16.66,41.5,3.72,17.98,69.54
2015-09-23,19.01,16.65,43.75,2.21,19.02,45.75
2015-09-24,15.65,17.23,72.85,2.21,15.17,42.57
2015-09-25,13.71,18.43,89.84,2.21,14.32,38.86
2015-09-26,10.16,20.27,103.63,2.21,15.78,72.24
2015-09-27,18.34,17.36,92.67,2.21,11.76,50.15
2015-09-28,31.94,17.57,63.74,2.21,24.58,55.88
2015-09-29,21.34,18.3,64.14,2.21,17.93,74.97
2015-09-30,21.07,18.11,53.3,2.21,10.29,60.19
2015-10-01,19.52,19.08,74.28,2.21,15.87,74.68
2015-10-02,17.13,17.5,73.05,2.21,16.02,55.98
2015-10-03,11.96,18.79,75.48,4.66,15.07,45.62
2015-10-04,11.21,19.82,99.01,4.89,13.74,71.08
2015-10-05,16.54,20.87,116.95,4.22,12.57,79.26
2015-10-06,15.11,17.82,105.02,4.22,16.37,72.95
2015-10-07,12.95,16.77,78.07,4.22,12.53,73.08
2015-10-08,13.76,16.24,80.91,4.22,14.66,86.33
2015-10-09,15.2,16.1,105.26,4.22,15.71,74.48
2015-10-10,15.75,16.23,117.2,4.3,3.01,78.28833333333334
2015-10-11,13.76,16.04,116.75,4.22,3.32,82.09666666666668
2015-10-12,19.63,16.27,120.68,4.22,5.18,85.90500000000002
2015-10-13,27.72,37.11,64.57,3.88,5.84,89.71333333333335
2015-10-14,38.5,22.57,53.25,3.22,16.28,93.52166666666668
2015-10-15,43.26,33.64,100.2,4.22,8.09,97.33
2015-10-16,35.97,21.71,105.17,3.55,2.75,103.79
2015-10-17,21.32,18.81,55.07,3.77,1.92,99.85
2015-10-18,21.57,18.72,62.19,3.16,1.58,185.88
2015-10-19,19.27,16.95,97.82,4.22,2.33,107.75
2015-10-20,19.72,19.39,155.1,4.22,5.27,47.56
2015-10-21,19.75,16.82,69.79,4.36,5.79,69.41
2015-10-22,21.45,16.65,54.18,4.22,4.51,73.24
2015-10-23,26.07,27.69,104.71,4.05,3.4,64.28
2015-10-24,22.27,18.71,122.15,3.47,2.7,78.22
2015-10-25,17.48,17.9,81.78,4.22,2.58,157.07
2015-10-26,23.93,17.04,61.15,4.14,2.57,94.09
2015-10-27,27.82,18.37,75.03,4.9,2.57,81.3
2015-10-28,24.3,17.4,74.53,4.14,2.5,134.55
2015-10-29,22.27,20.18,77.86,4.22,2.54,60.89
2015-10-30,14.53,16.59,55.71,4.22,2.72,61.82
2015-10-31,16.35,16.44,58.72,4.22,2.57,84.11
