Date,DL002,DL014,DL019,DL021,DL028,DL031,DL033,KA009,KA010,TG005,TG006,TN001,UP012
2019-04-07,52.2,12.82,57.76,31.2,64.95,95.73,56.06,21.72,,13.45,32.33,14.83,9.0
2019-04-08,89.66,16.09,38.29,20.13,48.75,52.17,40.5,22.35,,22.88,38.41,26.62,9.03
2019-04-09,110.17,34.8,44.16,22.76,72.6,78.58,56.24,21.15,,31.93,41.52,46.0,9.02
2019-04-10,186.89,0.0,52.19,35.48,87.97,130.99,70.07,22.72,14.95,32.01,41.66,46.04,8.9
2019-04-11,120.48,12.72,33.43,22.33,51.65,67.89,50.35,22.66,13.91,19.25,37.77,45.5,9.02
2019-04-12,107.18,23.05,30.5,13.83,35.72,54.53,40.75,22.82,13.84,18.26,35.71,46.2,9.05
2019-04-13,100.71,5.05,26.04,14.32,34.77,47.27,46.06,21.64,13.83,23.39,40.35,45.66,9.01
2019-04-14,105.29,0.0,31.99,12.46,30.28,54.8,30.24,20.4,13.49,24.16,37.91,44.78,9.01
2019-04-15,151.51,16.89,31.98,23.24,47.39,80.88,52.44,24.0,13.72,22.92,35.64,33.56,9.01
2019-04-16,72.66,31.49,31.07,16.85,43.8,60.07,37.48,23.01,13.71,19.01,38.16,23.47,9.01
2019-04-17,51.95,22.15,22.9,9.88,24.02,19.25,17.03,22.24,12.84,13.52,31.79,10.09,9.03
2019-04-18,80.54,20.06,26.29,14.28,32.92,36.23,30.26,20.24,22.02,16.55,34.21,9.61,9.03
2019-04-19,145.75,28.5,40.53,20.41,35.01,61.75,44.27,22.95,13.04,16.45,30.75,9.81,8.88
2019-04-20,196.03,15.64,40.0,28.08,47.25,85.24,66.54,21.16,13.33,15.43,30.89,9.96,9.03
2019-04-21,231.59,0.0,47.06,28.04,63.01,97.63,97.58,21.3,13.62,16.65,29.880000000000003,9.61,8.96
2019-04-22,163.83,0.0,63.54,45.65,86.71,146.95,88.51,23.1,13.91,17.27,28.87,9.72,9.04
2019-04-23,211.7,18.41,40.63,32.18,94.74,161.75,123.79,22.54,12.66,41.19,25.89,11.14,8.99
2019-04-24,71.51,12.07,39.62,20.21,50.19,69.67,42.8,24.81,13.8,25.92,34.02,9.93,9.03
2019-04-25,54.07,9.19,22.01,13.52,38.07,41.24,28.13,26.04,12.5,27.56,33.47,9.9,9.02
2019-04-26,181.23,18.62,33.81,23.83,60.38,95.1,72.42,26.03,13.39,21.11,33.88,9.99,8.98
2019-04-27,123.68,21.88,18.38,16.78,35.29,46.82,43.24,23.78,12.76,28.92,34.45,11.01,8.99
2019-04-28,130.66,50.15,18.12,18.79,39.37,57.17,43.69,24.33,12.84,20.39,,9.92,9.05
2019-04-29,184.66,78.42,28.07,19.13,58.65,107.93,65.32,22.26,12.92,20.9,,9.93,9.04
2019-04-30,113.38,28.68,47.07,28.14,74.14,74.39,57.56,22.39,12.63,18.44,,9.94,9.02
2019-05-01,114.99,41.86,47.0,24.25,62.97,84.12,73.8,19.38,13.4,17.75,,10.58,9.03
2019-05-02,65.17,45.16,39.99,14.57,53.82,55.39,46.2,20.35,13.63,16.18,,12.26,9.02
2019-05-03,84.08,61.89,36.33,13.94,46.37,48.52,41.41,20.63,13.1,13.35,,11.31,9.0
2019-05-04,123.03,66.45,67.57,14.55,39.51,79.21,60.04,21.04,13.89,15.2,,11.48,9.05
2019-05-05,135.08499999999998,16.9,49.27,20.59,73.87,91.72,69.02,20.74,13.27,24.5,,11.76,9.04
2019-05-06,147.14,49.12,74.72,12.68,91.87,127.43,108.52,21.22,13.06,39.92,40.47,11.8,9.01
2019-05-07,192.48,136.44,81.31,0.0,101.06,168.74,150.85,19.56,11.67,41.71,43.99,11.8,10.07
2019-05-08,222.0,91.95,127.12,0.0,112.24,151.35,133.92,22.095,12.68,43.5,32.34,,11.04
2019-05-09,184.56,33.08,59.85,18.03,61.39,84.87,73.27,24.63,13.39,45.29,41.07,,11.04
2019-05-10,134.99,59.75,29.47,17.71,44.33,35.2,32.83,25.89,14.22,47.08,34.74,,11.05
2019-05-11,138.88,69.31,31.16,19.07,53.39,52.39,33.55,20.76,12.65,15.84,23.55,,11.05
2019-05-12,123.92,74.97,23.45,13.75,82.47,41.22,33.99,17.83,13.72,18.11,26.013333333333332,,11.07
2019-05-13,131.4,97.25,48.91,12.56,69.03,62.18,52.27,20.26,13.13,22.83,28.47666666666667,,11.03
2019-05-14,98.1,65.65,28.85,9.02,36.0,44.12,30.08,18.63,13.61,15.63,30.94,34.54,11.02
2019-05-15,93.5,100.05,80.64,16.48,81.05,106.25,63.03,18.21,13.78,25.06,24.28,25.54,10.89
2019-05-16,151.19,70.67,62.63,14.6,64.0,64.77,56.83,19.73,13.56,22.1,29.765,28.63,11.02
2019-05-17,150.47,79.67,55.83,13.94,74.3,60.62,61.52,20.28,12.94,21.43,35.25,25.07,11.03
2019-05-18,144.31,43.34,18.74,8.27,24.86,27.87,28.31,21.5,13.2,26.04,30.67,25.13,11.02
2019-05-19,193.01,58.05,26.96,11.79,38.2,43.19,47.51,21.24,14.21,33.01,38.75,28.38,11.01
2019-05-20,256.92,85.66,57.02,16.91,51.93,74.47,79.3,23.3,14.42,15.56,24.32,27.61,10.87
2019-05-21,210.61,65.24,44.88,12.76,36.37,44.62,50.2,22.54,13.06,20.12,21.14,25.33,11.02
2019-05-22,219.18,72.74,39.33,16.67,56.6,66.26,66.55,23.95,13.58,19.84,21.85,27.79,15.93
2019-05-23,223.77,56.04,62.42,12.24,51.2,71.26,83.93,24.13,12.83,15.03,19.37,26.24,19.99
2019-05-24,121.4,38.75,30.9,11.11,47.08,47.5,49.95,22.81,13.11,28.52,20.17,24.17,20.09
2019-05-25,116.06,53.88,21.44,8.42,26.8,25.26,27.0,21.69,12.46,36.17,23.12,25.86,19.95
2019-05-26,145.84,25.33,33.68,8.27,36.99,45.3,38.92,21.76,15.94,33.13,25.99,23.36,19.9
2019-05-27,163.85,138.76,48.98,10.39,40.35,66.0,50.35,25.07,13.81,27.76,17.3,23.79,20.19
2019-05-28,203.78,140.61,53.48,14.31,46.96,76.35,62.39,23.17,12.32,22.23,21.24,23.65,19.84
2019-05-29,205.84,167.34,52.33,13.6,56.75,85.07,68.78,23.9,11.39,23.53,23.52,24.56,19.84
2019-05-30,251.61,195.97,81.11,22.71,76.84,144.47,141.03,22.95,11.92,22.2,20.66,26.99,20.03
2019-05-31,168.77,54.73,54.05,16.32,53.13,81.39,71.44,23.21,11.62,17.28,18.92,25.47,20.39
2019-06-01,91.52,123.9,83.09,13.79,49.8,93.03,87.07,23.38,10.92,23.02,15.51,25.8,20.39
2019-06-02,39.68,135.78,31.61,7.14,8.48,24.17,20.5,20.07,11.96,28.53,23.08,24.28,20.4
2019-06-03,26.38,220.35,30.46,5.34,7.63,19.52,15.83,22.1,11.84,14.69,12.24,27.85,20.64
2019-06-04,37.59,232.89,33.98,6.66,18.72,26.19,20.98,23.58,23.29,25.535,14.81,25.44,21.55
2019-06-05,64.32,132.48,35.8,7.79,26.17,28.61,32.48,23.685,30.89,36.38,15.42,27.29,22.39
2019-06-06,113.12,192.89,38.8,9.48,25.8,25.19,51.26,23.79,35.29,20.45,14.09,28.99,22.41
2019-06-07,50.95,215.06,27.89,7.48,22.59,31.61,25.65,26.47,28.07,18.34,13.33,20.62,22.43
2019-06-08,130.55,161.53,44.34,11.44,33.55,66.6,46.09,26.7,14.95,34.9,18.84,14.83,22.39
2019-06-09,238.14,109.64,72.07,9.99,69.17,139.13,140.5,24.6,15.62,19.96,13.94,10.26,22.4
2019-06-10,250.41,117.43,56.48,14.62,46.12,92.87,110.78,25.26,14.13,17.49,13.58,14.61,22.4
2019-06-11,215.59,197.39,49.92,19.4,34.5,104.8,75.32,35.98,14.74,14.62,13.53,13.22,27.59
2019-06-12,49.13,177.94,44.6,12.23,21.67,33.24,30.54,41.53,16.16,9.63,9.28,14.97,27.37
2019-06-13,79.85,84.29,28.24,10.45,16.91,28.41,35.43,35.4,14.09,12.73,9.08,13.71,27.41
2019-06-14,169.99,32.57,27.55,13.57,18.9,50.31,38.58,34.67,13.31,11.7,8.9,16.79,27.39
2019-06-15,197.74,42.71,43.41,16.48,22.88,74.62,60.46,34.51,13.71,14.2,9.43,14.16,27.39
2019-06-16,123.76,25.95,17.74,5.56,7.99,15.62,18.72,32.41,13.65,16.48,8.92,13.01,27.41
2019-06-17,186.68,27.43,20.88,7.45,11.12,26.1,25.8,37.76,13.59,14.25,9.48,15.05,27.39
2019-06-18,148.96,31.93,35.0,7.48,16.01,40.03,32.23,40.42,13.53,11.71,9.18,13.9,40.13
2019-06-19,98.2,38.33,43.85,11.02,26.61,45.82,45.51,30.03,13.47,13.09,9.01,14.22,27.02
2019-06-20,61.02,33.78,30.09,2.65,18.44,25.12,27.44,29.97,11.62,12.87,9.52,17.33,22.8
2019-06-21,74.18,39.74,39.8,4.2,24.32,37.05,37.89,31.91,24.88,20.0,16.7,19.77,23.7
2019-06-22,95.52,24.95,46.9,13.12,27.59,45.05,40.16,31.33,19.35,15.73,10.93,21.34,22.42
2019-06-23,27.12,25.17,26.38,14.15,15.16,14.52,14.25,30.14,19.14,22.56,13.43,23.57,19.36
2019-06-24,34.64,26.98,26.41,14.26,18.42,23.48,17.66,30.4,23.44,21.11,13.69,23.8,18.6
2019-06-25,53.68,25.3,24.69,19.06,19.62,28.62,23.64,31.94,24.99,25.33,17.39,24.95,18.68
2019-06-26,118.42,25.6,33.01,11.8,16.79,35.8,35.71,31.08,23.71,14.17,11.88,20.21,17.86
2019-06-27,153.42,26.47,33.23,26.92,18.57,45.7,34.77,31.99,21.82,18.3,8.94,23.35,17.18
2019-06-28,159.77,30.46,32.25,30.75,17.17,37.35,34.39,30.3,22.17,12.65,8.58,23.46,18.2
2019-06-29,150.02,21.69,25.9,25.3,25.9,29.75,33.31,31.32,21.36,12.59,8.51,29.2,17.84
2019-06-30,127.69,30.58,34.84,27.12,37.91,44.73,42.34,30.09,20.81,12.84,9.61,25.47,17.03
2019-07-01,86.02,24.5,27.54,20.66,27.8,29.51,25.05,30.55,21.66,13.32,9.04,22.35,17.34
2019-07-02,80.21,21.38,25.56,18.72,28.66,25.3,19.87,34.37,20.68,19.95,9.24,23.64,20.48
2019-07-03,29.29,39.44,27.79,17.16,29.09,19.08,11.74,30.38,21.5,14.96,9.32,24.43,24.18
2019-07-04,54.35,40.49,27.56,22.94,34.81,21.22,20.9,33.75,23.28,12.42,9.11,23.58,21.2
2019-07-05,74.51,44.02,38.85,27.23,50.14,38.41,38.62,31.76,25.62,13.69,9.2,23.37,21.08
2019-07-06,39.77,40.15,26.22,31.2,39.77,23.43,17.32,30.3,27.24,11.79,8.94,22.41,20.69
2019-07-07,68.27,40.945,22.2,31.07,25.76,27.99,18.52,30.24,22.08,8.71,8.42,21.33,22.12
2019-07-08,75.09,41.74,27.74,22.72,29.49,33.39,24.27,30.180000000000003,21.54,10.43,8.45,23.5,22.36
2019-07-09,89.46,37.0,25.29,18.04,27.05,26.15,20.18,30.12,23.99,11.1,8.48,22.87,21.37
2019-07-10,93.1,42.48,23.64,24.24,24.92,23.62,23.61,33.07,25.52,9.6,7.59,21.37,19.4
2019-07-11,131.21,71.62,26.75,16.05,26.61,31.89,22.11,34.34,27.39,11.24,8.07,26.03,20.1
2019-07-12,103.36,46.51,20.11,19.51,26.68,22.27,19.38,35.21,17.76,17.72,11.76,20.42,21.37
2019-07-13,108.89,19.29,17.55,18.07,19.86,20.25,16.18,32.96,18.17,17.02,18.15,21.13,19.41
2019-07-14,92.04,20.11,20.26,16.41,24.65,20.99,16.82,31.48,16.52,17.99,19.17,19.27,18.93
2019-07-15,51.85,24.7,30.08,16.97,31.57,36.63,18.09,32.39,18.08,19.58,19.68,19.62,19.53
2019-07-16,51.21,22.81,28.85,19.3,32.43,34.5,15.4,33.05,18.16,24.71,21.09,24.74,19.27
2019-07-17,82.76,17.82,25.99,17.8,24.34,28.74,22.98,33.25,19.53,15.0,9.6,24.28,19.39
2019-07-18,117.53,24.22,36.63,22.01,28.43,37.93,26.34,32.74,18.34,12.6,10.8,21.81,19.84
2019-07-19,77.46,37.08,67.12,26.95,49.74,55.36,49.17,31.79,19.99,13.92,13.34,20.65,20.94
2019-07-20,64.29,23.68,39.7,21.48,37.99,43.49,24.45,32.15,17.14,14.04,12.71,20.81,20.01
2019-07-21,90.43,25.25,42.73,25.84,44.07,46.99,29.03,32.34,21.7,14.159999999999998,12.44,17.6,18.7
2019-07-22,80.55,34.85,65.52,27.58,64.57,58.41,48.62,31.06,20.79,14.28,14.49,23.04,18.9
2019-07-23,81.57,36.9,68.24,20.67,53.08,58.35,40.4,32.57,18.3,11.16,10.39,24.57,19.09
2019-07-24,113.57,30.75,56.51,15.47,33.97,38.33,30.11,35.8,19.17,13.37,9.88,20.99,19.69
2019-07-25,91.62,18.47,30.17,13.15,22.52,24.89,32.92,33.26,24.26,15.44,9.09,20.78,19.42
2019-07-26,43.44,21.33,36.33,13.48,32.32,29.75,28.21,32.29,21.36,14.34,9.18,30.23,19.28
2019-07-27,28.92,18.26,32.16,13.75,34.29,34.78,26.56,31.87,20.87,6.86,8.42,27.95,18.81
2019-07-28,32.84,16.04,21.16,18.97,28.06,19.84,24.46,29.95,21.48,10.5,8.99,29.07,18.19
2019-07-29,31.46,18.33,21.45,17.4,31.63,24.24,24.05,30.37,22.25,14.14,8.41,22.6,18.57
2019-07-30,39.06,16.74,24.49,15.87,33.26,30.95,26.32,33.14,23.51,17.78,8.44,24.07,19.06
2019-07-31,30.69,12.93,23.01,12.33,32.17,24.73,24.46,31.62,23.42,16.66,9.03,24.4,18.35
2019-08-01,33.66,12.69,23.87,10.0,27.55,21.69,25.45,28.62,18.8,12.96,8.93,21.53,18.26
2019-08-02,50.51,11.99,21.37,9.94,27.89,28.72,26.5,31.16,18.7,11.82,8.31,25.63,18.27
2019-08-03,49.55,11.22,22.21,33.73,37.4,31.51,28.88,30.83,17.24,10.59,7.55,21.54,18.87
2019-08-04,56.49,11.63,22.82,16.02,33.26,36.75,24.46,0.0,16.04,10.04,7.71,20.61,21.44
2019-08-05,49.9,11.95,43.02,15.67,29.7,30.46,26.25,32.27,17.26,12.28,7.86,25.19,20.1
2019-08-06,81.98,11.91,44.14,12.11,31.4,40.79,25.78,31.01,17.83,13.03,8.55,28.29,17.25
2019-08-07,74.3,11.11,40.61,16.36,42.8,59.71,37.84,33.13,17.91,13.47,8.79,21.47,11.28
2019-08-08,42.48,11.32,32.05,9.61,34.29,31.51,32.04,31.35,15.23,12.6,7.54,23.9,9.67
2019-08-09,32.21,11.82,23.26,13.37,29.14,21.6,20.54,29.14,13.41,8.7,7.14,23.96,17.2
2019-08-10,54.586666666666666,10.75,20.15,18.46,22.23,16.8,19.36,32.52,11.9,10.52,7.64,22.21,16.64
2019-08-11,76.96333333333334,10.7,21.65,32.0,20.05,16.79,20.93,29.22,11.94,12.87,8.24,21.71,16.27
2019-08-12,99.34,10.88,17.57,10.52,16.88,28.56,21.72,33.57,12.91,9.59,9.39,22.06,16.04
2019-08-13,109.37,12.84,26.71,11.53,24.2,25.99,20.62,33.58,13.62,14.33,11.1,19.76,16.83
2019-08-14,114.52,13.84,25.2,11.78,29.63,42.3,20.02,32.98,18.91,16.62,13.74,20.27,10.23
2019-08-15,60.75,11.57,22.73,11.89,27.71,38.93,19.42,27.18,13.11,12.8,8.7,30.67,16.13
2019-08-16,27.92,12.35,19.19,10.09,25.47,19.7,18.82,30.89,15.97,12.68,10.72,20.65,14.64
2019-08-17,26.66,13.8,18.09,10.32,21.43,16.39,18.41,32.99,23.51,13.98,11.99,22.46,12.1
2019-08-18,110.11,10.75,16.69,10.5,24.37,10.72,20.4,32.58,19.46,19.94,16.11,18.95,12.52
2019-08-19,106.03,14.03,32.49,14.58,39.17,37.86,36.46,40.69,18.8,16.29,11.98,21.93,12.43
2019-08-20,107.68,13.25,29.26,11.93,27.75,42.76,26.13,44.4,17.8,22.99,12.27,20.43,11.93
2019-08-21,111.78,11.89,29.99,11.03,23.31,37.93,24.53,40.89,10.55,15.63,9.74,23.17,12.92
2019-08-22,125.37,13.33,51.29,17.01,41.23,50.76,33.42,39.57,9.92,10.85,9.2,21.89,12.23
2019-08-23,168.39,11.06,57.44,23.09,77.77,59.54,40.09,36.97,11.14,11.07,9.8,22.11,12.44
2019-08-24,165.26,8.64,53.52,21.95,89.94,58.97,45.55,34.53,9.34,13.07,8.88,21.78,13.37
2019-08-25,50.6,10.32,28.21,21.52,32.97,24.52,27.48,32.85,15.7,13.5,8.92,22.17,12.31
2019-08-26,52.6,12.59,37.81,74.39,44.49,31.19,25.41,30.54,22.06,20.0,9.8,30.16,12.91
2019-08-27,69.46,11.25,40.32,20.02,43.81,35.26,25.32,33.83,13.49,17.24,9.28,33.43,13.63
2019-08-28,45.93,11.3,43.26,17.47,32.89,25.79,29.38,34.67,12.51,13.46,9.35,23.03,13.8
2019-08-29,40.1,11.4,30.73,14.86,22.55,18.13,29.37,35.97,10.08,14.76,10.59,21.65,13.28
2019-08-30,61.69,11.11,28.85,14.99,22.93,23.84,39.31,33.97,11.12,17.01,11.29,23.53,12.83
2019-08-31,112.09,11.74,36.69,17.26,33.64,41.44,52.64,31.36,9.44,17.07,12.46,24.73,8.34
2019-09-01,37.82,10.845,34.63,19.04,27.83,35.8,37.86,33.67,9.7,15.74,5.28,24.44,0.0
2019-09-02,51.41,9.95,25.86,17.16,23.03,25.99,22.25,27.37,9.02,13.72,5.72,17.72,7.89
2019-09-03,77.37,10.48,26.37,18.46,32.91,41.25,40.36,29.64,9.57,17.59,4.22,23.6,13.37
2019-09-04,59.85,10.2,32.06,19.4,36.46,36.52,33.51,37.5,9.92,17.72,5.77,21.57,13.16
2019-09-05,29.28,10.17,31.47,21.2,29.29,19.32,27.34,24.09,10.27,14.75,11.29,22.36,12.31
2019-09-06,40.35,10.88,34.62,18.06,30.26,19.56,26.32,28.59,11.22,16.86,5.14,25.27,12.39
2019-09-07,47.54,10.5,32.42,18.26,36.32,17.93,24.35,29.19,12.0,15.14,5.08,13.37,14.29
2019-09-08,55.56,10.13,21.39,15.4,30.26,21.29,30.6,27.235,9.4,11.3,4.71,14.53,17.57
2019-09-09,77.27,10.5,24.06,13.72,30.11,25.53,39.93,25.28,8.76,14.71,5.13,14.19,17.58
2019-09-10,82.65,10.28,32.23,19.73,34.05,28.05,46.76,36.47,9.04,12.82,5.07,13.65,17.14
2019-09-11,61.93,10.46,47.8,20.47,36.59,30.46,47.51,0.0,9.94,21.0,5.63,13.93,15.96
2019-09-12,33.07,11.23,34.75,17.53,30.09,22.71,39.39,,9.55,16.05,5.44,13.98,15.83
2019-09-13,38.9,13.33,28.47,14.48,27.97,17.62,36.68,,9.56,15.4,5.32,14.13,15.65
2019-09-14,29.67,20.13,22.27,12.31,28.75,15.75,32.62,,9.43,17.17,5.56,13.84,15.54
2019-09-15,39.24,21.63,25.11,18.38,27.23,15.46,36.09,,10.0,21.42,7.58,13.6,16.3
2019-09-16,102.53,21.01,34.59,17.35,38.57,26.72,66.03,31.5,8.69,19.91,6.83,13.7,16.18
2019-09-17,97.22,20.45,27.72,16.23,35.96,30.52,50.1,35.08,10.86,20.25,5.73,13.78,15.43
2019-09-18,29.67,21.35,22.7,16.75,30.96,19.19,35.78,32.85,10.2,20.54,10.87,13.88,16.25
2019-09-19,21.89,20.68,17.56,13.94,27.17,15.89,29.19,31.77,10.16,27.72,11.6,14.43,20.08
2019-09-20,39.82,22.22,21.71,25.34,30.23,20.09,39.41,32.82,9.66,28.78,7.64,12.1,19.58
2019-09-21,68.48,20.67,20.71,19.98,28.26,20.02,44.97,33.64,,27.04,9.19,8.1,18.24
2019-09-22,54.64,21.68,24.01,24.58,32.345,19.54,45.98,36.79,,20.07,9.28,7.46,19.93
2019-09-23,43.94,22.24,20.57,16.77,36.43,20.08,43.65,39.92,,38.4,9.11,7.45,19.44
2019-09-24,63.16,21.53,22.47,19.35,37.55,27.69,49.08,34.66,,28.98,8.96,7.15,17.49
2019-09-25,46.74,22.86,17.47,16.74,32.31,30.32,42.32,31.92,,22.87,9.16,6.58,18.75
2019-09-26,31.23,20.92,26.69,17.78,42.28,20.9,39.03,32.71,10.62,17.61,9.48,6.73,19.85
2019-09-27,28.02,22.44,30.38,18.73,36.91,2.28,37.81,35.95,9.99,20.84,7.25,7.58,16.02
2019-09-28,34.47,21.34,34.0,20.75,40.6,5.86,40.19,33.94,6.53,16.27,6.04,7.03,15.51
2019-09-29,22.46,20.26,29.72,16.83,28.13,0.46,28.02,34.71,7.92,26.74,8.85,6.58,15.21
2019-09-30,34.99,22.07,37.98,12.46,32.13,14.37,21.27,34.68,7.52,53.72,11.87,6.44,17.78
2019-10-01,33.33,22.3,39.06,18.03,30.66,0.52,40.65,36.93,6.36,47.5,9.42,10.68,17.93
2019-10-02,60.31,22.27,45.36,18.96,34.02,0.3,36.04,39.72,6.61,16.61,14.94,25.9,17.38
2019-10-03,115.52,24.24,47.28,26.46,57.59,0.62,37.89,40.58,7.34,35.82,12.29,24.49,28.39
2019-10-04,115.66,21.47,36.48,19.98,30.37,30.36,36.48,42.42,6.72,38.12,8.23,23.04,25.62
2019-10-05,107.67,21.64,30.92,21.32,30.88,61.48,30.9,50.15,9.03,28.67,11.43,18.58,18.9
2019-10-06,117.55,20.18,27.75,21.56,29.15,54.7,31.32,32.19,9.24,27.98,14.45,16.62,25.79
2019-10-07,106.41,20.89,23.36,41.64,19.99,31.92,30.33,31.23,9.25,26.89,13.16,17.39,29.09
2019-10-08,98.83,20.98,24.48,44.18,20.1,50.13,40.54,27.67,8.32,19.52,15.54,17.6,39.46
2019-10-09,101.19,22.94,53.92,50.66,64.2,114.13,79.93,39.46,9.51,22.66,16.81,18.72,47.76
2019-10-10,89.07,23.34,47.99,43.61,73.71,109.25,73.66,45.88,9.06,29.46,21.39,16.98,43.53
2019-10-11,145.13,22.73,51.98,26.13,46.83,111.45,65.93,52.73,11.22,35.65,18.32,16.43,58.71
2019-10-12,117.95,23.34,46.22,21.04,36.26,119.37,68.15,38.22,10.996666666666668,33.56,18.45,16.33,63.14
2019-10-13,146.45,23.51,70.87,28.34,50.05,129.4,101.01,30.94,10.773333333333335,29.9,18.19,16.31,64.52
2019-10-14,177.72,23.02,63.97,27.48,53.5,162.04,99.59,44.37,10.55,18.49,19.98,15.5,77.63
2019-10-15,177.27,24.31,85.46,54.31,124.91,182.03,122.34,34.32,11.13,19.3,21.99,16.79,44.61
2019-10-16,83.09,25.72,78.76,39.06,61.97,146.66,70.35,28.3,10.9,18.195,22.05,17.23,62.43
2019-10-17,50.66,22.36,50.98,32.27,43.49,77.95,52.2,34.06,11.38,17.09,22.53,15.68,66.84
2019-10-18,60.28,23.86,44.2,23.38,31.79,44.18,45.76,29.76,11.52,16.55,12.42,16.39,76.63
2019-10-19,149.44,21.93,43.96,29.34,38.24,63.96,68.76,29.02,11.68,13.68,21.11,18.2,91.45
2019-10-20,177.93,22.14,47.58,27.98,45.095,42.14,66.19,29.06,10.98,18.75,21.29,17.94,37.54
2019-10-21,171.52,22.11,43.47,29.44,51.95,44.74,59.44,33.18,11.21,17.74,21.13,18.12,35.03
2019-10-22,203.23,22.62,43.86,37.34,35.17,45.94,80.77,27.59,11.04,36.86,11.49,20.23,67.85
2019-10-23,264.75,25.2,78.1,46.04,63.95,94.77,124.88,30.55,10.88,36.4,8.63,18.21,138.07
2019-10-24,201.01,26.14,140.18,90.38,137.84,272.23,182.96,28.24,9.84,26.02,7.58,19.35,114.34
2019-10-25,143.48,24.35,86.06,39.2,68.96,120.22,62.55,31.59,10.99,40.24,2.87,18.18,59.21
2019-10-26,178.91,25.64,124.9,51.63,90.66,87.32,93.05,29.72,11.92,22.48,0.02,21.81,123.4
2019-10-27,283.37,24.64,53.7,35.33,64.88,51.88,107.45,29.94,14.06,23.11,15.04,37.81,111.16
2019-10-28,253.18,24.18,57.35,36.48,37.97,41.01,104.8,26.27,18.05,19.28,28.14,26.39,133.4
2019-10-29,305.64,24.93,87.59,46.59,67.64,99.31,146.44,22.24,22.27,22.19,28.76,32.56,134.28
2019-10-30,319.38,33.98,92.85,68.35,98.79,111.45,162.06,23.98,23.01,24.74,27.37,31.98,95.67
2019-10-31,304.3,51.56,124.52,56.7,113.77,132.44,195.71,26.51,23.12,15.88,26.26,35.0,126.67
2019-11-01,252.87,,136.46,49.9,76.89,97.5,146.56,28.51,22.67,17.89,25.77,33.72,113.35
2019-11-02,205.25,,61.13,30.04,39.5,49.22,76.82,35.44,23.72,23.64,37.82,33.53,190.18
2019-11-03,209.65,,48.63,27.83,29.93,38.41,68.9,30.5,24.7,17.3,25.49,34.68,78.37
2019-11-04,196.07,,42.92,30.19,31.22,44.03,58.88,48.4,25.62,21.92,25.92,35.93,59.33
2019-11-05,150.88,65.79,37.61,36.91,34.31,52.61,65.07,55.09,21.56,33.78,28.34,39.09,54.07
2019-11-06,185.96,55.51,93.33,36.22,53.71,69.82,107.61,44.17,11.76,39.15,27.2,31.36,77.93
2019-11-07,138.75,45.34,72.74,39.05,65.53,16.26,67.35,43.34,12.13,24.6,25.23,28.98,167.09
2019-11-08,191.46,47.58,89.09,39.85,70.97,17.62,95.73,37.23,10.92,54.26,24.51,28.82,160.4
2019-11-09,201.57,40.5,46.43,28.43,32.24,29.05,56.11,33.33,11.593333333333334,29.75,21.56,24.85,143.17
2019-11-10,212.05,39.11,45.02,32.99,40.07,35.89,63.11,29.52,12.266666666666667,22.8,20.17,28.97,78.97
2019-11-11,195.97,50.39,52.36,40.4,64.06,68.35,75.28,34.49,12.94,20.29,29.11,25.46,43.99
2019-11-12,224.4,65.62,70.49,38.4,66.57,85.04,82.48,32.56,10.74,16.16,31.04,28.97,110.43
2019-11-13,210.69,68.11,89.37,56.83,104.91,119.97,111.82,34.11,13.29,21.38,30.98,27.98,141.7
2019-11-14,255.82,79.46,126.78,78.98,94.19,148.23,156.52,33.76,13.76,15.75,31.0,19.14,160.36
2019-11-15,192.94,48.89,80.14,51.22,67.3,71.38,89.71,36.33,13.52,21.99,31.79,22.13,133.03
2019-11-16,115.64,43.23,45.81,28.02,40.52,28.84,49.86,32.36,13.68,22.3,32.65,22.38,101.89
2019-11-17,107.75,65.69,26.75,20.92,29.55,11.41,38.7,27.57,12.63,20.91,28.8,22.6,50.58
2019-11-18,219.18,62.48,37.53,34.89,46.24,16.58,56.25,31.48,14.95,23.06,30.02,18.4,21.46
2019-11-19,188.0,79.24,67.98,52.84,46.89,28.17,104.64,31.15,14.64,19.63,34.6,23.21,21.0
2019-11-20,82.9,123.83,104.74,57.65,72.22,39.03,160.08,29.72,12.89,22.28,63.38,19.1,21.01
2019-11-21,64.4,159.24,178.58,153.21,90.86,183.21,132.38,35.6,14.1,27.49,43.28,15.92,71.83
2019-11-22,50.3,103.77,94.39,75.35,91.56,123.31,57.67,30.22,13.11,28.87,36.43,19.21,56.92
2019-11-23,237.49,70.1,55.91,30.34,37.33,36.24,99.77,33.71,11.75,39.34,34.83,34.36,38.97
2019-11-24,156.8,61.22,35.83,25.37,29.22,18.8,49.39,31.79,11.98,35.32,32.05,23.54,57.46
2019-11-25,143.71,93.98,65.1,41.1,52.94,87.54,70.71,33.14,13.95,28.05,20.38,21.14,68.95
2019-11-26,89.53,91.67,79.64,49.61,60.3,105.88,31.4,32.67,13.33,26.21,0.09,22.5,123.64
2019-11-27,76.38,72.77,44.15,26.69,43.51,41.2,47.59,35.79,9.08,25.51,0.17,17.21,58.52
2019-11-28,48.93,59.05,30.39,19.36,32.28,14.86,29.9,38.48,14.65,25.81,23.54,17.9,30.04
2019-11-29,122.69,67.67,41.78,33.43,45.29,47.07,59.0,36.23,16.22,26.42,34.33,18.77,52.54
