Date,DL002,DL014,DL019,DL021,DL028,DL031,DL033,KA009,KA010,TG005,TG006,TN001,UP012
2015-10-16,204.31,28.71,84.28,,134.37,182.46,64.79,45.02,,3.57,1.93,26.78,6.24
2015-10-17,183.165,20.07,73.535,,123.47,148.46,93.35,25.75,,1.86,1.98,22.42,6.24
2015-10-18,162.02,11.43,62.79,,112.57,114.46,74.42,32.47,,1.21,1.95,24.58,6.24
2015-10-19,191.04,8.23,113.98,,142.41,156.65,68.67,23.21,,2.76,1.89,19.01,6.24
2015-10-20,255.68,7.45,207.02,,249.59,226.19,133.67,12.72,,8.66,1.89,17.17,6.24
2015-10-21,172.25,6.72,54.15,,78.15,148.86,45.53,9.82,,9.75,1.84,20.4,6.53
2015-10-22,175.99,6.553333333333333,57.7,,131.76,137.42,43.54,11.02,,4.87,1.79,20.06,6.24
2015-10-23,219.56,6.386666666666666,97.84,,55.96,142.96,66.34,12.46,,3.84,1.94,32.73,6.24
2015-10-24,239.29,6.22,133.95,,93.265,174.37,109.0,12.61,,3.52,1.87,18.93,6.24
2015-10-25,97.2,6.01,158.5,,130.57,107.18,63.01,10.22,,3.23,1.94,20.38,6.24
2015-10-26,102.16,6.03,39.97,,114.9,70.29,43.83,13.39,,3.22,1.91,19.04,6.24
2015-10-27,129.84,6.07,116.535,,88.61,168.24,58.67,17.85,,3.28,1.87,23.76,6.24
2015-10-28,126.44,13.68,193.1,21.63,89.82,141.44,50.89,9.67,,3.16,1.84,22.0,6.24
2015-10-29,97.3,41.33,83.94,13.95,109.59,159.57,56.39,15.52,,3.12,1.96,21.38,6.24
2015-10-30,90.1,47.81,82.64,3.43,97.92,109.03,57.52,7.62,,3.05,2.38,21.7,6.24
2015-10-31,117.28,71.02,109.875,4.91,147.08,118.465,136.67,11.6,,3.17,1.97,23.41,6.24
2015-11-01,144.46,87.71,137.11,4.84,196.24,127.9,141.47,6.35,,2.97,1.0,20.8,6.24
2015-11-02,152.76,80.78,177.36,26.31,218.99,140.05,112.58,5.97,,2.98,0.95,17.47,6.24
2015-11-03,141.46,65.75,167.03,64.72,183.33,225.32,75.21,7.49,,3.05,1.03,12.05,6.24
2015-11-04,213.9,87.35,235.03,45.45,237.13,90.11,158.73,5.37,,4.09,0.81,13.12,6.24
2015-11-05,170.78,41.57,152.66,30.7,150.75,155.87,59.19,13.08,,11.56,0.85,12.09,6.24
2015-11-06,171.94,43.92,103.34,31.41,139.18,125.82,54.2,7.04,,40.85,0.85,12.04,6.24
2015-11-07,240.39,44.78,120.75,34.64,161.69,246.98,76.73,6.08,20.73,42.07,1.02,12.71,6.24
2015-11-08,179.02,32.81,83.22,44.25,151.75,246.49,52.2,4.85,18.49,26.94,0.94,12.65,6.24
2015-11-09,244.97,68.88,149.96,74.35,247.6,208.86,103.33,4.53,16.25,35.86,0.92,12.67,6.24
2015-11-10,328.17,73.85,172.11,114.77,249.14,162.27,115.72,2.7,14.01,42.5,0.96,13.39,6.24
2015-11-11,191.15,32.92,51.0,25.12,83.65,147.22,41.33,4.62,23.006666666666668,26.17,1.15,15.1,6.73
2015-11-12,257.97,41.24,51.24,20.18,98.86,121.67,40.71,4.36,32.00333333333334,41.67,0.93,16.58,8.7
2015-11-13,166.77,44.08,86.94,26.18,98.36,165.65,52.47,6.36,41.0,44.09,0.88,16.91,6.24
2015-11-14,52.0,35.69,103.52,22.07,81.84,148.04,46.18,5.62,31.02,42.45,2.19,17.03,6.24
2015-11-15,36.37,73.79,140.78,43.69499999999999,101.84,153.5,108.02,5.485,26.69,55.22,2.0,15.55,6.24
2015-11-16,143.38,70.8,205.91,65.32,169.84,311.53,136.93,5.3500000000000005,21.17,26.11,2.03,13.69,6.24
2015-11-17,206.65,43.17,83.08,46.43,107.34,216.38,59.52,5.215000000000001,20.54,21.11,3.92,15.25,6.24
2015-11-18,306.18,64.31,122.69,92.18,153.8,146.47,126.53,5.08,25.28,19.13,4.1,15.31,6.24
2015-11-19,231.43,90.08,216.78,115.61,187.83,240.16,178.87,8.6,33.57,14.5,3.84,18.48,6.24
2015-11-20,238.15,114.07,215.55,132.41,259.57,232.08,198.92,4.39,31.1,18.55,4.0,16.78,6.24
2015-11-21,238.17,96.27,207.89,139.91,161.48,177.06,150.24,3.68,29.86,22.13,4.0,13.95,6.24
2015-11-22,221.49,88.31,208.41,100.42,112.96,151.66,185.0,2.34,22.87,21.89,5.5,12.54,6.24
2015-11-23,192.43,122.55,254.89,141.99,215.24,165.94,172.19,4.16,38.0,20.84,5.28,11.68,6.24
2015-11-24,301.62,163.0,194.32,138.59,197.9,134.79,160.78,5.2,42.58,21.9,5.36,14.79,6.24
2015-11-25,147.23,,79.72,41.36,94.03,156.31,71.24,7.87,46.66,38.76,5.33,13.18,6.24
2015-11-26,135.7,,212.13,71.44,222.45,221.97,151.48,13.73,54.0,64.02,5.42,11.73,6.24
2015-11-27,138.51,,157.53,44.56,169.29,190.09,118.99,8.55,47.13,38.06,5.52,14.8,6.24
2015-11-28,123.23,,83.77,45.28,149.18,122.47,62.22,9.6,36.64,23.75,4.99,17.06,6.24
2015-11-29,289.23,,123.81,74.64,221.34,159.79,104.78,4.67,31.4,19.29,5.21,11.5,6.24
2015-11-30,293.27,,153.84,102.83,231.42,267.55,173.36,4.0,32.8,18.7,5.21,13.19,6.24
2015-12-01,184.53,182.88,114.26,43.76,138.59,192.88,90.63,4.03,27.91,22.34,5.16,11.84,6.24
2015-12-02,250.01,193.97,94.74,43.6,159.57,177.64,86.72,4.23,25.35,22.29,5.29,10.49,6.24
2015-12-03,286.11,131.64,93.34,22.62,100.25,158.43,66.82,7.06,30.14,27.06,5.33,8.18,6.24
2015-12-04,299.08,95.17,83.07,41.43,93.77,98.88,95.0,9.61,29.19,30.42,4.69,9.5925,6.39
2015-12-05,344.16,173.65,248.92,110.62,192.69,105.43,214.4,15.93,24.6,35.1,5.31,11.005,6.56
2015-12-06,170.13,154.47,127.36,109.33,206.36,135.87,187.71,15.75,28.57,30.73,5.14,12.4175,6.24
2015-12-07,260.15,121.94,180.38,31.73,145.67,145.6,84.17,17.2,32.54,38.93,4.97,13.83,6.24
2015-12-08,329.99,220.23,255.7,52.99,285.66,193.28,181.67,17.06,37.18,41.86,5.38,12.0,6.24
2015-12-09,141.98,118.64,148.4,46.86,193.79,138.11,132.72,15.42,32.51,39.7,5.4,12.26,6.24
2015-12-10,152.29,69.0,136.29,30.98,187.0,159.47,74.68,17.97,30.96,37.85,5.22,15.4,6.24
2015-12-11,257.07,,103.65,18.02,129.2,183.79,64.61,8.26,41.92,33.49,5.09,11.71,6.24
2015-12-12,260.65,,76.58,20.04,83.49,131.42,63.4,6.97,33.67,40.01,5.14,14.06,6.24
2015-12-13,306.27,,98.98,40.59,124.1,142.1,89.7,4.95,31.27,21.97,5.14,19.02,6.24
2015-12-14,336.43,,136.38,24.83,128.55,223.7,83.36,5.31,23.74,24.73,5.07,14.51,6.24
2015-12-15,,,,49.59,,,93.74,6.79,73.19,32.79,5.15,15.64,6.24
2015-12-16,,,,44.4,,,172.16,8.61,41.4,30.82,5.19,18.06,6.24
2015-12-17,,,,62.94,,,128.51,8.88,33.46,30.52,5.27,17.03,6.24
2015-12-18,,,,62.47,,,100.87,18.56,55.73,30.71,5.16,17.71,6.24
2015-12-19,,,,51.96,,,88.19,9.69,54.6,34.06,5.28,22.7,6.24
2015-12-20,,200.37,,105.23,,,183.55,10.28,38.04,19.99,5.21,76.8,6.24
2015-12-21,,142.91,,60.23,,,102.95,13.5,53.9,23.12,5.1,66.02,6.24
2015-12-22,139.95,230.35,232.42,110.6,186.84,132.04,196.25,18.37,64.1,31.68,5.28,57.97,6.24
2015-12-23,352.14,129.88,170.14,48.63,161.78,241.56,144.12,19.34,40.14,31.02,5.05,56.23,6.24
2015-12-24,301.14,56.15,63.9,11.02,131.07,236.51,17.04,25.19,33.89,26.83,5.14,47.53,6.24
2015-12-25,278.03,70.96,66.22,11.67,97.29,152.46,22.2,13.09,25.74,19.16,5.21,60.22,7.57
2015-12-26,293.64,117.59,74.51,9.51,114.74,177.33,24.04,9.26,23.53,25.8,5.23,30.64,12.24
2015-12-27,280.9,100.75,51.13,14.12,99.79,153.75,21.99,6.74,24.42,31.69,5.37,15.5,19.05
2015-12-28,243.65,86.83,27.58,8.18,77.59,91.27,18.28,31.36,34.84,49.46,5.4,21.42,14.88
2015-12-29,276.73,81.7,32.99,7.03,91.89,126.29,20.76,20.51,34.02,87.26,5.61,37.88,13.435
2015-12-30,329.52,146.04,116.63,26.14,164.6,216.35,41.66,26.27,30.56,104.16,5.48,30.6,11.99
2015-12-31,266.52,116.23,178.71,29.54,202.73,234.09,57.4,45.48,33.51,98.86,5.58,33.65,6.24
2016-01-01,279.64,118.74,198.26,21.99,160.43,242.88,92.03,20.37,39.27,48.53,5.18,33.15,
2016-01-02,256.84,84.1,139.2,27.12,161.47,239.32,77.67,32.74,52.36,42.64,5.32,32.31333333333333,
2016-01-03,301.01,64.57,106.48,28.45,92.72,125.97,69.49,38.2,53.72,43.65,5.26,31.476666666666667,
2016-01-04,206.75,109.35,277.02,34.46,248.54,295.81,150.6,31.28,58.36,43.41,5.28,30.64,
2016-01-05,199.47,90.42,243.41,35.24,282.71,226.5,134.77,42.85,64.26,42.92,5.2,41.44,6.24
2016-01-06,233.02,137.67,233.53,33.36,226.12,165.5,118.14,35.95,39.24,61.12,5.25,40.88,6.24
2016-01-07,302.82,,270.35,58.76,281.57,181.5,185.32,50.08,36.7,29.55,5.41,33.87,6.24
2016-01-08,335.77,,225.35,21.86,175.99,215.49,120.29,42.97,34.16,45.72,5.41,50.09,6.24
2016-01-09,266.54,,203.24666666666667,13.75,81.72,121.03,46.6,42.39,,76.55,5.17,43.03,6.24
2016-01-10,284.61,,181.14333333333332,19.96,97.36,160.63,83.85,20.12,,66.31,5.23,42.82,6.24
2016-01-11,296.74,,159.04,54.81,259.88,143.15,158.11,20.2,,57.14,5.38,42.51,6.24
2016-01-12,195.26,,198.96,33.53,182.8,161.93,104.66,24.09,,73.17,5.43,44.73,6.24
2016-01-13,160.61,,107.68,11.78,103.71,139.21,51.46,24.01,92.58,79.0,5.04,51.18,6.24
2016-01-14,190.69,,64.82,7.44,86.7,103.66,3.52,42.22,76.9,30.6,5.3,43.54,6.24
2016-01-15,197.26,34.98,45.5,8.49,66.06,85.94,16.32,35.879999999999995,49.72,16.36,5.19,27.06,6.24
2016-01-16,159.43,17.82,37.88,11.2,65.76,73.33,32.48,29.54,79.62,21.73,5.22,24.09,6.24
2016-01-17,130.22,31.94,81.81,21.3,104.84,132.87,22.78,16.39,51.62,19.37,5.23,20.7,6.24
2016-01-18,232.02,64.8,152.71,40.64,198.05,265.54,1.53,22.52,68.65,22.73,5.21,24.02,6.24
2016-01-19,202.11,28.59,87.94,17.04,92.66,122.25,17.87,22.24,86.35,21.71,5.21,24.58,6.24
2016-01-20,191.07,26.77,63.34,22.02,98.94,115.32,2.02,26.82,63.26,28.81,5.21,20.63,6.24
2016-01-21,174.21,23.97,68.99000000000001,19.11,92.91,138.9,16.81,38.13,51.39,22.09,5.31,18.79,6.24
2016-01-22,157.5,28.96,74.64000000000001,48.53,203.97,273.01,64.23,19.82,39.52,22.02,5.5,22.98,6.24
2016-01-23,210.7,58.75,80.29000000000002,31.99,193.76,201.85,59.83,11.32,24.62,28.84,5.28,16.01,6.24
2016-01-24,219.9,,85.94,17.45,103.19,135.16,75.63,9.76,13.78,22.85,5.28,10.32,6.24
2016-01-25,229.1,,77.95,16.1,100.55,131.12,34.78,13.82,28.5,29.76,5.15,12.82,6.24
2016-01-26,139.69,,114.62,29.45,143.36,173.0,29.77,12.97,29.4,,5.36,16.06,6.24
2016-01-27,235.48,,162.25,33.78,203.87,162.25,23.11,17.11,31.8,,5.12,15.41,6.24
2016-01-28,288.94,,147.89,45.41,205.4,289.55,21.66,46.6,26.52,,5.3,20.04,6.24
2016-01-29,201.43,,208.53,44.91,198.2,215.9,48.4,19.15,36.17,,5.53,20.3,6.24
2016-01-30,204.79,,239.64,44.41,275.15,233.68,111.81,23.43,27.73,,5.37,21.05,6.24
2016-01-31,217.5425,,95.42,17.42,112.41,134.62,46.04,32.72,32.41,,5.18,17.09,15.52
2016-02-01,230.295,,51.99,18.82,101.67,147.63,44.63,35.9,34.86,,5.31,20.32,15.42
2016-02-02,243.0475,,66.25,21.15,94.91,177.5,48.19,39.19,40.35,,5.24,21.74,7.28
2016-02-03,255.8,,58.16,22.78,84.97,137.46,79.24,34.37,38.14,,5.47,21.46,6.24
2016-02-04,209.88,,81.23,39.73,109.23,115.82,110.29,31.5,24.94,40.58,5.38,23.23,6.24
2016-02-05,249.66,,183.4,75.14,166.29,201.06,141.34,29.94,23.96,32.57,5.11,17.81,6.24
2016-02-06,76.27,,150.95,75.7,148.36,159.04,172.53,25.52,16.56,23.99,5.27,17.22,6.24
2016-02-07,112.73,,79.5,20.23,114.72,158.05,59.11,27.1,29.6025,20.67,5.26,17.66,6.24
2016-02-08,205.32,,80.4,23.68,99.99,163.26,53.9,20.46,42.645,22.98,5.2,14.93,6.24
2016-02-09,238.43,,75.47,31.77,92.65,135.54,56.37,24.21,55.6875,25.14,5.25,19.82,6.24
2016-02-10,255.19,,161.73,36.72,163.7,249.05,114.04,27.23,68.73,28.07,5.29,20.77,6.24
2016-02-11,162.13,,136.9,23.56,134.75,79.6,51.44,20.49,23.11,22.94,5.17,17.36,6.24
2016-02-12,181.94,,102.06,22.13,154.35,189.99,2.03,28.04,17.4,23.86,5.22,26.59,6.24
2016-02-13,131.56,,49.97,11.66,100.45,125.51,2.04,23.47,19.36,22.82,4.92,16.83,6.24
2016-02-14,174.38,,54.82,18.12,81.18,103.06,2.03,17.09,10.95,18.22,5.11,19.94,6.24
2016-02-15,160.44,,48.77,12.46,91.91,136.47,1.97,24.37,14.54,22.39,5.01,21.6,6.24
2016-02-16,161.25,,73.78,15.01,94.42,141.24,60.2,13.95,15.87,22.66,4.93,18.95,6.24
2016-02-17,182.23,,80.51,16.85,96.42,152.06,52.66,14.83,9.27,29.68,5.37,16.37,6.24
2016-02-18,211.53,,81.94,24.36,112.54,152.95,46.57,14.99,5.12,26.02,5.17,16.83,6.24
2016-02-19,242.65,,106.59,18.22,128.62,155.74,40.75,15.15,8.71,35.43,5.22,20.04,6.24
2016-02-20,226.08,,127.77,18.94,153.54,156.83,26.42,16.1,16.6,47.15,5.51,17.51,6.24
2016-02-21,142.74,,16.8,6.88,41.96,31.51,6.96,15.51,23.06,63.96,5.44,10.97,6.24
2016-02-22,123.03,,34.1,9.2,59.99,70.15,6.15,15.54,22.63,42.53,5.34,9.37,6.24
2016-02-23,244.695,,66.01,11.61,85.26,74.54,8.33,16.85,22.46,19.68,5.24,19.44,6.24
2016-02-24,366.36,,184.23,22.02,208.97,220.45,19.93,14.08,16.99,21.45,5.13,11.5,6.24
2016-02-25,155.3,,197.47,20.8,169.76,259.58,8.05,11.03,13.67,24.11,5.07,11.92,8.06
2016-02-26,140.97750000000002,,187.13,20.31,172.98,130.81,5.03,13.17,14.81,18.54,5.2,11.17,7.37
2016-02-27,126.65500000000002,,145.53,45.96,193.09,118.91,5.05,12.54,22.08,19.11,5.06,18.43,6.24
2016-02-28,112.3325,,165.02,49.21,217.78,149.29,5.03,9.99,16.18,22.5,5.23,9.61,6.24
2016-02-29,98.01,,177.31,30.3,252.97,192.83,26.07,10.71,19.38,22.67,5.15,12.38,6.24
2016-03-01,264.44,,178.35,62.84,238.92,135.78,59.55,10.99,17.57,20.51,5.11,14.71,6.24
2016-03-02,395.86,,136.71,,249.33,193.79,131.3,11.65,21.05,23.2,5.29,16.56,6.24
2016-03-03,235.74,,160.56,,247.03,166.88,67.02,10.9,15.12,27.25,5.29,13.99,6.24
2016-03-04,344.85,,53.31,,93.76,125.19,34.07,17.83,14.87,27.69,5.23,18.21,6.24
2016-03-05,216.28500000000005,,27.66,,67.15,65.34,22.31,13.14,15.28,27.43,5.22,14.58,6.24
2016-03-06,87.72,,27.58,,79.63,74.23,27.71,8.34,13.13,22.06,5.34,9.91,6.24
2016-03-07,166.35,,27.5,13.92,79.71,92.02,33.82,8.66,14.73,19.09,5.27,13.65,6.24
2016-03-08,167.75,,28.43,13.86,64.92,74.39,26.49,10.34,16.51,22.54,5.24,12.33,6.24
2016-03-09,205.54,,45.27,20.74,84.58,155.52,34.97,17.41,13.72,32.61,5.17,13.92,6.24
2016-03-10,322.68,,82.3,25.01,92.55,177.87,38.32,26.44,14.07,39.93,5.41,14.66,6.24
2016-03-11,,,126.66,33.5,167.24,173.8325,54.76,25.99,12.34,41.32,5.25,11.06,6.24
2016-03-12,,,104.85666666666668,14.33,134.85,169.79500000000002,23.95,15.68,7.74,31.79,5.29,10.53,6.24
2016-03-13,,,83.05333333333334,9.01,102.45999999999998,165.75750000000002,17.28,10.05,6.7,20.8,5.17,9.7,6.24
2016-03-14,,,61.25,13.64,70.07,161.72,31.89,9.89,6.31,20.12,5.43,6.34,6.24
2016-03-15,,,144.65,37.69,49.16,99.43,58.76,8.76,26.59,20.51,5.1,8.42,6.24
2016-03-16,259.17,,16.12,11.41,90.37,69.04,19.24,14.04,14.29,24.25,5.31,7.76,6.24
2016-03-17,143.45,,106.24,15.12,98.41,107.16,31.54,14.4,7.28,25.45,5.053333333333333,6.09,6.24
2016-03-18,137.64666666666665,,72.25,15.4,123.07,101.93,28.5,10.59,18.6,,4.796666666666666,7.66,6.24
2016-03-19,131.8433333333333,,77.06,30.62,226.03,228.27,59.26,13.57,54.34,,4.54,,6.24
2016-03-20,126.04,,125.2,20.81,126.88,184.55,42.74,16.36,90.08,,5.31,,6.83
2016-03-21,125.7,,13.52,9.55,51.93,51.56,20.46,17.17,125.82,,5.66,,6.66
2016-03-22,66.65,,17.03,8.74,48.21,32.62,16.3,14.29,74.34,9.89,5.62,,6.22
2016-03-23,181.53,,20.67,9.3,87.13,55.5,28.54,11.71,91.34,45.88,5.62,,6.24
2016-03-24,114.455,,47.235,12.46,183.22,175.01,57.72,12.97,36.83,23.16,5.38,18.37,6.24
2016-03-25,47.38,,73.8,15.62,169.53,147.06,48.01,11.6,6.89,26.2,5.17,15.02,6.24
2016-03-26,196.29,,58.23,10.7,62.48,83.29,22.81,19.5,5.34,25.77,5.21,10.22,6.24
2016-03-27,185.985,,26.87,9.42,59.04,54.89,20.45,25.04,4.77,22.53,5.23,7.31,6.24
2016-03-28,175.68,,29.49,13.58,76.01,100.18,29.44,29.91,6.21,20.6,5.45,8.61,6.24
2016-03-29,237.67,,32.41,13.76,52.15,66.3,26.88,16.02,4.65,24.54,5.36,10.22,6.24
2016-03-30,179.93,,92.21,16.77,126.3,120.61,40.98,13.83,9.13,25.64,5.3,8.98,6.24
2016-03-31,168.66,,159.54,48.62,245.54,200.07,98.23,14.01,7.22,21.51,5.28,7.13,6.24
2016-04-01,157.39,,,12.23,206.08666666666667,173.45,27.87,13.51,14.4,29.48,5.18,7.9,6.24
2016-04-02,146.11999999999998,,,15.15,166.63333333333335,146.82999999999998,46.16,16.38,15.25,28.325000000000003,12.16,7.02,6.24
2016-04-03,134.85,,,34.94,127.18,120.21,100.03,6.48,12.11,27.17,19.14,4.98,6.24
2016-04-04,402.27,,,17.85,117.11,30.31,61.18,17.64,17.3,30.88,26.12,7.48,6.24
2016-04-05,276.75,,,9.47,,109.11,29.14,13.98,23.83,24.52,23.78,7.86,6.24
2016-04-06,151.23,,,15.07,,107.7,34.35,18.29,13.52,29.92,29.9,10.07,6.24
2016-04-07,235.91,,,18.44,,116.39,43.43,10.2,9.49,21.4,26.01,8.13,6.24
2016-04-08,138.54,,,13.81,,107.81,37.41,6.34,7.07,30.97,22.25,7.4,6.24
2016-04-09,242.61,,,22.66,106.01,176.44,60.52,5.82,6.01,30.796666666666667,21.16,8.23,6.24
2016-04-10,179.46,,133.26,12.11,79.34,85.32,41.09,4.23,5.21,30.62333333333333,21.91,10.32,6.24
2016-04-11,118.34,,27.0,11.73,65.59,42.4,25.53,6.58,7.73,30.45,25.8,10.92,6.6
2016-04-12,158.46,,29.52,9.58,57.59,39.18,25.76,4.59,10.05,49.43,26.36,13.19,6.24
2016-04-13,197.53,,38.17,13.66,111.47,93.78,31.59,5.73,9.44,38.33,27.88,11.8,6.24
2016-04-14,198.7,,59.53,21.24,86.74,94.82,49.21,4.63,9.25,39.31,31.04,9.23,6.24
2016-04-15,328.54,,384.52,31.05,148.21,166.68,103.69,4.26,7.88,19.32,18.98,9.57,6.24
2016-04-16,317.94500000000005,,220.56,25.53,153.92000000000002,124.29,91.86,3.97,7.77,20.71,16.25,10.39,6.24
2016-04-17,307.35,,56.6,25.19,159.63,81.9,51.89,4.23,8.2,19.63,16.27,12.25,6.24
2016-04-18,235.59,,51.52,15.81,89.93,93.05,43.88,6.87,14.28,22.27,25.6,10.39,6.24
2016-04-19,167.86,,82.29,21.32,128.89,213.59,52.75,6.62,11.5,23.66,25.5,13.08,6.24
2016-04-20,238.49,,35.41,13.51,67.03,83.44,34.27,7.68,10.36,32.98,26.94,14.15,6.24
2016-04-21,156.02,,27.75,10.36,66.22,58.93,28.02,5.6,6.91,23.77,23.53,10.02,6.24
2016-04-22,153.10666666666668,,31.2,13.77,70.17,110.8,26.92,7.88,6.13,,28.75,10.32,6.24
2016-04-23,150.19333333333336,,43.42,12.96,94.32,93.71,35.13,24.34,11.58,,13.84,9.14,6.24
2016-04-24,147.28,,72.97,27.16,182.64,145.57,68.62,17.13,14.43,,23.73,8.48,6.24
2016-04-25,266.51,,58.93,16.61,133.65,117.33,48.21,16.38,4.96,,33.62,9.22,6.24
2016-04-26,257.33,,114.13,30.83,165.62,171.89,51.78,21.13,5.13,30.73,34.65,9.98,6.24
2016-04-27,241.54,,148.62,58.69,126.61,144.19,157.54,18.56,10.87,26.55,37.87,12.12,6.24
2016-04-28,280.95,,150.49,27.84,152.81,130.49,91.63,17.78,7.47,27.17,36.73,12.17,6.24
2016-04-29,266.6,,120.12,30.27,168.44,155.63,64.79,17.41,6.65,25.89,30.68,13.02,6.24
2016-04-30,231.64,,102.3325,35.67,151.7475,146.285,77.46,14.29,8.43,33.03,24.28,11.74,6.24
2016-05-01,196.68,,84.54500000000002,33.16,135.055,136.94,105.8,13.43,12.2,29.93,26.99,13.53,6.24
2016-05-02,161.72,,66.75750000000002,17.13,118.3625,127.595,62.56,15.81,9.74,20.18,21.96,10.57,6.24
2016-05-03,126.76,,48.97,11.8,101.67,118.25,36.82,20.25,12.82,25.56,30.76,11.69,6.24
2016-05-04,113.3,,78.9,14.99,107.82,125.06,37.13,14.28,5.43,17.25,19.66,12.62,6.24
2016-05-05,92.0,,55.6,12.39,83.31,68.4,34.65,13.7,6.12,33.73,24.09,14.25,11.69
2016-05-06,139.8,,79.03,14.73,85.45,105.99,34.08,12.21,8.26,25.75,39.13,13.01,6.24
2016-05-07,148.94,,90.53,15.18,94.1,84.72,33.49,13.17,58.49,34.04,53.76,12.81,6.24
2016-05-08,70.91,,62.63,12.55,106.3,101.6,28.44,8.58,193.86,44.81,50.08,13.02,6.24
2016-05-09,44.11,,43.35,8.98,83.99,59.57,20.37,9.16,17.54,32.24,33.45,12.02,6.24
2016-05-10,63.91,,48.48,10.0,94.66,69.15,18.54,8.42,12.43,20.33,28.58,12.68,6.24
2016-05-11,81.29,,49.1,9.53,89.49,64.74,29.0,10.03,4.4,54.42,41.0,14.39,6.24
2016-05-12,135.06,,54.0,13.13,98.09,106.74,33.5,17.73,3.93,55.97,38.34,12.88,6.24
2016-05-13,218.48,,59.67,14.14,88.02,102.42,45.58,7.01,2.77,26.47,31.91,12.68,
2016-05-14,170.89,,57.365,15.23,107.04,93.76,41.39,12.573333333333332,41.93,21.93,30.68,12.36,
2016-05-15,136.64,,55.06,14.01,93.995,166.48,,18.136666666666663,4.39,17.8,23.97,11.66,
2016-05-16,206.85,,53.24,15.09,80.95,147.42,,23.7,4.11,21.91,29.79,14.46,
2016-05-17,228.11,,41.06,,79.93,125.82,,11.35,4.430000000000001,20.29,26.73,20.09,
2016-05-18,214.93,,65.31,,117.95,163.38,,7.6,4.750000000000001,22.57,27.79,21.29,
2016-05-19,65.9,,73.22,,106.89,101.86,,2.85,5.07,23.42,21.44,19.26,
2016-05-20,54.5,,48.12,,84.09,70.11,,4.67,3.92,16.19,22.25,17.24,
2016-05-21,37.46,,35.27,,65.97,41.82,,4.2,3.98,20.99,17.29,15.9,
2016-05-22,,,35.42,,67.24,58.27,,4.71,3.43,24.12,20.11,13.28,
2016-05-23,,,39.71,,58.42,66.29,,4.49,4.72,20.82,18.27,15.05,
2016-05-24,,,57.56,8.6,72.48,71.83,,4.89,3.59,29.87,20.68,14.29,
2016-05-25,,,61.32,21.52,64.63,113.02,17.87,6.87,4.84,36.27,20.91,14.62,
2016-05-26,,,73.0,34.44,88.53,103.25,32.19,6.57,3.77,32.95,16.95,15.24,6.24
2016-05-27,,,76.25,14.32,88.48,116.87,28.99,6.06,3.67,21.88,15.36,12.19,6.24
2016-05-28,,,31.51,13.57,47.83,65.79,19.17,7.02,3.54,18.74,16.96,12.45,6.24
2016-05-29,,,26.02,15.76,48.42,32.19,9.84,6.16,3.64,18.55,18.03,11.66,6.24
2016-05-30,226.51,,52.05,17.95,79.87,92.89,18.45,15.77,3.73,20.01,,8.06,6.24
2016-05-31,175.98,,66.82,17.46,91.66,88.07,23.58,29.6,4.82,26.49,,9.22,6.24
2016-06-01,159.65,,36.15,20.42,57.32,76.01,18.9,33.74,5.36,34.36,,10.13,6.24
2016-06-02,226.25,,51.47,12.95,72.91,88.67,21.91,25.59,6.15,26.63,,12.1,
2016-06-03,189.75,,105.1,21.94,121.58,190.57,41.1,,6.67,31.26,,,
2016-06-04,137.65,,99.31,29.45,139.22,138.43,31.54,,6.86,17.63,,,
2016-06-05,37.47,,31.91,,64.05,42.76,11.73,,5.85,18.04,,,
2016-06-06,64.39,,41.19,,84.32,57.79,16.06,,5.56,19.86,,,
2016-06-07,63.44,,45.26,,84.48,64.36,28.41,,7.43,39.23,,,
2016-06-08,64.02,,56.02,,93.46,70.2,33.31,,5.99,21.26,,,
2016-06-09,89.2,,48.4,,88.36,68.5,26.61,,6.3,19.74,,,6.24
2016-06-10,134.02,,58.11,,82.7,69.64,29.63,,6.41,15.95,,,6.24
2016-06-11,159.98,,30.4,,52.98,42.46,24.31,,6.31,13.67,,,6.24
2016-06-12,199.75,,29.93,,47.98,43.16,23.1,,5.6,19.58,,,6.24
2016-06-13,196.63,,22.22,,39.3,41.5,25.95,,6.27,18.0,,,6.24
2016-06-14,182.34,,28.89,,40.94,52.64,22.29,,7.99,15.57,,16.97,6.24
2016-06-15,110.01,,41.64,5.49,76.35,59.39,22.4,,8.67,18.28,,15.08,6.24
2016-06-16,51.01,,29.37,7.82,63.17,41.0,19.43,,6.81,16.83,,13.75,6.24
2016-06-17,99.48,,49.61,12.81,95.82,68.96,32.95,40.9,8.51,17.43,,12.49,6.24
2016-06-18,45.74,,31.81,17.47,86.4,44.39,22.38,27.02,8.68,18.42,,11.43,6.24
2016-06-19,51.49,,25.32,21.82,69.35,36.9,17.74,10.1,7.77,18.08,,10.18,6.24
2016-06-20,74.47,,38.46,23.73,81.03,63.67,24.68,10.74,8.13,16.99,,10.23,6.24
2016-06-21,54.23,,30.43,23.15,55.14,46.36,18.0,12.22,10.07,24.1,,11.93,6.24
2016-06-22,60.42,,36.22,21.82,69.71,58.34,21.06,10.93,8.91,19.25,,12.51,6.24
2016-06-23,118.38,,33.57,21.87,54.24,42.76,22.93,10.29,10.12,17.03,,15.23,6.24
2016-06-24,152.77,,31.73,21.35,54.15,55.69,19.24,9.07,9.87,16.0,,16.47,6.24
