Date,BR007,DL002,DL019,DL021,DL028,DL033,KA003,MH005,TG005,TN004,UP012,UP014
2015-10-28,0.46,13.39,3.17,0.9,1.27,0.43,,0.0,0.86,,,
2015-10-29,0.26,13.19,2.5,0.98,1.06,0.49,,0.0,0.77,,,
2015-10-30,0.21,11.0,1.88,1.14,0.66,0.61,,0.0,0.83,,,
2015-10-31,0.33,18.21,3.42,2.85,1.06,1.11,,0.0,0.75,,,
2015-11-01,0.48,25.42,4.96,2.6,1.46,1.08,11.14,0.0,0.82,22.34,,
2015-11-02,0.37,27.98,5.66,1.77,1.67,0.94,1.95,0.0,0.86,30.77,,
2015-11-03,0.38,19.09,6.32,1.58,1.39,0.82,2.14,0.0,0.95,20.516666666666666,,
2015-11-04,0.29,24.3,6.58,3.53,1.86,1.42,2.67,0.0,0.88,10.263333333333334,,
2015-11-05,0.33,12.41,3.91,1.45,1.21,0.38,3.94,0.0,0.74,0.01,,
2015-11-06,0.48,12.61,3.24,0.94,1.09,0.75,3.02,0.0,1.04,0.01,,
2015-11-07,0.48,21.98,5.51,1.63,1.77,0.64,2.41,0.0,1.02,,,
2015-11-08,0.46,12.82,4.59,0.94,0.99,0.42,1.5,0.0,0.85,,,
2015-11-09,0.48,20.69,5.99,2.28,1.5,2.41,1.28,0.0,0.83,,,
2015-11-10,0.44,20.52,7.46,6.17,1.56,6.04,1.12,0.0,0.97,,,
2015-11-11,0.35,9.42,3.7,0.72,0.93,1.17,3.26,0.0,0.68,,,
2015-11-12,0.36,10.37,3.12,0.8,1.18,1.16,1.07,0.0,0.97,,,
2015-11-13,0.35,11.73,4.24,1.04,1.79,1.49,2.08,0.0,1.25,,,
2015-11-14,0.35,8.61,3.77,0.87,1.54,1.31,1.82,0.0,0.9,,,
2015-11-15,0.4,12.45,4.05,1.73,1.5,3.06,1.48,0.0,1.56,,,
2015-11-16,0.46,14.95,4.59,2.59,1.77,4.22,0.87,0.0,0.96,,,
2015-11-17,0.41,7.22,3.19,1.84,1.14,1.69,1.086666666666667,0.0,0.49,,,
2015-11-18,0.39,9.37,5.08,3.66,2.06,4.38,1.3033333333333332,0.0,0.54,,,
2015-11-19,0.42,9.1,7.14,4.73,2.64,7.99,1.52,0.0,0.37,,,
2015-11-20,0.46,9.42,12.14,5.25,3.66,11.12,0.74,0.0,0.57,,,
2015-11-21,0.53,13.26,10.24,5.55,3.62,9.69,0.8866666666666666,0.0,0.64,,,
2015-11-22,0.76,9.98,7.77,3.98,2.67,7.38,1.0333333333333332,0.0,0.73,,,
2015-11-23,0.58,10.15,8.41,5.63,2.98,10.42,1.18,0.0,0.65,,,
2015-11-24,0.5,9.0,11.29,5.49,3.28,9.2,1.02,0.0,0.85,,,
2015-11-25,0.45,2.0,5.04,1.64,1.91,2.02,1.32,0.0,0.97,,,
2015-11-26,0.4,4.04,4.55,2.83,1.45,4.3,1.53,0.0,1.22,,,
2015-11-27,0.47,4.2,5.46,1.77,1.38,3.38,1.69,0.0,1.08,,,
2015-11-28,0.41,1.19,3.9,1.8,1.06,1.77,1.56,0.0,0.97,,,
2015-11-29,0.3,3.7,5.29,2.96,1.48,2.97,1.01,0.0,0.92,,,
2015-11-30,0.48,6.84,6.35,4.08,2.85,4.92,1.11,0.0,0.77,,,
2015-12-01,0.48,4.37,3.85,1.76,1.29,2.57,0.97,0.0,0.64,,,
2015-12-02,0.37,3.15,4.88,1.73,1.36,2.53,0.73,0.0,0.78,,,
2015-12-03,0.34,8.65,4.31,0.9,2.8,1.9,0.98,0.0,0.82,,,
2015-12-04,0.47,3.64,5.0,1.79,2.68,2.7,1.0,0.0,0.85,,,
2015-12-05,0.49,9.34,8.81,4.39,2.1,7.3,0.77,0.0,0.75,,,
2015-12-06,0.39,3.07,4.3,4.33,1.27,5.33,0.71,0.0,0.72,,,
2015-12-07,0.41,3.55,4.31,1.26,1.24,2.39,0.88,0.0,0.76,,,
2015-12-08,0.41,5.94,6.6,2.1,1.65,5.16,1.01,0.0,0.84,,,37.16
2015-12-09,0.4,4.15,5.92,1.86,1.13,3.96,1.16,0.0,0.79,,,18.77
2015-12-10,0.34,1.52,4.32,1.23,0.74,2.12,0.99,0.0,0.81,,,0.55
2015-12-11,0.39,3.35,4.07,0.72,0.82,1.83,1.43,0.0,0.64,,,0.19
2015-12-12,0.46,4.64,4.6,0.79,0.86,1.8,1.29,0.0,0.95,,,18.66
2015-12-13,0.42,4.92,4.42,1.61,0.9,2.55,0.91,0.0,0.78,,0.99,10.15
2015-12-14,0.36,6.34,5.24,0.98,1.07,2.37,1.29,0.0,0.68,,0.25,11.73
2015-12-15,0.36,,,1.97,,2.66,1.18,0.0,0.73,,0.39,10.04
2015-12-16,0.47,,,1.76,,4.89,1.22,0.0,0.74,,0.48,17.2
2015-12-17,0.55,,,2.49,,3.65,0.97,0.0,0.68,,0.94,16.16
2015-12-18,0.46,,,2.48,,3.05,1.61,0.0,0.74,,1.4,8.47
2015-12-19,0.48,,,2.06,,3.13,1.43,0.0,0.75,,0.42,0.44
2015-12-20,0.88,,,4.17,,6.51,1.17,0.0,0.71,,0.34,0.82
2015-12-21,0.49,,,2.39,,3.65,1.33,0.0,0.62,,0.36,
2015-12-22,0.5,5.18,3.48,8.72,1.48,6.96,1.96,0.0,0.81,,0.32,
2015-12-23,0.53,7.28,8.69,14.56,2.16,5.11,1.58,0.0,0.69,,0.26,
2015-12-24,0.43,2.53,3.68,5.54,0.96,0.6,1.41,0.0,0.88,,0.3,
2015-12-25,0.39,1.74,3.62,5.13,1.73,0.79,1.12,0.0,0.67,,0.43,
2015-12-26,0.39,2.16,4.26,4.62,1.4,0.85,1.12,0.0,0.6,,0.42,
2015-12-27,0.5,1.76,4.47,6.06,0.87,0.78,1.15,0.0,0.72,,0.39,
2015-12-28,0.5,1.69,3.37,4.56,0.73,0.65,1.21,0.0,0.71,,0.41,
2015-12-29,0.51,1.84,3.74,4.85,1.29,0.74,1.43,0.0,1.59,,0.41,
2015-12-30,0.97,4.28,5.64,6.58,1.14,1.48,1.59,0.0,1.52,,0.34,
2015-12-31,0.91,3.35,6.27,8.74,1.11,2.04,1.53,0.0,1.5,,0.21,
2016-01-01,0.88,2.82,6.18,8.13,1.44,3.26,0.91,0.0,1.0,,0.23,
2016-01-02,0.73,1.99,5.86,10.94,0.98,2.76,1.88,0.0,0.83,,0.23,
2016-01-03,0.71,2.05,5.23,8.16,0.88,2.46,2.36,0.0,0.87,,0.33,
2016-01-04,0.66,4.6,6.64,8.37,1.42,5.89,1.95,0.0,0.89,,0.33,
2016-01-05,0.71,3.21,5.85,9.53,1.1,5.6,1.92,0.0,0.73,,0.26,
2016-01-06,0.79,2.61,6.78,12.04,0.8,4.91,1.25,0.0,0.96,,0.27,5.29
2016-01-07,0.5,2.78,8.08,18.12,1.49,7.7,27.62,0.0,0.67,,0.3,
2016-01-08,0.44,2.48,9.78,9.94,1.49,5.0,1.01,0.0,0.72,,2.43,
2016-01-09,0.32,0.71,6.69,4.98,1.37,1.94,2.62,0.0,0.9,,46.87,
2016-01-10,0.34,1.22,3.6,5.02,0.8,3.49,2.29,0.0,0.78,,45.09,
2016-01-11,0.46,1.67,5.59,9.69,0.9,6.59,1.67,0.0,0.69,,0.34,
2016-01-12,0.57,1.53,5.0,6.92,0.77,4.35,1.76,0.0,1.0,,0.05,2.36
2016-01-13,0.58,0.74,3.63,3.92,0.81,2.16,1.56,0.0,0.95,,6.94,
2016-01-14,0.66,0.56,3.16,2.84,0.5,0.15,1.56,0.0,0.67,,13.83,
2016-01-15,0.52,0.4,3.01,2.73,0.6,0.75,1.14,0.0,0.48,,11.085,
2016-01-16,0.34,0.29,2.3,3.51,0.57,1.35,1.36,0.0,0.47,,8.34,
2016-01-17,0.38,0.5,1.97,2.49,0.42,0.95,0.97,0.0,0.48,,5.595,
2016-01-18,0.34,1.32,4.2,5.1,0.86,0.06,1.05,0.0,0.41,,2.85,
2016-01-19,0.43,0.7,4.19,3.87,0.59,2.3,0.67,0.0,0.42,,22.395,
2016-01-20,0.3,0.43,4.1,7.48,0.59,3.96,0.95,0.0,0.71,,41.94,
2016-01-21,0.3,0.45,4.1675,8.15,0.5,3.4,0.62,0.0,0.35,16.77,20.88,
2016-01-22,0.3,7.99,4.234999999999999,10.61,0.64,4.15,0.84,0.0,0.4,11.48,20.19,
2016-01-23,0.36,37.09,4.302499999999999,4.51,0.8,5.4,0.81,0.0,0.48,10.62,19.5,
2016-01-24,0.76,40.14,4.37,4.45,0.69,4.66,0.76,0.0,0.55,14.53,23.34,
2016-01-25,0.56,30.95,3.6,2.93,0.53,3.21,0.64,0.0,0.56,4.51,24.05,
2016-01-26,0.48,31.01,4.22,4.94,0.68,4.5,0.63,0.0,,6.45,27.28,
2016-01-27,0.41,34.45,4.53,4.85,0.79,5.94,0.89,0.0,,5.37,30.51,0.31
2016-01-28,0.37,41.7,5.98,7.81,0.95,6.11,1.38,0.0,,5.4,3.65,0.15
2016-01-29,0.49,50.11,7.08,5.945,1.17,11.95,1.45,0.0,,5.59,,0.19
2016-01-30,0.51,41.52,5.43,4.08,1.07,7.17,1.02,0.0,,6.73,,0.13
2016-01-31,0.49,38.345,4.14,3.97,0.55,3.32,2.02,0.0,,6.57,,
2016-02-01,0.47,35.17,2.72,2.73,0.43,2.2,1.16,0.0,,9.88,,
2016-02-02,0.43,31.995,3.55,3.1,0.57,3.42,1.84,0.0,,14.04,,
2016-02-03,0.25,28.82,3.85,2.57,0.78,5.51,1.72,0.0,,13.63,67.52,
2016-02-04,0.29,25.31,3.87,5.515000000000001,1.06,7.6,1.67,0.0,0.52,10.01,96.90666666666668,
2016-02-05,0.42,39.89,6.34,8.46,1.18,9.69,1.4,0.0,0.53,8.06,126.29333333333334,
2016-02-06,0.4225,57.75,7.44,4.91,1.3,10.59,0.8,0.0,0.44,8.95,155.68,
2016-02-07,0.425,19.1,3.21,2.89,0.47,6.53,0.89,0.0,0.44,12.26,159.76333333333335,
2016-02-08,0.4275,23.12,3.16,3.44,0.49,4.9,0.6,0.0,0.44,3.56,163.8466666666667,
2016-02-09,0.43,29.31,4.27,3.49,0.82,5.72,0.88,0.0,0.43,6.6,167.93,
2016-02-10,0.35,34.83,5.87,2.63,1.07,7.96,1.36,0.0,0.45,7.68,186.43,
2016-02-11,0.49,26.04,3.47,1.74,0.62,4.85,2.4,0.0,0.44,6.84,,
2016-02-12,0.36,25.82,3.72,2.47,0.62,0.01,1.67,0.0,0.37,6.7,,
2016-02-13,0.61,20.13,2.99,1.84,0.35,,1.21,0.0,0.34,5.46,,
2016-02-14,0.44,15.91,2.54,2.73,0.39,,1.47,0.0,0.34,2.28,,
2016-02-15,0.46,20.6,2.62,2.14,0.36,,1.19,0.0,0.29,5.31,,0.3
2016-02-16,0.38,22.78,2.98,3.37,0.39,,0.68,0.0,0.29,3.62,,0.2933333333333333
2016-02-17,0.31,25.37,3.19,3.36,0.5,4.39,0.94,0.0,0.31,2.44,,0.2866666666666667
2016-02-18,0.23,29.72,4.27,4.16,0.99,2.42,0.74,0.0,0.26,,,0.28
2016-02-19,0.21,35.94,5.35,4.08,1.02,3.04,1.22,0.0,0.3,,,1.46
2016-02-20,0.31,36.25,5.52,3.35,1.22,2.7,0.98,0.0,0.4,,,1.29
2016-02-21,0.25,12.88,2.01,1.17,0.56,1.94,1.16,0.0,0.63,,,0.82
2016-02-22,0.18,15.9,2.02,1.82,0.73,1.2,1.01,0.0,0.48,,4.43,1.18
2016-02-23,0.24,25.785,2.74,1.47,0.85,1.41,1.08,0.0,0.38,,6.52,3.14
2016-02-24,0.36,35.67,4.17,2.24,1.06,1.94,0.89,0.0,0.32,,4.59,2.74
2016-02-25,0.38,23.22,2.7,1.81,0.53,1.22,0.89,0.0,0.23,0.81,5.9,1.4
2016-02-26,0.33,23.39,3.31,2.63,0.55,0.33,0.51,0.0,0.19,0.79,3.92,0.8
2016-02-27,0.36,23.56,3.83,4.53,0.57,0.33,0.45,0.0,0.15,1.04,1.97,0.48
2016-02-28,0.37,23.730000000000004,4.57,5.25,0.68,0.33,0.67,0.0,0.18,1.65,1.18,0.38
2016-02-29,0.3,23.9,3.93,3.34,0.69,4.84,0.74,0.0,0.18,1.93,2.07,0.64
2016-03-01,0.4,42.42,5.66,9.87,0.94,13.13,0.81,0.0,0.19,2.14,6.46,0.72
2016-03-02,0.32,48.22,4.81,,0.76,7.49,0.87,0.0,0.25,4.04,3.95,0.8
2016-03-03,0.36,35.94,5.08,,0.64,5.38,0.87,0.0,0.25,3.87,4.41,0.47
2016-03-04,0.37,32.38,3.9,,0.74,3.48,1.02,0.0,0.28,1.73,2.01,0.35
2016-03-05,0.42,26.950000000000003,2.16,,0.35,1.79,0.94,0.0,0.2,2.5,1.46,0.29
2016-03-06,0.38,21.52,2.265,,0.25,1.49,0.62,0.0,0.21,2.13,3.1,0.17
2016-03-07,0.2,22.85,2.37,1.24,0.42,2.24,0.63,0.0,0.19,1.89,1.71,0.37
2016-03-08,0.17,16.3,2.53,1.83,0.4,1.7,0.92,0.0,0.19,1.96,1.13,0.31
2016-03-09,0.19,18.73,2.88,3.69,0.58,2.99,0.94,0.0,0.28,1.46,0.77,0.33
2016-03-10,0.14,35.32,4.2,2.91,0.8,2.86,0.96,0.0,0.34,0.87,0.82,0.35
2016-03-11,0.19,,4.56,3.45,0.53,3.34,4.06,0.0,0.29,0.66,1.52,0.34
2016-03-12,0.17,,3.6566666666666654,1.3,0.45,1.8,2.83,0.0,0.26,0.78,0.61,0.32
2016-03-13,0.1,,2.753333333333333,0.78,0.37,1.08,1.8,0.0,0.23,1.32,0.32,0.23
2016-03-14,0.21,,1.85,1.28,0.29,1.84,1.67,0.0,0.23,2.22,0.91,0.27
2016-03-15,0.21,,3.63,4.11,0.56,2.97,1.68,0.0,0.21,2.45,0.94,0.35
2016-03-16,0.15,16.55,1.96,1.97,1.01,2.85,3.0,0.0,0.24,2.64,2.6,0.3
2016-03-17,0.23,20.44,1.9,1.31,0.44,1.62,1.41,0.0,0.24,2.35,1.28,0.33
2016-03-18,0.27,18.886666666666667,1.49,1.37,0.41,1.57,1.49,0.0,,2.44,1.37,0.37
2016-03-19,0.28,17.333333333333332,2.2,2.22,0.63,3.26,2.42,0.0,,3.13,0.41,0.22
2016-03-20,0.245,15.78,2.1,2.03,0.38,2.35,2.165,0.0,,3.71,0.55,0.26
2016-03-21,0.21,13.42,1.26,1.08,0.17,1.13,1.91,0.0,,2.55,1.41,0.34
2016-03-22,0.11,8.75,1.79,1.11,0.4,1.25,1.74,0.0,0.1,,1.47,0.44
2016-03-23,0.21,14.21,1.26,1.96,0.61,2.35,1.11,0.0,0.53,,2.68,0.44
2016-03-24,0.34,14.965,2.55,2.69,0.55,3.96,1.19,0.0,0.22,,1.2,0.59
2016-03-25,0.33,15.72,3.84,3.42,0.63,3.42,1.85,0.0,0.3,,0.99,0.56
2016-03-26,0.3,17.03,3.09,1.8,0.38,2.04,2.72,0.0,0.25,1.9,1.08,0.43
2016-03-27,0.31,16.095,1.41,1.82,0.19,1.9,2.36,0.0,0.28,2.25,1.06,0.84
2016-03-28,0.18,15.16,1.4,2.8,0.3,2.4,1.95,0.0,0.21,2.11,1.53,0.39
2016-03-29,0.24,20.32,1.49,1.79,0.43,2.26,1.49,0.0,0.27,1.69,1.05,0.62
2016-03-30,0.26,15.07,2.94,3.2,0.4,3.04,1.53,0.0,0.3,1.87,0.38,0.36
2016-03-31,0.22,16.2675,3.31,1.3,0.81,6.18,1.85,0.0,0.17,1.92,0.5,0.23
2016-04-01,0.19,17.464999999999996,,0.66,0.7100000000000001,2.31,2.17,0.0,0.29,1.78,0.09,0.03
2016-04-02,0.24,18.662499999999994,,0.75,0.6100000000000001,3.32,3.16,0.0,0.36,1.88,0.04,0.0266666666666666
2016-04-03,0.2,19.86,,1.16,0.51,6.28,3.58,0.0,0.43,1.83,0.04,0.0233333333333333
2016-04-04,0.24,33.74,,0.75,0.71,4.15,4.25,0.0,0.25,5.27,1.04,0.02
2016-04-05,0.24,24.72,,0.48,,2.38,3.43,0.0,0.36,6.19,0.15,0.38
2016-04-06,0.21,15.7,,0.8,,2.67,2.12,0.0,0.29,2.25,0.07,0.5
2016-04-07,0.18,24.91,,0.79,,3.17,3.08,0.0,0.3,3.08,0.28,0.31
2016-04-08,0.2,20.4,,0.72,,2.84,1.56,0.0,0.27,3.14,0.32,0.19
2016-04-09,0.2,47.41,,1.04,0.39,4.11,1.42,0.0,0.2766666666666666,2.6,0.54,0.88
2016-04-10,0.14,22.28,2.51,0.6,0.28,3.04,1.34,0.0,0.2833333333333333,3.45,0.29,0.19
2016-04-11,0.18,16.76,1.13,0.6,0.28,2.18,1.78,0.0,0.29,3.22,0.35,
2016-04-12,0.16,10.47,1.41,0.48,0.48,2.2,2.44,0.0,0.38,1.43,1.38,
2016-04-13,0.13,9.0,2.4,0.67,1.13,2.52,1.39,0.0,0.38,1.85,1.3,
2016-04-14,0.16,13.56,2.88,0.76,1.01,3.49,0.98,0.0,0.55,1.94,1.22,
2016-04-15,0.29,25.47,6.46,0.99,1.11,6.48,1.74,0.0,0.25,1.75,1.44,0.04
2016-04-16,0.2,18.04,3.88,0.91,0.7050000000000001,5.83,1.09,0.0,0.24,1.68,0.67,0.61
2016-04-17,0.2,10.61,1.3,0.9,0.3,3.63,2.29,0.0,0.2,1.69,0.81,0.59
2016-04-18,0.19,14.62,1.97,0.93,0.46,3.19,3.09,0.0,0.2,1.68,10.23,1.18
2016-04-19,0.26,21.73,3.19,1.47,0.6,3.68,2.86,0.0,0.19,1.45,2.32,2.53
2016-04-20,0.24,22.12,2.85,1.16,0.79,2.66,6.46,0.0,0.26,1.54,1.81,1.72
2016-04-21,0.17,9.93,1.95,1.03,0.63,2.32,9.52,0.0,0.3,1.68,1.32,1.25
2016-04-22,0.19,7.396666666666666,2.02,1.14,0.61,1.76,9.6,0.0,,3.04,0.83,0.74
2016-04-23,0.19,4.863333333333333,2.27,1.18,0.42,1.89,14.91,0.0,,2.43,0.74,0.9
2016-04-24,0.12,2.33,3.74,1.49,0.5,4.56,16.39,0.0,,2.01,1.99,0.69
2016-04-25,0.21,10.75,2.16,1.34,0.39,3.83,5.19,0.0,,1.86,1.64,0.83
2016-04-26,0.29,17.52,3.56,1.78,0.56,4.84,11.29,0.0,0.15,0.97,0.97,1.24
2016-04-27,0.36,26.3,4.51,2.01,1.0,10.43,3.72,0.0,0.19,1.39,1.83,2.75
2016-04-28,0.34,19.52,5.03,1.59,0.82,5.82,7.21,0.0,0.22,1.59,2.73,2.19
2016-04-29,0.23,16.96,4.23,1.74,0.66,4.34,8.11,0.0,0.28,1.58,5.25,2.46
2016-04-30,0.3,15.8075,3.6675,1.72,0.595,5.04,5.29,0.0,0.23,1.8,5.17,2.78
2016-05-01,0.27,14.655,3.1050000000000004,1.72,0.53,6.6,5.35,0.0,0.19,2.02,1.39,2.39
2016-05-02,0.22,13.5025,2.5425000000000004,1.31,0.465,4.22,5.57,0.0,0.18,1.87,0.96,2.8
2016-05-03,0.18,12.35,1.98,1.14,0.4,2.8,4.44,0.0,0.23,1.75,0.92,2.14
2016-05-04,0.19,15.93,1.96,1.31,0.33,2.82,3.68,0.0,0.21,1.44,0.54,2.15
2016-05-05,0.22,9.8,1.02,1.14,0.22,2.69,6.79,0.0,0.24,1.65,0.2,1.12
2016-05-06,0.27,15.8,1.07,1.22,0.26,2.66,1.74,0.0,0.19,1.63,1.3566666666666665,1.08
2016-05-07,0.19,19.55,1.65,1.3,0.29,2.62,2.45,0.0,0.18,1.51,2.5133333333333328,
2016-05-08,0.17,17.97,2.02,1.23,0.35,2.35,1.77,0.0,0.16,1.55,3.67,
2016-05-09,0.21,11.09,1.14,0.95,0.22,2.01,3.77,0.0,0.34,1.68,3.62,
2016-05-10,0.2,12.97,1.45,1.01,0.26,2.07,2.74,0.0,0.12,2.22,,
2016-05-11,0.17,10.67,1.14,1.01,0.22,2.38,2.98,0.0,0.47,1.56,,
2016-05-12,0.18,15.63,2.1,1.22,0.47,2.62,2.79,0.0,0.3,1.76,,
2016-05-13,0.17,23.27,2.68,1.19,0.97,3.29,3.24,0.0,0.23,1.8,,
2016-05-14,0.16,18.62,2.3,1.22,0.77,3.06,3.5,0.0,0.18,1.65,,
2016-05-15,0.14,21.69,1.92,1.23,0.765,,2.06,0.0,0.14,1.51,,
2016-05-16,0.18,11.22,1.7,1.27,0.76,,3.3,0.0,0.22,1.58,,
2016-05-17,0.25,10.42,2.82,,1.3,,2.48,0.0,0.23,1.2,,
2016-05-18,0.17,12.58,3.07,,1.16,,2.43,0.0,0.17,1.03,,
2016-05-19,0.17,8.63,1.96,,0.71,,1.54,0.0,0.21,1.54,,
2016-05-20,0.16,6.13,1.15,,0.55,,1.32,0.0,0.1,2.26,,
2016-05-21,0.25,5.41,1.08,,0.4,,1.35,0.0,0.08,2.97,,
2016-05-22,0.16,,1.21,,0.32,,1.99,0.0,0.11,2.38,,
2016-05-23,0.2,,0.87,,0.28,,2.03,0.0,0.11,2.27,,
2016-05-24,0.18,,1.03,,0.38,,1.28,0.0,0.12,2.14,,
2016-05-25,0.18,,2.07,,0.61,1.72,,0.0,0.13,2.63,,
2016-05-26,0.2,,1.37,2.07,1.57,1.34,,0.0,0.12,2.69,,4.0
2016-05-27,0.19,,2.04,4.15,2.22,3.25,,0.0,0.07,3.13,0.7,3.0
2016-05-28,0.16,,1.27,1.71,1.13,2.38,,0.0,0.09,2.15,0.19,3.06
2016-05-29,0.17,,0.62,2.55,0.31,0.59,,0.0,0.07,3.39,0.3,2.78
2016-05-30,0.25,22.71,1.27,3.39,0.4,1.51,,0.0,0.12,3.11,0.46,2.81
2016-05-31,0.23,16.51,1.63,2.49,0.62,1.88,,0.0,0.17,3.42,0.28,3.12
2016-06-01,0.19,17.06,1.56,1.7,1.33,2.33,,0.0,0.23,4.74,0.48,3.12
2016-06-02,0.2,17.28,2.07,1.28,1.12,2.55,,0.0,0.26,,,3.08
2016-06-03,0.23,28.03,3.53,1.43,1.34,4.34,,0.0,0.18,,,2.77
2016-06-04,0.18,21.56,2.61,2.13,0.81,2.81,,0.0,0.11,,,2.84
2016-06-05,0.15,7.77,1.0,,0.39,0.8,,0.0,0.13,,,1.76
2016-06-06,0.13,8.94,0.92,,0.41,1.63,,0.0,0.16,,,1.97
2016-06-07,0.22,9.13,1.24,,0.46,1.87,,0.0,0.21,,,2.21
2016-06-08,0.17,11.27,1.46,,0.57,4.97,,0.0,0.21,,,2.34
2016-06-09,0.17,10.4,1.26,,0.59,3.25,,0.0,0.12,,0.14,2.93
2016-06-10,0.15,13.99,1.44,,0.52,2.16,,0.0,0.13,,0.22,2.02
2016-06-11,0.22,12.58,1.37,,0.69,29.07,,0.0,0.19,,0.16,2.17
2016-06-12,0.205,11.41,0.83,,0.49,0.96,,0.0,0.17,,0.24,2.19
2016-06-13,0.19,9.22,0.91,,0.79,16.97,,0.0,0.16,,0.2,1.74
2016-06-14,0.24,8.05,0.72,,0.76,27.83,,0.0,0.1,4.12,0.17,1.32
2016-06-15,0.15,11.65,1.76,3.16,0.6,5.21,,0.0,0.1,4.36,0.32,1.12
2016-06-16,0.21,5.63,0.74,1.96,0.32,5.21,,0.0,0.11,4.53,0.34,1.21
2016-06-17,0.17,6.83,0.88,1.34,0.47,4.17,1.75,0.0,0.13,4.41,0.35,1.24
2016-06-18,0.24,6.6,0.88,1.9,0.41,4.2,1.59,0.0,0.2,4.18,0.21,1.26
2016-06-19,0.13,6.49,0.68,6.73,0.26,2.25,1.01,0.0,0.21,3.71,0.27,0.79
2016-06-20,0.16,8.08,1.04,4.62,0.11,3.18,1.16,0.0,0.22,2.18,0.26,1.02
2016-06-21,0.13,6.47,0.78,4.92,0.38,2.45,1.365,0.0,0.24,2.54,0.29,0.28
2016-06-22,0.09,6.72,1.23,6.07,0.49,3.17,1.57,0.0,0.3,1.53,0.51,1.48
2016-06-23,0.16,8.53,0.89,5.58,1.43,3.04,1.11,0.0,0.16,4.26,,1.74
2016-06-24,0.11,9.79,1.3,5.58,2.04,3.34,0.95,0.0,0.12,4.44,,1.415
2016-06-25,0.23,6.59,1.0,5.13,1.26,3.0866666666666664,1.0566666666666666,,0.14,4.49,,1.09
2016-06-26,0.15,7.3,0.75,4.68,0.93,2.833333333333333,1.163333333333333,,0.14,4.54,,0.7650000000000001
2016-06-27,0.2,4.69,0.95,4.23,0.63,2.58,1.27,,0.12,4.59,,0.44
2016-06-28,0.17,5.41,1.3,4.86,0.73,3.0,1.08,,0.14,9.32,,0.57
2016-06-29,0.16,4.24,0.75,4.27,0.91,3.01,0.97,,0.14,2.26,,0.65
2016-06-30,0.11,5.65,0.84,5.19,0.64,3.76,0.95,,0.11,1.87,,1.19
2016-07-01,0.21,5.26,0.93,6.13,0.25,2.6,0.87,,0.1,1.35,,0.32
2016-07-02,0.17,6.75,1.36,4.13,0.44,1.8,0.79,0.0,0.1,1.28,,0.28
2016-07-03,0.06,7.2,1.25,4.51,0.42,2.22,0.77,0.0,0.11,1.2,,0.33
2016-07-04,0.28,5.48,0.83,6.43,0.35,1.67,1.07,0.0,0.11,1.42,,0.31
2016-07-05,0.14,9.16,1.24,4.15,0.41,,0.53,0.0,0.11,14.7,,0.23
2016-07-06,0.16,6.24,1.09,5.89,0.35,,,0.0,0.15,1.12,,0.22
2016-07-07,0.12,4.58,0.75,5.03,0.26,,,0.0,0.09,1.09,,0.44
2016-07-08,0.18,6.53,1.16,5.35,0.47,,,0.0,0.08,1.31,,0.4
2016-07-09,0.2,4.71,0.89,4.48,0.35,,,0.0,0.08,1.04,,0.52
2016-07-10,0.13,6.78,0.73,5.13,0.38,,,0.0,0.09,1.1275,,0.68
2016-07-11,0.15,5.61,0.8,10.91,0.35,,,0.0,0.09,1.215,,0.61
2016-07-12,0.11,8.22,1.5,1.85,0.74,9.88,,0.0,0.1,1.3024999999999998,,0.32
2016-07-13,0.24,12.56,2.9,3.46,0.66,4.38,,0.0,0.09,1.39,0.08,0.49
2016-07-14,0.14,9.52,1.575,3.12,0.68,6.28,,0.0,0.1,2.05,0.06,0.59
2016-07-15,0.09,6.48,0.25,3.98,0.3,2.8,,0.0,0.14,2.39,0.26,0.52
2016-07-16,0.1,6.41,0.9,4.79,0.43,3.47,,0.0,0.16,1.81,0.71,0.48
2016-07-17,0.1,6.17,0.58,4.99,0.31,9.17,,0.0,0.16,1.45,0.38,0.31
2016-07-18,0.09,8.44,1.11,3.58,0.62,11.79,,0.0,0.22,2.13,0.39,0.62
2016-07-19,0.11,8.35,1.09,4.96,0.95,12.15,,,0.19,1.76,0.61,0.59
2016-07-20,0.15,7.23,0.89,2.41,0.64,3.56,2.88,,0.1,2.35,0.11,0.65
2016-07-21,0.13,7.41,0.54,3.94,0.36,3.03,,,0.1,2.62,0.16,0.495
2016-07-22,0.16,5.78,0.75,2.24,0.32,1.52,,,0.16,3.0,0.26,0.34
2016-07-23,0.08,2.82,0.39,4.85,0.13,3.1900000000000004,,,0.13,2.25,0.15,0.25
2016-07-24,0.15,8.47,1.31,1.68,0.43,4.86,,,0.14,2.55,0.32,0.3
2016-07-25,0.16,9.85,1.75,2.08,0.47,4.98,2.13,,0.16,,0.23,0.48
2016-07-26,0.14,6.4,1.3,4.33,0.36,9.8,,,0.23,,0.09,0.5
2016-07-27,0.11,4.36,,16.68,0.38,7.38,,,0.32,,0.17,0.33
2016-07-28,0.2,7.18,,9.06,0.54,10.32,,,0.36,,0.32,
2016-07-29,0.14,7.01,,1.44,0.54,11.57,,,0.21,,0.19,
2016-07-30,0.16,6.07,,1.6275,0.54,10.89,,,0.25,,0.29,
2016-07-31,0.16,4.38,,1.815,0.34,10.93,,,0.12,,0.12,
