Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna
2018-03-25,47.05,7.91,41.31,25.68,30.11,7.23
2018-03-26,31.84,11.67,51.42,28.35,23.68,10.05
2018-03-27,23.6,13.31,76,30.87,26.49,11.28
2018-03-28,33.78,13.96,79.52,63.85,24.05,12.35
2018-03-29,41.75,12.43,49.23,52.1,28.94,11.98
2018-03-30,34.17,11.16,58.22,45.75,23.3,6.24
2018-03-31,27.21,12.92,57.92,30.89,24.83,22.93
2018-04-01,17.49,13.7,46.42,52.33,19.08,17.85
2018-04-02,31.9,13.43,64.03,48.47,26.19,17.35
2018-04-03,49.37,13.71,66.35,64.6,24.93,16.89
2018-04-04,45.2,16.57,69.5,47.29,24.13,11.21
2018-04-05,51.07,14.11,76.02,36.46,22.52,9.59
2018-04-06,55.02,17.25,62.14,32.46,26.36,8.44
2018-04-07,33.33,17.41,50.39,30.99,32.78,7.72
2018-04-08,12.97,19.85,41.32,40.51,22.43,7.96
2018-04-09,10.6,16.58,53.81,37.22,28.67,9.22
2018-04-10,36.05,16.73,65.04,40.52,25.31,7.62
2018-04-11,43.24,18.24,41.68,35.64,20.42,8.5
2018-04-12,39.18,15.81,49.98,29.06,26.69,9.67
2018-04-13,41.42,20.6,64.81,32.57,21.17,12.78
2018-04-14,35.53,17.46,73.26,35.76,18.73,32.2
2018-04-15,17.16,14.52,75.59,43.54,20.46,14.25
2018-04-16,12.56,16.4,79.53,63.01,31.05,9.82
2018-04-17,32.3,18.98,69.28,51.87,23.94,9.66
2018-04-18,35.66,18.74,46.57,30.43,22.78,8.61
2018-04-19,18.62,18.85,62.47,37.42,32.35,7.61
2018-04-20,27.12,17.82,49.75,62.57,35.01,6.21
2018-04-21,41.59,19.04,35.73,29.7,38.23,8.22
2018-04-22,23.46,15.3,35.38,25.06,24.29,8.67
2018-04-23,22.84,15.93,43.95,29.31,17,7.22
2018-04-24,24.4,20.6,61.05,47.53,21.62,12.55
2018-04-25,29.28,49.33,77.25,80.39,17.69,30.04
2018-04-26,21.13,39.58,78.44,37.19,21.42,28
2018-04-27,30.23,23.4,54.16,28.77,21.56,30.51
2018-04-28,31.32,24.85,41.23,30.87,18.35,27.16
2018-04-29,26.98,21.08,48.22,31.32,18.74,21.84
2018-04-30,12.72,24.69,58.38,25.82,26.63,25.16
2018-05-01,9.9,64.31,41.04,28.5,20.1,21.59
2018-05-02,21.7,47.54,42.86,28.28,18.75,19.16
2018-05-03,31.13,25.05,40.96,27.84,16.39,17.5
2018-05-04,36.23,77.57,37.96,33.45,20.45,35.06
2018-05-05,18.98,59.62,55.93,33.16,18.07,30.21
2018-05-06,14.69,32.55,71.2,34.49,17.4,27.65
2018-05-07,32.23,30.08,76.02,40.14,17.24,32.8
2018-05-08,13.81,33.89,32.84,59,27.32,36.08
2018-05-09,19.63,41.88,56.74,26.89,22.67,40
2018-05-10,17.75,25.82,68.21,28.47,19.53,35.82
2018-05-11,18.71,22.08,75.54,45.82,18.67,13.81
2018-05-12,13.98,21.65,88.45,29.03,18.58,8.05
2018-05-13,13.73,20.18,44.1,25.92,19.38,6.09
2018-05-14,21.25,20.3,41.85,28.58,15.62,6.01
2018-05-15,18.25,20.89,43.92,34.12,14.76,22.46
2018-05-16,16.48,20.45,45.65,35.09,21.61,25.35
2018-05-17,15.82,20.26,44.55,26.18,26.17,19.01
2018-05-18,27.53,20.47,63.16,30.8,21.97,11.09
2018-05-19,34.28,19.43,81.75,28.54,23.1,7.76
2018-05-20,10.96,18.7,50.04,29.22,17.35,7.16
2018-05-21,19.8,21.56,48.33,41.6,18.72,7.16
2018-05-22,20.95,29.83,60.5,34.12,15.7,4.83
2018-05-23,26.25,21.94,86.18,27.68,19.55,3.72
2018-05-24,21.18,20.48,67.13,25.63,20.82,3.04
2018-05-25,21.53,19.86,63.04,32.67,18.88,24.46
2018-05-26,26.53,18.25,61.71,56.48,16.85,26.04
2018-05-27,27.37,18.71,57.05,31.7,16.54,18.38
2018-05-28,18.11,16.9,57.51,28.06,15.75,20.87
2018-05-29,17.52,16.78,66.84,22.9,17.59,31.38
2018-05-30,16.18,17.08,42.64,29.11,16.12,29.17
2018-05-31,17.21,17.04,44.17,34.78,15.51,28.66
2018-06-01,19.15,20.3,33.87,33.75,18.61,28.84
