Date,Bengaluru,Chennai,Delhi,Lucknow,Mumbai,Hyderabad,Patna
2018-01-09,3.33,0.74,5.31,2.84,0,2.65,0.7
2018-01-10,0,1.95,3.26,2.92,0,2.98,0.56
2018-01-11,0,1.25,3.27,2.17,0,4.21,0.58
2018-01-12,0,1.67,4.23,1.12,0,4.04,0.53
2018-01-13,0,3.58,7.62,1.53,0,4.4,0.64
2018-01-14,0,0.94,4.3,1.46,0,3.82,0.68
2018-01-15,0,1.03,3.26,2.47,0,2.18,0.52
2018-01-16,0,1.09,3.09,1.57,0,3.74,0.84
2018-01-17,0,1.93,4.22,2.08,0,2.99,0.83
2018-01-18,0,1.83,5.19,2.57,0,3.98,0.6
2018-01-19,0,1.71,5.47,6.83,0,3.88,0.9
2018-01-20,0,1.74,2.37,2.46,0,6.07,0.7
2018-01-21,0,2.21,2.74,1.27,0,3.53,0.63
2018-01-22,0,1.58,4.09,2.57,0,2.84,0.67
2018-01-23,0.08,1.48,2.68,4.4,0,2.48,0.73
2018-01-24,0.2,1.09,2.26,1.24,0,2.46,0.61
2018-01-25,0,1.57,2.22,1.75,0,4.31,0.35
2018-01-26,0,1.19,2.46,1.92,0,5.18,0.36
2018-01-27,0.04,1.2,2.29,2.15,0,4.7,0.45
2018-01-28,0,1.46,2.07,2.94,0,3.22,0.63
2018-01-29,0,1.72,2.18,3.37,0,2.79,0.65
2018-01-30,0,1.72,1.84,1.92,0,4.12,0.61
2018-01-31,0,1.33,1.72,1,0,5.96,0.62
2018-02-01,0,1.89,2.08,1.67,0,4.76,0.64
2018-02-02,0,1.39,1.72,2.88,0,5.81,0.67
2018-02-03,0,1.65,1.35,4.84,0,4.06,0.81
2018-02-04,0.01,0.86,1.44,0.76,0,2.54,0.6
2018-02-05,0,1.5,2.04,0.55,0,1.46,0.4
2018-02-06,0,1.27,1.74,0.56,0,4.55,0.35
2018-02-07,0,1.21,1.64,0.58,0,6.4,0.35
2018-02-08,0,1.02,3.21,0.49,0,2.62,0.35
2018-02-09,2.62,1.46,3.32,0.52,0,2.56,0.33
2018-02-10,1.74,1.06,6.94,0.86,0,2.59,0.33
2018-02-11,0.64,1.11,3.53,2.1,0,1.07,0.35
2018-02-12,0.47,1.06,0.8,0.68,0,0.76,0.36
2018-02-13,0.4,0.96,1.73,0.63,0,0.98,0.35
2018-02-14,0.3,1.29,1.02,0.23,0,1.98,0.35
2018-02-15,0.72,0.84,1.16,0.28,0,2.27,0.25
2018-02-16,0.88,0.5,1.52,0.31,0,2.14,0.35
2018-02-17,1.51,0.58,1.73,0.46,0,3.07,0.35
2018-02-18,0.94,0.3,2.15,0.64,0,2.55,0.39
2018-02-19,0.71,0.34,3.07,0.77,0,1.28,0.46
2018-02-20,0.56,0.71,3.34,0.61,0,1.18,0.42
2018-02-21,0.9,0.95,5.24,2.48,0,1.75,0.43
2018-02-22,0.87,1.17,4,1.87,0,1.9,0.5
2018-02-23,0.68,0.84,3.89,2.74,0,1.94,0.43
2018-02-24,0.18,0.55,2.85,1.79,0,1.25,0.49
2018-02-25,0.03,0.53,2.05,0.66,0,1.63,0.4
2018-02-26,0.41,0.41,1.09,0.23,0,2.74,0.38
2018-02-27,0.29,0.47,1.93,0.39,0,3.05,0.35
2018-02-28,0.63,0.9,2.47,0.62,0,4.03,0.35
2018-03-01,0.53,1.71,2.3,0.52,0,2.69,0.33
2018-03-02,0.63,1.11,3.01,0.42,0,2.04,0.33
2018-03-03,0.77,0.73,1.85,0.22,0,1.62,0.08
2018-03-04,0.5,0.56,1.63,0.52,0,1.64,0.13
2018-03-05,0.47,0.49,1.39,0.28,0,1.61,0.31
2018-03-06,0.4,0.62,1.26,0.17,0,1.33,0.29
2018-03-07,0.38,0.79,1.7,0.37,0,1.32,0.23
2018-03-08,0.35,0.99,6.59,1,0,1.72,0.35
2018-03-09,1.1,0.38,4.54,0.73,0,1.61,0.35
2018-03-10,0.41,0.46,1.36,0.37,0,1.88,0.35
2018-03-11,0.2,0.19,1.28,0.36,0,1.05,0.29
2018-03-12,0.03,0.64,1.29,0.52,0,1.13,0.35
2018-03-13,0.05,0.91,1.87,0.52,0,1.24,0.35
2018-03-14,0,1.01,2.85,2.22,0,1.72,0.39
2018-03-15,0.22,0.89,3.53,1.4,0,1.04,0.41
2018-03-16,0.03,1.02,4.14,0.4,0,1.8,0.35
2018-03-17,0.3,0.73,1.73,0.28,0,1.06,0.34
2018-03-18,0,0.97,0.93,0.18,0,0.81,0.34
2018-03-19,0.06,0.96,1.06,0.44,0,2.48,0.31
2018-03-20,0.26,1.06,3.19,0.44,0,1.17,0.35
2018-03-21,0.25,1.2,4.03,1.58,0,1.53,0.32
2018-03-22,0.71,1.17,1.92,0.91,0,2.13,0.41
2018-03-23,1.39,1.26,1.57,0.27,0,3.31,0.42
2018-03-24,0.23,1.01,2.36,0.28,0,2.93,0.33
2018-03-25,0,1.2,1.74,0.26,0,2.03,0.34
2018-03-26,0,1.31,2.64,0.32,0,1.76,0.33
2018-03-27,1.58,1.12,4.42,0.42,0,1.63,0.4
2018-03-28,0,0.85,6.14,1.61,0,1.38,0.5
2018-03-29,0,0.73,2.72,1.34,0,2.01,0.49
2018-03-30,0,1.72,3.12,0.69,0,1.5,0.35
2018-03-31,0,1.82,2.96,0,0,1.43,0.21
2018-04-01,0,0,2.97,0,0,0.94,0.28
2018-04-02,0,0.15,3.33,0,0,1.25,0.16
2018-04-03,0,0,3.22,0,0,1.65,0.35
2018-04-04,0,0.65,2.64,0.56,0,1.04,0.34
2018-04-05,0,0,4.62,0.59,0,1.33,0.29
2018-04-06,0,0.7,2.64,0.44,0,1.57,0.29
2018-04-07,0,1.17,1.43,0.05,0,1.28,0.22
2018-04-08,0,1.25,0.95,0,0,0.85,0.15
2018-04-09,0,1.09,2.34,0,0,1.24,0.29
2018-04-10,0,0.09,4.38,0,1.44,1.6,0.34
2018-04-11,0,0.16,4.24,0,0,1.19,0.32
2018-04-12,0,2.86,4.98,0,0,1.33,0.28
2018-04-13,0,0.21,1.6,0,0,1.08,0.35
2018-04-14,0,0,2.45,0,0,0.6,0.31
2018-04-15,0,0,3.68,0,0,0.86,0.35
2018-04-16,0.28,0.18,4.66,0,0,2.22,0.31
2018-04-17,0,1.44,3.36,0,1.87,1.18,0.34
2018-04-18,0,4.76,1.72,0,0.22,1.12,0.31
2018-04-19,0.91,2.53,2.44,0,0.26,1.57,0.35
2018-04-20,1.5,3.19,2.23,0,0.24,1.71,0.24
2018-04-21,1.87,2.45,1.13,0,0.24,2.21,0.2
2018-04-22,1.86,1.13,1.43,0,0.16,1.31,0.27
2018-04-23,1.72,1.63,1.83,0,0.08,0.62,0.13
2018-04-24,1.75,1.84,3.36,0,0,0.87,0.34
2018-04-25,2.7,3.28,6.04,0,0.09,0.72,0.4
2018-04-26,2.74,3.82,5.52,0,0.23,0.96,0.24
2018-04-27,1.71,2.05,2.86,0,0.22,1.35,0.12
2018-04-28,0.76,2.85,1.7,0,0.21,0.65,0.07
2018-04-29,0.85,0.73,1.87,0,0.2,0.89,0
2018-04-30,0.81,1.38,1.71,0,0.19,1.2,0.02
2018-05-01,0.12,0.71,1.18,0,0.18,1.47,0
2018-05-02,0.22,1.25,1.19,0,0.17,0.88,4.97333333333333
2018-05-03,0.23,1.49,0.94,0,0.16,0.79,9.94666666666667
2018-05-04,0.28,1.45,1.41,0,0.15,0.73,14.92
2018-05-05,0.28,1.55,2.46,0,0.14,0.6,11.59
2018-05-06,0.24,1.45,3.75,0,0.12,0.44,11.36
2018-05-07,0.53,1.3,3.61,0,0.29,0.68,12.34
2018-05-08,1.25,1.49,1.37,0,0.35,1.47,11.56
2018-05-09,0.77,1.64,1.93,0,0.44,1.09,7.43
2018-05-10,0.71,0.75,2.3,0,0.32,0.97,7.25
2018-05-11,0.82,0,4.4,0,0.44,1.14,7
2018-05-12,0.76,0.603333333333333,4.15,0,0.24,0.61,6.4
2018-05-13,0.72,1.20666666666667,1.31,0,0.62,0.65,5.91
2018-05-14,0.85,1.81,1.07,0,0.35,0.5,5.09
2018-05-15,0.83,1.31,1.85,0,0.5,0.53,6.18
2018-05-16,0.79,1.45,2.59,0,0.46,0.86,6.23
2018-05-17,0.7,1.45,1.84,0,0.49,1,5.94
2018-05-18,0.82,1.36,3.02,0,0.68,0.76,6.56
2018-05-19,0.99,1.46,5.23,0.06,0.5,1.16,6.31
2018-05-20,0.7,1.5,2.72,0,0.35,0.83,5.38
2018-05-21,0.98,1.46,3.04,0,0.63,1.05,7.1
2018-05-22,0.47,0.54,3.53,0,0.63,0.87,6.56
2018-05-23,0.52,0,5.79,0,0.38,1.31,6.51
2018-05-24,0.37,0.06,3.1,0,0.49,1.01,6.35
2018-05-25,0.28,0,4.03,0,0.64,1.22,7.07
2018-05-26,0.36,0.02,4.77,0,0.3,0.68,6.1
2018-05-27,0.17,0,3.73,0,0.26,1.04,5.59
2018-05-28,0.09,0,2.77,0,0.32,1.11,6.12
2018-05-29,0.1,0,3.88,0,0.34,1.06,6.16
2018-05-30,0.2,0.25,1.2,0,0.42,0.66,6.78
2018-05-31,0.47,0,1.88,0,0.34,0.66,6.53
2018-06-01,0.28,0,1.48,0,0.22,1.24,5.05
2018-06-02,0.43,0,1.51,0,0.47,1.26,5.49
2018-06-03,0.28,0.18,1.32,0,0.45,0.62,5.23
2018-06-04,0.11,0,2.13,0,0.67,0.74,5.56
2018-06-05,0.13,0,2.52,0,0.44,0.86,5.98
2018-06-06,0.11,0.32,2.71,0,0.42,1.04,5.83
2018-06-07,0.07,0.25,4.76,0,0.51,0.42,6.46
2018-06-08,0.05,0.11,2.56,0,0.63,0.44,5.39
2018-06-09,0.06,0,2.72,0,0.51,0.38,5.06
2018-06-10,0.01,0,2.67,0,0.27,0.27,4.42
2018-06-11,0.28,0,2.57,0,0.29,0.78,5.55
2018-06-12,1.11,0,2.26,0.49,0.37,0.9,5.79
2018-06-13,1.03,0,2.33,0.16,16.24,0.46,5.42
2018-06-14,0.59,0.08,2.25,2.87,0.43,0.38,5.79
2018-06-15,0.85,0.48,2.98,1.09,0.24,0.37,6.39
2018-06-16,1.22,0,3.36,0.61,0.71,0.26,5.37
2018-06-17,0.88,0,2.78,0.61,0.59,0.24,5.3
2018-06-18,0.78,0,2.82,0.64,1.04,0.26,6
2018-06-19,0.64,0,3.73,0.68,0.75,0.2,5.69
2018-06-20,0.57,0.01,4.51,0.86,0.51,0.25,4.87
2018-06-21,0.53,0,3.89,1.07,0.39,0.38,4.64
2018-06-22,0.53,0,4.69,1.03,0.63,0.94,4.495
2018-06-23,0.68,0.09,4.26,0.48,0.69,0.66,4.35
2018-06-24,0.3,0,2.66,0.26,0.51,0.26,3.88
2018-06-25,0.36,0,1.93,0.71,0.36,0.23,3.44
2018-06-26,0.34,0,1.81,0.61,0.39,0.24,2.1
2018-06-27,0.36,0,2.24,0.12,0.33,0.28,3.28
2018-06-28,0.5,0,1.65,0.04,0.66,0.32,2.57
2018-06-29,0.54,0,2.22,0.04,1.02,0.34,3.07
2018-06-30,0.88,0,2.3,0.04,0.62,0.48,3.5
2018-07-01,2.3,0,1.56,0.11,0.82,0.38,3.19
2018-07-02,0.64,0,0.98,0.17,0.55,0.43,2.78
2018-07-03,0.66,0,1.82,0.21,0.54,0.66,2.2
2018-07-04,0.58,0,1.88,0.03,0.27,1.11,1.91
2018-07-05,0.55,0.48,2.57,0.01,0.5,0.37,2.34
2018-07-06,0.52,1.4,2.31,0,0.41,1.08,3.21
2018-07-07,0.5,0.65,2.06,0.07,0.4,1.04,3.92
2018-07-08,0.51,0,2.31,0.08,0.56,0.78,4.23
2018-07-09,0.6,0,1.66,0.05,0.62,0.5,6.04
2018-07-10,0.51,0,1.07,0.06,0.74,0.37,3.11
2018-07-11,0.44,0,1.49,0.04,0.42,0.42,3.42
2018-07-12,0.44,0,1.49,0,0.5,0.36,3.14
2018-07-13,0.42,0,1.55,0.02,0.5,0.39,3.15
2018-07-14,0.49,0,1.81,0,1.25,0.68,3.05
2018-07-15,0.33,0,1.19,0,0.58,0.54,2.91
2018-07-16,0.45,0,1.61,0,0.46,0.52,2.98
2018-07-17,0.5,0,1.53,0.24,0.52,0.42,2.67
2018-07-18,0.58,0,1.48,0.36,0.67,0.8,2.97
2018-07-19,0.61,0,1.31,0.4,0.72,0.59,3.47
2018-07-20,0.49,0,1.87,0.35,0.71,0.88,3.32
2018-07-21,0.5,0,2.32,0.31,0.6,0.69,2.85
2018-07-22,0.36,0,1.28,0.26,0.74,0.55,2.36
2018-07-23,0.56,0,1.39,0.25,0.24,0.48,2.49
