Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna
2018-06-17,9.08,13.14,8.45,8.86,2.72,1.64
2018-06-18,9.51,11.84,11.44,9.8,2.58,1.65
2018-06-19,8.27,8.25,10.85,10.13,1.97,15.64
2018-06-20,8.31,14.47,13.82,9.45,2.55,13.87
2018-06-21,7.76,8.04,11.17,9.48,1.76,13.56
2018-06-22,10.67,7.82,23.62,10.78,2.2,9.04
2018-06-23,9.93,9.42,17.78,9.97,2.75,17.27
2018-06-24,7.93,7.89,10.39,9.34,3.05,9.13
2018-06-25,6.93,7.9,10.81,9.58,2.77,6.9
2018-06-26,5.69,7.61,8.89,9.84,3.95,4.48
2018-06-27,4.95,7.73,9.03,9.33,4.42,24.63
2018-06-28,6.3,7.63,8.68,9.56,4.19,16.81
2018-06-29,10.26,7.87,10.99,11.46,3.48,24.65
2018-06-30,32.78,7.25,10.42,11.5,6.27,16.5
2018-07-01,24.59,7.1,10.82,19.68,3.41,16.5
2018-07-02,28.13,7.32,7.87,17.1,3.82,16.48
2018-07-03,23.02,7.04,11.74,13.47,3.42,9.39
2018-07-04,17.71,7.05,8.01,12.11,3.7,10.65
2018-07-05,17.18,9.19,13.52,12.14,4.16,15.75
2018-07-06,17.06,10.65,16.15,11.9,4.7,15.66
2018-07-07,13.94,15.47,8.99,11.28,4.4,17.46
2018-07-08,13.04,8.65,14.86,12.03,4.05,17.83
2018-07-09,20.04,6.89,9.06,11.42,4.05,24.99
2018-07-10,19.76,7.12,7.74,9.6,4.15,24.65
2018-07-11,17.69,6.95,8.76,10.77,4.55,29.43
2018-07-12,15.33,7.26,10.21,11.61,4.73,23.78
2018-07-13,12.73,11.07,12.27,11.78,4.5,26.13
2018-07-14,16.04,7.81,13.24,11.66,5.45,21.59
2018-07-15,12.09,7.11,8.28,10.42,5.46,16.85
2018-07-16,19.67,7.09,13.87,10.58,5.27,23
2018-07-17,10.93,8.88,11.89,10.65,4.39,19.67
2018-07-18,6.08,9.6,12.45,9.95,4.36,26.1
2018-07-19,6.33,9.46,10.58,9.54,4.55,21.71
2018-07-20,6.5,9.41,12.22,10.07,4.27,16.24
2018-07-21,6.02,9.51,17.99,10.68,2.81,24.04
2018-07-22,5.71,9.22,12.14,9.46,3.74,17.22
2018-07-23,9.81,9.39,14.28,10.1,4.08,18.25
2018-07-24,7.46,9.38,12.18,8.93,4.72,15.65
2018-07-25,8.78,9.47,15.59,9.83,5.11,9.79
2018-07-26,12.84,11.65,16.81,15.25,9.34,19.11
2018-07-27,8.27,10.76,14.04,12.5,7.62,18.62
2018-07-28,6.85,11.38,13.43,17.04,8.1,27.56
2018-07-29,6.38,10.78,18.34,16.02,5.93,8.78
2018-07-30,15.82,10.49,15.98,10.36,5.11,8.27
2018-07-31,16.68,10.23,15.59,10.67,5.24,9.77
2018-08-01,17.54,9.88,19.92,10.66,4.48,6.82
2018-08-02,12.55,10,20.56,13.5,6.01,21.75
2018-08-03,17.03,8.78,19.1,11.51,6.15,13.64
2018-08-04,23.36,9.3,19.25,19.48,5.63,18.45
2018-08-05,17.45,9.4,17.71,18.02,5.68,14.01
2018-08-06,18.79,9.93,19.28,19.71,5,30.75
